onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
1.695	1.963	MODERATOR	You can take a little break, if you need.	SPK		0.005675	1.63	MOD	confident					0.0	
3.658	0.957	GROUP	(1.0)	SIL				shared	manual	0.0				0.0	
4.615	0.28	P2	Yeah.	SPK		0.025827	4.36	P2	confident	0.0	957.0	957.0		508.0	
4.641	2.666	P4	No, that's okay.	SPK		0.022369	1.72	P4	confident	-254.0	-254.0	-254.0		508.0	
4.641	0.254	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2666.0				508.0	
7.307	2.29	GROUP	(2.3)	SIL				shared	manual	2412.0				0.0	
9.597	7.485	P4	That's just heavy.	SPK		0.010592	2.23	P4	confident	0.0	2290.0	4702.0		0.0	
17.082	0.14	GROUP	(.)	SIL				shared	manual	0.0					
17.222	0.22	MODERATOR	Okay.	SPK		0.001854	1.64	MOD	confident	0.0	140.0	140.0			
17.442	0.301	GROUP	(0.3)	SIL				shared	manual	0.0					
17.743	2.721	MODERATOR	So we can start the second task.	SPK		0.003145	1.17	MOD	confident	0.0	301.0	661.0			
20.484	2.202	MODERATOR	This is a negotiation task.	SPK		0.003936	1.33	MOD	confident	20.0	20.0	3402.0			
22.686	0.28	GROUP	(0.3)	SIL				shared	manual	0.0					
22.966	7.465	MODERATOR	And you have to imagine that your group has been assigned responsible for planning an internal workshop for GN employees.	SPK		0.003117	1.33	MOD	confident	0.0	280.0	5884.0			
30.431	0.64	GROUP	(0.6)	SIL				shared	manual	0.0					
31.071	4.884	MODERATOR	And you need to decide both on the topic of this workshop and on its format.	SPK		0.003534	1.35	MOD	confident	0.0	640.0	13989.0			
35.955	0.74	GROUP	(0.7)	SIL				shared	manual	0.0					
36.695	17.684	MODERATOR	You will all receive a private role card where you will have a priority either for the topic or for the format and you have to try to advocate more for what is your priority and also you will be listed with some preferences that will guide you through the conversation and the negotiation.	SPK		0.00395	1.43	MOD	confident	0.0	740.0	19613.0		0.0	
54.379	1.16	GROUP	(1.2)	SIL				shared	manual	0.0				0.0	
55.539	10.543	MODERATOR	Again you cannot show your role card to the others but of course you can play your role as it is shown in the card and at the end you have to agree on one topic and one format.	SPK		0.004715	1.46	MOD	confident	0.0	1160.0	38457.0			
66.082	1.652	GROUP	(1.7)	SIL				shared	manual	0.0					
67.734	1.06	MODERATOR	Do you have any questions?	SPK		0.003137	1.34	MOD	confident	0.0	1652.0	50652.0			
68.794	3.341	GROUP	(3.3)	SIL				shared	manual	0.0					
72.135	8.743	MODERATOR	If not, I will send the roll cards and with the roll cards I will also display the formats and the topics.	SPK		0.004904	1.73	MOD	confident	0.0	3341.0	55053.0			
80.878	0.479	GROUP	(0.5)	SIL				shared	manual	0.0					
81.357	7.207	MODERATOR	You can take some time to read them and without me saying it, you can start a conversation when you feel like it's the right time.	SPK		0.004464	1.17	MOD	confident	0.0	479.0	64275.0			
88.564	92.128	GROUP	(92.1)	SIL				shared	manual	0.0					
180.692	0.389	P2	Okay.	SPK				P2	manual	0.0	92128.0	92128.0		0.0	
181.081	10.226	GROUP	(10.2)	SIL				shared	manual	0.0				0.0	
191.307	1.152	P2	What are your thoughts?	SPK				P2	manual	0.0	10226.0	102743.0			
192.459	1.409	GROUP	(1.4)	SIL				shared	manual	0.0					
193.868	1.568	P2	For the workshop?	SPK				P2	manual	0.0	1409.0	105304.0			
195.436	1.12	GROUP	(1.1)	SIL				shared	manual	0.0					
196.556	0.05	P2	Do you have any ideas?	SPK				P2	manual	0.0	1120.0	107992.0		0.0	
196.606	1.151	GROUP	(1.2)	SIL				shared	manual	0.0				0.0	
197.757	2.181	P4	Well, should we maybe start with a topic?	SPK		0.020295	8.53	P4	confident	0.0	1151.0	1151.0		0.0	
199.938	0.12	GROUP	(.)	SIL				shared	manual	0.0				0.0	
