onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
4.63	4.324	P4	Maybe, I mean, in those types of situations we would have more information.	SPK		0.041004	9.59	P4	confident					520.0	
8.694	0.922	P2	Yeah, exactly, yeah.	SPK				P2	manual	-260.0	-260.0	-260.0		950.0	
8.694	0.26	P2	[OVL:smooth]	OVL	smooth			shared	manual	-922.0				520.0	collaborative
9.08	0.43	P1	Yes.	BCK				P1	manual	126.0			386.0	430.0	
9.616	0.199	GROUP	(.)	SIL				shared	manual	106.0				0.0	
9.815	0.561	P4	I'm thinking.	SPK		0.021687	9.71	P4	confident	0.0	199.0	199.0			
10.376	0.671	GROUP	(0.7)	SIL				shared	manual	0.0					
11.047	0.902	P1	Time to prepare.	SPK		0.021997	3.88	P1	confident	0.0	671.0	671.0			
11.949	0.19	GROUP	(.)	SIL				shared	manual	0.0					
12.139	0.261	P3	Yes.	SPK		0.073718	3.35	P3	confident	0.0	190.0	190.0		405.0	
12.163	0.64	P4	Yeah!	BCK				P4	manual	-237.0			24.0	1920.0	
12.232	3.009	P1	[LAUGHTER]	LAU				P1	manual	-571.0				7975.0	
12.4	4.133	GROUP	(4.1)	SIL				shared	manual	-2841.0				7639.0	
12.402	2.205	P3	[LAUGHTER]	LAU				P3	manual	-4131.0				6923.0	
12.495	2.19	P2	[LAUGHTER]	LAU				P2	manual	-2112.0				6800.0	
16.533	18.778	MODERATOR	So now it's time for T3, maybe a bit more of a fun one, because imagine that you've been tasked to decide an idea for a GN social event, so of course it has to be feasible for as many employees as possible, but also try to be creative and original.	SPK		0.003472	1.28	MOD	confident	1848.0	4133.0	4133.0			
35.311	1.941	GROUP	(1.9)	SIL				shared	manual	0.0					
37.252	12.104	MODERATOR	And you will first have time to generate some ideas and then you can discuss everyone's ideas and then you have to decide only one final best.	SPK		0.003126	1.25	MOD	confident	0.0	1941.0	24852.0			
49.381	2.661	MODERATOR	You cannot mix ideas even if they're great.	SPK		0.005443	1.24	MOD	confident	25.0	25.0	36981.0			
52.042	1.04	GROUP	(1.0)	SIL				shared	manual	0.0				392.0	
52.69	2.731	P1	[LAUGHTER]	LAU				P1	manual	-392.0				2731.0	
53.082	1.521	P2	Okay, no discussion?	SPK		0.043512	2.06	P2	confident	-2339.0	1040.0	1040.0		1521.0	
54.603	2.975	GROUP	(3.0)	SIL				shared	manual	0.0				818.0	
57.578	3.761	MODERATOR	Okay, so first I'm gonna give time to decide your ideas.	SPK		0.004236	1.32	MOD	confident	0.0	2975.0	2975.0		0.0	
61.339	1.18	GROUP	(1.2)	SIL				shared	manual	0.0				0.0	
62.519	2.221	MODERATOR	You have to submit the form at the end.	SPK		0.00324	1.3	MOD	confident	0.0	1180.0	7916.0			
64.74	20.746	GROUP	(20.7)	SIL				shared	manual	0.0				341.0	
67.432	0.341	P2	Okay.	BCK		0.020779	3.82	P2	confident	-18054.0				341.0	
85.486	1.703	P1	Sorry, what is the example?	SPK		0.007048	2.4	P1	confident	17713.0	20746.0	20746.0		0.0	
87.189	0.12	GROUP	(.)	SIL				shared	manual	0.0				0.0	
87.309	1.583	P1	Team cutting?	SPK		0.008253	2.31	P1	confident	0.0	120.0	22569.0			
88.892	0.52	GROUP	(0.5)	SIL				shared	manual	0.0					
89.412	0.181	P1	No.	SPK		0.008909	3.22	P1	confident	0.0	520.0	24672.0			
89.593	0.328	GROUP	(0.3)	SIL				shared	manual	0.0					
89.921	0.44	P2	Outing?	SPK		0.019341	2.9	P2	confident	0.0	328.0	328.0			
90.361	0.334	GROUP	(0.3)	SIL				shared	manual	0.0				0.0	
90.695	0.42	P1	Outing?	SPK		0.008162	2.46	P1	confident	0.0	334.0	334.0		0.0	
91.115	1.663	GROUP	(1.7)	SIL				shared	manual	0.0					
92.778	0.621	P1	To go out?	SPK		0.020686	2.53	P1	confident	0.0	1663.0	2417.0			
93.399	0.277	GROUP	(0.3)	SIL				shared	manual	0.0					
93.676	0.661	P4	Yeah.	SPK		0.004085	0.61	P4	confident	0.0	277.0	277.0		697.0	
93.92	0.28	P1	Yeah.	SPK		0.01078	2.8	P1	confident	-417.0	-417.0	-417.0		560.0	
93.92	0.28	P1	[OVL:smooth]	OVL	smooth			shared	manual	-280.0				560.0	collaborative
94.2	0.893	GROUP	(0.9)	SIL				shared	manual	0.0				137.0	
95.093	0.86	P1	It's... okay.	SPK		0.008549	0.65	P1	confident	0.0	893.0	756.0		934.0	
95.486	2.882	P2	Team's party or group execution.	SPK		0.009583	2.24	P2	confident	-467.0	-467.0	-467.0		934.0	
95.486	0.467	P2	[OVL:smooth]	OVL	smooth			shared	manual	-2882.0				934.0	
98.368	0.08	GROUP	(.)	SIL				shared	manual	2415.0				0.0	
98.448	0.441	P2	Okay.	SPK		0.005892	2.11	P2	confident	0.0	80.0	2495.0			
98.889	14.326	GROUP	(14.3)	SIL				shared	manual	0.0					
113.215	1.001	P2	Yeah, thanks.	SPK		0.048091	3.54	P2	confident	0.0	14326.0	17262.0		0.0	
114.216	24.512	GROUP	(24.5)	SIL				shared	manual	0.0				2876.0	
114.87	2.536	P2	[LAUGHTER]	LAU				P2	manual	-23858.0				2536.0	
122.202	0.34	P3	Mmh.	BCK		0.018272	7.22	P3	confident	4796.0				340.0	
138.728	2.522	P4	Oops, I made a mistake.	SPK		0.017374	9.29	P4	confident	16186.0	24512.0	24512.0			
141.25	2.682	GROUP	(2.7)	SIL				shared	manual	0.0					
143.932	0.38	P4	Anyway.	SPK		0.024711	5.84	P4	confident	0.0	2682.0	29716.0			
144.312	16.827	GROUP	(16.8)	SIL				shared	manual	0.0					
161.139	1.241	P1	I hope I remember them.	SPK		0.014842	5.52	P1	confident	0.0	16827.0	16827.0		0.0	
162.38	1.066	GROUP	(1.1)	SIL				shared	manual	0.0				606.0	
162.84	1.48	P1	[SOFT LAUGHTER]	LAU				P1	manual	-606.0				1480.0	
163.446	0.941	MODERATOR	They will be short.	SPK		0.007573	1.38	MOD	confident	-874.0	1066.0	1066.0		874.0	
164.387	0.594	GROUP	(0.6)	SIL				shared	manual	0.0					
164.981	0.501	P1	Oh, okay.	SPK		0.01415	3.98	P1	confident	0.0	594.0	594.0			
165.482	17.008	GROUP	(17.0)	SIL				shared	manual	0.0				471.0	
173.018	0.471	P3	Mmh.	BCK				P3	manual	-9472.0				471.0	
182.49	3.922	P1	I could use Edge Yacht.	SPK		0.065952	1.2	P1	confident	9001.0	17008.0	18103.0		4526.0	
184.699	1.771	P1	[LAUGHTER]	LAU				P1	manual	-1713.0				4700.0	
184.984	3.39	P3	[LAUGHTER]	LAU				P3	manual	-1486.0				8223.0	
185.027	5.531	P2	[LAUGHTER]	LAU				P2	manual	-3347.0				13527.0	
186.412	0.06	GROUP	(.)	SIL				shared	manual	-4146.0				178.0	
186.472	1.221	P1	Great inspiration.	SPK		0.064586	2.11	P1	confident	0.0	60.0	22085.0		2442.0	
187.693	0.711	GROUP	(0.7)	SIL				shared	manual	0.0				1392.0	
188.404	1.896	P1	Sorry, we cannot speak.	SPK				P1	manual	0.0	711.0	24017.0		5102.0	
188.535	1.441	P3	Go idea, good idea.	SPK				P3	manual	-1765.0	-1765.0	-1765.0		4323.0	
188.535	1.441	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1441.0				4323.0	
189.976	5.721	GROUP	(5.7)	SIL				shared	manual	0.0				8681.0	
191.214	4.423	P1	Oops.	BCK		0.030459	1.26	P1	confident	-4483.0				7775.0	
191.847	3.352	P1	[LAUGHTER]	LAU				P1	manual	-3790.0				6704.0	
195.697	2.181	P1	It's a totally new experience.	SPK		0.039131	1.37	P1	confident	498.0	5721.0	5721.0		0.0	
197.878	1.428	GROUP	(1.4)	SIL				shared	manual	0.0				2031.0	
198.265	3.248	P4	[LAUGHTER]	LAU				P4	manual	-1041.0				6445.0	
198.316	3.574	P1	[LAUGHTER]	LAU				P1	manual	-3197.0				6771.0	
199.306	1.301	P4	Yeah, that would be new.	SPK		0.061699	6.88	P4	confident	-2584.0	1428.0	1428.0		2602.0	
200.607	1.306	GROUP	(1.3)	SIL				shared	manual	0.0				2189.0	
201.913	0.581	P1	I mean, for me.	SPK		0.022677	2.03	P1	confident	0.0	1306.0	1306.0			
202.494	0.114	GROUP	(.)	SIL				shared	manual	0.0					
202.608	0.72	P4	For me too.	SPK		0.201948	8.0	P4	confident	0.0	114.0	114.0			
203.328	0.172	GROUP	(.)	SIL				shared	manual	0.0					
203.5	2.0	P1	You too?	SPK				P1	manual	0.0	172.0	172.0		10739.0	
203.609	3.782	P4	Yeah, yeah, yeah.	SPK		0.071722	1.2	P4	confident	-1891.0	-1891.0	-1891.0		15625.0	
203.609	1.891	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-3782.0				10739.0	
204.397	1.3	P1	Ready? Oh...	SPK				P1	manual	-1103.0	-2994.0	-2994.0		10148.0	
204.397	1.103	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-1300.0				9163.0	
204.397	1.3	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-1103.0				10148.0	
204.588	1.152	P2	No no no	SPK				P2	manual	-1109.0	-1109.0	-1109.0		9322.0	
204.588	0.912	P2	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-1152.0				8208.0	
204.588	1.152	P2	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-912.0				9322.0	
204.588	1.109	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1152.0				9193.0	
205.697	1.979	P1	[SOFT LAUGHTER]	LAU				P1	manual	0.0				4636.0	
205.74	1.181	GROUP	(1.2)	SIL				shared	manual	-1936.0				2362.0	
206.921	1.168	P2	No experience at all.	SPK				P2	manual	0.0	1181.0	1224.0		2971.0	
206.921	0.47	P2	[OVL:smooth]	OVL	smooth			shared	manual	-1168.0				1410.0	completion
207.451	4.382	P4	Never, I think I've seen one moose in my life.	SPK		0.048275	2.56	P4	confident	60.0	-638.0	-638.0		1856.0	
207.451	0.638	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-4382.0				1501.0	competitive
211.478	1.998	P1	[LAUGHTER]	LAU				P1	manual	3389.0				1998.0	
211.833	0.335	GROUP	(0.3)	SIL				shared	manual	-1643.0				335.0	
212.168	0.64	P2	I did once.	SPK		0.072655	3.58	P2	confident	0.0	335.0	335.0		640.0	
212.808	0.201	GROUP	(0.2)	SIL				shared	manual	0.0				201.0	
213.009	0.76	P2	We were in Sweden.	SPK		0.032639	5.28	P2	confident	0.0	201.0	1176.0		467.0	
213.769	0.286	GROUP	(0.3)	SIL				shared	manual	0.0					
214.055	0.38	P4	Oh, really?	SPK		0.054752	3.28	P4	confident	0.0	286.0	286.0			
214.435	0.135	GROUP	(.)	SIL				shared	manual	0.0					
214.57	2.681	P2	And we did for a walk with our two children.	SPK		0.032669	4.19	P2	confident	0.0	135.0	135.0			
217.251	1.481	GROUP	(1.5)	SIL				shared	manual	0.0					
218.732	4.023	P2	And then just out of a sudden they came out and went in front of us.	SPK		0.048686	3.92	P2	confident	0.0	1481.0	4297.0		403.0	
221.654	0.403	P1	Oh.	BCK				P1	manual	-1101.0			2922.0	403.0	
222.755	0.06	GROUP	(.)	SIL				shared	manual	698.0					
222.815	2.461	P2	It was just, they were really, really high.	SPK		0.035312	2.14	P2	confident	0.0	60.0	8380.0		1342.0	
