onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
261.0	5.0	P4	Should we take like 30 seconds each to explain their ideas	SPK				shared	manual					804.0	
265.598	3.378	P3	That makes sense. Want to start?	SPK		0.05864	2.18	mic12	manual	-402.0	-402.0	-402.0		1134.0	
265.598	0.402	P3	[OVL:smooth]	OVL	smooth			shared	uncertain	-3378.0				804.0	
268.811	1.541	P4	Me?	SPK		0.096135	4.7	mic11	manual	2811.0	-165.0	-165.0		1068.0	
268.811	0.165	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-1541.0				330.0	
269.983	2.24	P3	Yeah let’s go now the other direction	SPK				shared	manual	1007.0	-369.0	-369.0		1642.0	
269.983	0.369	P3	[OVL:smooth]	OVL	smooth			shared	confident	-2240.0				738.0	collaborative
271.771	17.654	P4	okay yes so masterchef competition so we divide the group into groups like four people and everybody cooks something and then there's like a jury and they they choose the best one that could be something like informal but not party style	SPK				shared	manual	1419.0	-452.0	-452.0		904.0	
271.771	0.452	P4	[OVL:smooth]	OVL	smooth			shared	uncertain	-17654.0				904.0	
289.425	0.194	GROUP	(.)	SIL				shared	manual	17202.0					
289.619	5.702	P4	Then silent disco, I don't know if you're familiar with it, but you have headphones instead of music on loudspeakers.	SPK		0.070773	9.64	mic12	manual	0.0	194.0	17396.0			
295.321	0.64	GROUP	(0.6)	SIL				shared	manual	0.0					
295.961	3.381	P4	So everybody's listening to the same song, but if you take off the headphones, it's quiet.	SPK		0.079035	8.89	mic12	manual	0.0	640.0	23738.0			
299.342	0.84	GROUP	(0.8)	SIL				shared	manual	0.0					
300.182	2.881	P4	And then blind disco, that one just came out of the blue.	SPK		0.082485	3.95	mic12	manual	0.0	840.0	27959.0			
303.063	2.401	GROUP	(2.4)	SIL				shared	manual	0.0				1986.0	
303.478	2.421	GROUP	[GROUP LAUGHTER]	LAU				shared	manual	-1986.0				2421.0	
305.464	2.641	P4	I was thinking blindfolded, but that doesn't make much sense.	SPK		0.136655	6.58	mic12	manual	-435.0	2401.0	33241.0		435.0	
308.105	0.06	GROUP	(.)	SIL				shared	manual	0.0					
308.165	9.741	P4	But it could actually be a disco with no lights and you maybe have like starlight bands and you cannot see people, so that could also be like	SPK		0.075841	6.18	mic12	manual	0.0	60.0	35942.0		3264.0	
316.274	3.189	P3	and a lot of, like a fog machine	SPK				shared	manual	-1632.0	-1632.0	-1632.0		4190.0	
316.274	1.632	P3	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-3189.0				3264.0	competitive
319.0	5.88	P4	yes i like that yes and that is like pure chaos and i just like that	SPK				shared	manual	1094.0	-463.0	-463.0		2217.0	
319.0	0.463	P4	[OVL:smooth]	OVL	smooth			shared	confident	-5880.0				926.0	
322.728	1.291	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	3265.0				1291.0	
324.88	0.102	GROUP	(.)	SIL				shared	manual	861.0					
324.982	1.349	P3	(unintelligible)	SPK				shared	manual	0.0	102.0	102.0		58.0	
326.273	1.509	P3	um	FP				shared	manual	-58.0				1509.0	
326.331	4.762	GROUP	(4.8)	SIL				shared	manual	-1451.0				1451.0	
331.093	15.237	P3	Well, so I guess my idea was to do some escape room, but like in these labs where the clues would come in some audiovisual format or something like some of the 360 sounds.	SPK		0.045883	6.31	mic11	manual	0.0	4762.0	6213.0		0.0	
346.33	0.772	GROUP	(0.8)	SIL				shared	manual	0.0				540.0	
346.562	1.552	P3	um	FP				shared	manual	-540.0				1552.0	
347.102	5.703	P3	And then maybe you need to like say a specific thing like to make the room open.	SPK		0.034476	4.55	mic11	manual	-1012.0	772.0	22222.0		1012.0	
352.805	2.921	GROUP	(2.9)	SIL				shared	manual	0.0				1349.0	
353.822	1.349	P3	um	FP				shared	manual	-1904.0				1349.0	
355.726	14.829	P3	And maybe this is just an event I did some time like a music quiz where you need to guess the song but it's like made by a Finnish cover band or something that does it like it's very difficult to hear what music it is.	SPK		0.034473	4.29	mic11	manual	555.0	2921.0	30846.0		100.0	
365.183	0.1	P1	Oh,	BCK		0.036631	0.95	mic9	manual	-5372.0			9457.0	100.0	
370.555	0.1	GROUP	(.)	SIL				shared	manual	5272.0				0.0	
370.655	5.56	P3	And then also some cooking idea where you would teach other people to make like food that your grandma would make.	SPK		0.056349	6.62	mic11	manual	0.0	100.0	45775.0		0.0	
376.215	2.725	GROUP	(2.7)	SIL				shared	manual	0.0					
378.94	0.2	P3	Yeah.	SPK		0.041986	6.92	mic11	manual	0.0	2725.0	54060.0			
379.14	2.717	GROUP	(2.7)	SIL				shared	manual	0.0					
