onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
18.086	1.761	MODERATOR	Again, the goal is to decide one.	SPK		0.004216	1.11	MOD	confident						
19.847	0.732	GROUP	(0.7)	SIL				shared	manual	0.0					
20.579	0.24	P2	Yes.	SPK		0.010248	3.32	P2	confident	0.0	732.0	732.0			
20.819	0.689	GROUP	(0.7)	SIL				shared	manual	0.0					
21.508	1.121	MODERATOR	Okay, you have seven minutes.	SPK		0.001966	1.02	MOD	confident	0.0	689.0	689.0			
22.629	0.331	GROUP	(0.3)	SIL				shared	manual	0.0					
22.96	0.34	P2	Okay.	SPK		0.005429	3.02	P2	confident	0.0	331.0	331.0			
23.3	3.653	GROUP	(3.7)	SIL				shared	manual	0.0					
26.953	13.265	P2	Well, I've looked into it, and my primary candidate is candidate C. I like the background, and I think it's good that he has been on the floor.	SPK		0.017857	2.47	P2	confident	0.0	3653.0	4324.0		611.0	
32.731	0.611	P1	Yeah.	BCK				P1	manual	-7487.0			5778.0	611.0	
40.218	1.461	GROUP	(1.5)	SIL				shared	manual	6876.0					
41.679	4.962	P2	I don't know if candidate B is too technical.	SPK		0.019603	2.47	P2	confident	0.0	1461.0	19050.0		0.0	
46.641	0.58	GROUP	(0.6)	SIL				shared	manual	0.0				0.0	
47.221	0.48	P2	I don't know.	SPK		0.020803	2.08	P2	confident	0.0	580.0	24592.0			
47.701	0.365	GROUP	(0.4)	SIL				shared	manual	0.0					
48.066	1.041	P1	We need soft skills.	SPK		0.024257	1.59	P1	confident	0.0	365.0	365.0			
49.107	0.3	GROUP	(0.3)	SIL				shared	manual	0.0					
49.407	2.062	P1	And the C has many soft skills.	SPK		0.013473	2.11	P1	confident	0.0	300.0	1706.0		630.0	
49.543	0.63	P3	Mhm.	BCK				P3	manual	-1926.0			136.0	630.0	
51.469	0.1	GROUP	(.)	SIL				shared	manual	1296.0					
51.569	3.784	P1	With the change management, the new tools, adoption of new tools.	SPK		0.014529	2.03	P1	confident	0.0	100.0	3868.0		738.0	
54.984	0.661	P2	Exactly.	SPK		0.020391	2.58	P2	confident	-369.0	-369.0	-369.0		738.0	
54.984	0.369	P2	[OVL:smooth]	OVL	smooth			shared	manual	-661.0				738.0	collaborative
55.645	0.568	GROUP	(0.6)	SIL				shared	manual	292.0					
56.213	0.941	P1	Look good, yeah.	SPK		0.009491	2.83	P1	confident	0.0	568.0	568.0			
57.187	7.788	P2	And I also think candidate A was good, but candidate A doesn't want to try new things, so I was a little bit...	SPK		0.017574	1.89	P2	confident	33.0	33.0	33.0			
64.975	4.543	GROUP	(4.5)	SIL				shared	manual	0.0				160.0	
69.097	0.16	P3	Yeah.	BCK		0.015483	5.84	P3	confident	-421.0				160.0	
69.518	10.142	P4	Yeah, I think I kind of feel the same way because B could be really, really good if he has those soft skills, but we don't know if he does or not.	SPK		0.030061	7.31	P4	confident	261.0	4543.0	4543.0		171.0	
79.135	0.171	P1	Mhm.	BCK				P1	manual	-525.0			9617.0	171.0	
79.66	0.186	GROUP	(.)	SIL				shared	manual	354.0					
79.846	0.901	P2	No, we don't.	SPK		0.023458	1.53	P2	confident	0.0	186.0	186.0		349.0	
79.921	0.349	P1	Yeah.	BCK				P1	manual	-826.0			75.0	349.0	
80.747	0.214	GROUP	(0.2)	SIL				shared	manual	477.0					
80.961	6.881	P4	So if he has them, he would probably be the best, but C does seem to have them and highly rated by, oh, sorry.	SPK		0.03725	9.68	P4	confident	0.0	214.0	214.0			
87.842	1.701	GROUP	(1.7)	SIL				shared	manual	0.0					
89.543	8.442	P4	And it seems like he has a good history of being able to create adoption.	SPK		0.021745	9.86	P4	confident	0.0	1701.0	8796.0		0.0	
97.985	1.573	GROUP	(1.6)	SIL				shared	manual	0.0				0.0	
