onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
210.629	2.269	MODERATOR	You can start now.	SPK		0.002169	1.31	shared	manual						
212.898	2.585	GROUP	(2.6)	SIL				shared	manual	0.0					
215.483	0.32	P2	Okay.	SPK		0.005649	3.06	mic10	manual	0.0	2585.0	2585.0			
215.803	1.934	GROUP	(1.9)	SIL				shared	manual	0.0					
217.737	1.482	P3	Okay, so what do you think of the candidates?	SPK		0.011146	1.89	mic11	manual	0.0	1934.0	1934.0			
219.219	0.941	GROUP	(0.9)	SIL				shared	manual	0.0					
220.16	12.299	P1	so can we say which candidate we think okay then I will vote for b with more technical experience in this in this area	SPK		0.013927	1.31	mic9	manual	0.0	941.0	941.0			
232.459	1.855	GROUP	(1.9)	SIL				shared	manual	0.0				1097.0	
232.509	0.5	P3	mm-hmm	BCK				shared	manual	-1805.0				500.0	
233.717	1.304	P2	um	FP				shared	manual	708.0				1304.0	
234.314	6.386	P2	Okay, uhh, I think that that's maybe not the best candidate.	SPK		0.015186	6.31	mic10	manual	-707.0	1855.0	1855.0		707.0	
240.7	0.4	GROUP	(0.4)	SIL				shared	manual	0.0					
241.1	1.701	P2	I would go with candidate C.	SPK		0.015408	4.62	mic10	manual	0.0	400.0	8641.0			
242.801	3.982	GROUP	(4.0)	SIL				shared	manual	0.0				1051.0	
244.496	1.051	P2	uh	FP				shared	manual	-2287.0				1051.0	
246.783	12.725	P2	Only because the role is more so about transformation and adoption across departments, uhh, not necessarily like the technical intricacies of it.	SPK		0.017268	4.4	mic10	manual	1236.0	3982.0	14324.0			
259.508	0.32	GROUP	(0.3)	SIL				shared	manual	0.0					
259.828	2.819	P2	Surely someone else will do that part.	SPK		0.011242	5.23	mic10	manual	0.0	320.0	27369.0			
262.647	1.342	GROUP	(1.3)	SIL				shared	manual	0.0				1307.0	
262.682	1.495	P2	um	FP				shared	manual	-1307.0				1495.0	
263.989	6.299	P2	But it's more so getting people on board and buying into	SPK		0.019555	5.55	mic10	manual	-188.0	1342.0	31530.0		342.0	
270.211	19.484	P2	the new adoption of of these ai programs um where candidate C has experience facilitating between various departments um so he ultimately right now for me looks like the the best candidate do you guys have any different thoughts?	SPK		0.008539	1.31	shared	manual	-77.0	-77.0	37752.0		3945.0	
270.211	0.077	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-19484.0				154.0	
277.459	1.411	P2	(1.4)	SIL				shared	manual	7171.0				1411.0	
283.154	0.14	P2	right	BCK		0.009114	3.82	mic10	manual	4284.0				140.0	
288.468	0.2	P3	Yeah.	SPK		0.008259	5.59	mic11	manual	5174.0	-1227.0	-1227.0		400.0	
288.468	0.2	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-200.0				400.0	
288.668	0.214	GROUP	(0.2)	SIL				shared	manual	0.0				214.0	
288.882	15.874	P3	I was thinking about Candidate C, but I was also thinking about Candidate A, but I think I will go with Candidate C because given the scope of what we are looking for, I think the most important is more like stakeholder management and get people on board.	SPK		0.02001	4.79	mic11	manual	0.0	214.0	-813.0		2626.0	
288.882	0.813	P3	[OVL:competitive]	OVL	competitive			shared	confident	-15874.0				1626.0	competitive
292.013	0.5	P2	mmh	BCK				shared	manual	2318.0			3131.0	500.0	
299.813	0.5	P2	mm-hmm	BCK				shared	manual	7300.0			10931.0	500.0	
304.756	0.461	GROUP	(0.5)	SIL				shared	manual	4443.0				0.0	
305.217	3.603	P3	And I think in internal survey, people said like,	SPK		0.021199	6.3	mic11	manual	0.0	461.0	15522.0			
308.82	1.741	GROUP	(1.7)	SIL				shared	manual	0.0					
310.561	2.843	P3	Candidate C helped me understand why we needed a new tool.	SPK		0.026806	5.79	mic11	manual	0.0	1741.0	20866.0			
313.404	0.42	GROUP	(0.4)	SIL				shared	manual	0.0					
313.824	8.589	P3	So I think he has good communication skills and can also see some benefits and limitations of the software.	SPK		0.020857	6.46	mic11	manual	0.0	420.0	24129.0		500.0	
313.932	0.5	P2	mm-hmm	BCK				shared	manual	-8481.0			108.0	500.0	
322.413	0.88	GROUP	(0.9)	SIL				shared	manual	7981.0					
323.293	4.064	P3	So I think he could be a good facilitator to onboard people.	SPK		0.015977	5.62	mic11	manual	0.0	880.0	33598.0			
327.357	0.801	GROUP	(0.8)	SIL				shared	manual	0.0					
328.158	4.164	P3	But I'm happy to hear other thoughts.	SPK		0.01338	5.48	mic11	manual	0.0	801.0	38463.0			
332.322	0.591	GROUP	(0.6)	SIL				shared	manual	0.0					
332.913	11.23	P4	Yeah, I'm also between candidate A and C. But it's because I see the points for candidate C. But I don't know why I'm being dragged more to candidate A.	SPK		0.02119	7.26	mic12	manual	0.0	591.0	591.0		0.0	
344.143	0.62	GROUP	(0.6)	SIL				shared	manual	0.0				0.0	
344.763	6.606	P4	It's because maybe it shows the actual experience and the exact experience that he has.	SPK		0.019972	7.59	mic12	manual	0.0	620.0	12441.0			
351.369	2.561	GROUP	(2.6)	SIL				shared	manual	0.0				1138.0	
352.792	1.341	P4	um	FP				shared	manual	-1138.0				1341.0	
353.93	27.249	P4	and like it's given more examples and, um, I can, uh, see a willingness to learn which I think is very important and as you Nikita said this role is about helping teams and it's cross departmental and it's related to change management and I think his background and his experience is supporting that	SPK		0.018432	6.71	mic12	manual	-203.0	2561.0	21608.0		203.0	
381.179	0.821	GROUP	(0.8)	SIL				shared	manual	0.0				0.0	
382.0	4.0	P4	But again, I’m in between Candidate A and C.	SPK				shared	manual	0.0	821.0	49678.0			
386.0	0.403	GROUP	(0.4)	SIL				shared	manual	0.0					
386.403	17.256	P2	Yeah, umm, the reason that I didn't like candidate A is because, um, the bottom point there where he likes to keep processes and things the same, which is maybe not necessarily what	SPK		0.018864	4.61	mic10	manual	0.0	403.0	403.0		500.0	
401.312	0.5	P3	yeah	BCK				shared	manual	-2347.0			14909.0	500.0	
403.659	1.398	GROUP	(1.4)	SIL				shared	manual	1847.0					
405.057	1.801	P2	we want for this role.	SPK		0.01382	4.2	mic10	manual	0.0	1398.0	19057.0			
406.858	0.48	GROUP	(0.5)	SIL				shared	manual	0.0					
407.338	20.027	P2	If it's someone that has to convince others that something new is the right way to go and a positive direction for the company, then someone who tends to stay in their lanes is not going to be someone maybe that's easily able to sway others to move in a different direction.	SPK		0.015897	1.57	mic10	manual	0.0	480.0	21338.0		1000.0	
410.447	0.5	P4	mmh	BCK				shared	manual	-16918.0			3109.0	500.0	
420.579	0.5	P4	mmh	BCK				shared	manual	9632.0			13241.0	500.0	
427.365	0.206	GROUP	(0.2)	SIL				shared	manual	6286.0					
427.571	3.703	P4	Sorry, do we have different candidates or different information about candidates?	SPK		0.018117	7.99	mic12	manual	0.0	206.0	206.0			
431.274	0.16	GROUP	(.)	SIL				shared	manual	0.0					
431.434	0.841	MODERATOR	Same candidates.	SPK		0.001712	1.15	shared	manual	0.0	160.0	160.0		0.0	
432.275	0.26	GROUP	(0.3)	SIL				shared	manual	0.0				0.0	
432.535	0.901	P4	And same information?	SPK		0.025053	10.04	mic12	manual	0.0	260.0	260.0		0.0	
433.436	1.994	GROUP	(2.0)	SIL				shared	manual	0.0				0.0	
435.43	0.361	P4	I see.	SPK		0.032593	1.46	mic12	manual	0.0	1994.0	3155.0			
435.791	0.8	GROUP	(0.8)	SIL				shared	manual	0.0					
436.591	0.98	P4	Now it's...	SPK		0.053721	1.15	mic12	manual	0.0	800.0	4316.0		1712.0	
436.715	0.86	P1	We shouldn't ask that.	SPK		0.049598	1.19	mic9	manual	-856.0	-856.0	-856.0		1712.0	
436.715	0.856	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-860.0				1712.0	
437.575	0.86	GROUP	(0.9)	SIL				shared	manual	4.0				543.0	
437.892	0.66	P4	Okay.	BCK		0.037742	0.66	mic12	manual	-543.0				660.0	
438.435	21.568	P3	I think because I see your point Nikita because candidate A is like I got like a steady hand and I feel like it's not so like yeah it seems like a bit more like too tight on track so I would be worried that he will just try to keep the process as it is and not try to be flexible with other opinions	SPK		0.026461	1.49	mic11	manual	-117.0	860.0	860.0		5563.0	
444.427	0.5	P2	mmh	BCK				shared	manual	-15576.0			5992.0	843.0	
444.584	1.4	P4	[SOFT LAUGHTER]	LAU				shared	manual	-343.0				1743.0	
448.744	0.981	P3	(1.0)	SIL				shared	manual	2760.0				981.0	
451.554	1.072	P2	mmh	BCK				shared	manual	1829.0			13119.0	1072.0	
456.843	1.32	P2	mm-hmm	BCK				shared	manual	4217.0			18408.0	1320.0	
459.83	0.5	P2	mm-hmm	BCK				shared	manual	1667.0			21395.0	500.0	
460.003	0.548	GROUP	(0.5)	SIL				shared	manual	-327.0				327.0	
460.551	1.048	P3	So....	SPK		0.01318	1.97	mic12	manual	0.0	548.0	22976.0		2.0	
461.597	1.051	P2	Yeah.	SPK		0.026927	4.34	mic10	manual	-2.0	-2.0	-2.0		2.0	
