onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
11.6	0.36	MODERATOR	Okay.	SPK		0.002741	0.72	MOD	uncertain					308.0	
11.806	2.422	MODERATOR	If you're all done with the questionnaire	SPK		0.003796	1.93	MOD	confident	-154.0	-154.0			308.0	
11.806	0.154	MODERATOR	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-2422.0				308.0	
14.228	1.281	GROUP	(1.3)	SIL				shared	manual	2268.0					
15.509	2.622	MODERATOR	We can continue to the second task.	SPK		0.002112	1.22	MOD	confident	0.0	1281.0				
18.131	1.401	GROUP	(1.4)	SIL				shared	manual	0.0					
19.532	10.988	MODERATOR	So this will be a negotiation task and it's based around deciding on an internal GN workshop, so for all GN employees.	SPK		0.004145	1.47	MOD	confident	0.0	1401.0				
30.52	1.181	GROUP	(1.2)	SIL				shared	manual	0.0					
31.701	4.243	MODERATOR	And you must decide the topic of the workshop and the format of the workshop.	SPK		0.003313	1.33	MOD	confident	0.0	1181.0				
35.944	1.12	GROUP	(1.1)	SIL				shared	manual	0.0					
37.064	10.868	MODERATOR	Each of you will receive a private rollcard and you will receive what is your priority, either the topic and the format, and you should try to negotiate for that.	SPK		0.003272	1.42	MOD	confident	0.0	1120.0				
47.932	0.7	GROUP	(0.7)	SIL				shared	manual	0.0				0.0	
48.632	5.704	MODERATOR	And you will also receive some preferences and you should also advocate for those preferences.	SPK		0.003066	1.4	MOD	confident	0.0	700.0			0.0	
54.336	0.86	GROUP	(0.9)	SIL				shared	manual	0.0					
55.196	6.825	MODERATOR	You may not show your rollcard to the other person, but of course you can freely discuss	SPK		0.003937	1.43	MOD	confident	0.0	860.0				
62.021	1.129	GROUP	(1.1)	SIL				shared	manual	0.0					
63.15	5.103	MODERATOR	At the end, you must agree on only one topic and one format for the workshop.	SPK		0.004253	1.57	MOD	confident	0.0	1129.0				
68.253	2.617	GROUP	(2.6)	SIL				shared	manual	0.0					
70.87	1.141	P2	I have one quick question.	SPK		0.006365	1.81	P2	confident	0.0	2617.0	2617.0		0.0	
72.011	0.46	GROUP	(0.5)	SIL				shared	manual	0.0				0.0	
72.471	7.743	P2	Do we act as what was provided on the roll card or we also act as our individual, like a person?	SPK		0.010527	3.14	P2	confident	0.0	460.0	4218.0			
80.214	2.761	GROUP	(2.8)	SIL				shared	manual	0.0				100.0	
82.855	0.1	P2	Okay.	BCK		0.007083	1.11	P2	uncertain	-120.0				100.0	
82.975	1.921	MODERATOR	But first you can apply to what you think.	SPK		0.00989	2.13	MOD	confident	20.0	2761.0	2761.0			
84.896	0.5	GROUP	(0.5)	SIL				shared	manual	0.0				460.0	
84.916	0.46	P2	Okay, yeah.	BCK		0.010626	3.74	P2	uncertain	-480.0				460.0	
85.396	1.261	P2	I just want to understand.	SPK		0.006777	2.48	P2	confident	20.0	500.0	500.0			
86.677	0.1	MODERATOR	Yeah.	SPK		0.0046	2.32	MOD	confident	20.0	20.0	20.0			
86.777	2.446	GROUP	(2.4)	SIL				shared	manual	0.0					
