onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
113.727	5.306	P3	Shall we get started?	SPK		0.01661	3.53	mic11	manual						
119.053	4.625	P3	I think before we can decide format, we should maybe start with the topics.	SPK		0.026473	9.42	mic11	manual	20.0	20.0				
123.678	1.102	GROUP	(1.1)	SIL				shared	manual	0.0					
124.78	0.941	P3	Topic selection.	SPK		0.019717	7.49	mic11	manual	0.0	1102.0				
125.721	0.08	GROUP	(.)	SIL				shared	manual	0.0					
125.801	1.642	P3	Do you have any opinions on that?	SPK		0.018469	1.37	mic11	manual	0.0	80.0			2886.0	
126.0	1.0	P4	That's correct.	SPK				shared	manual	-1443.0	-1443.0	-1443.0		2000.0	
126.0	1.0	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-1000.0				2000.0	
127.0	7.0	P4	I have one topic which is people and culture.	SPK				shared	manual	0.0	0.0	-443.0		1107.0	
127.0	0.443	P4	[OVL:smooth]	OVL	smooth			shared	confident	-7000.0				886.0	
133.709	0.221	P3	mm-hmm	BCK				shared	manual	6266.0			6709.0	221.0	
134.0	0.322	GROUP	(0.3)	SIL				shared	manual	70.0					
134.322	2.821	P4	Here there are topics number three and four.	SPK		0.023951	6.15	mic12	manual	0.0	322.0	6879.0			
137.143	0.2	GROUP	(.)	SIL				shared	manual	0.0					
137.343	6.002	P4	So topic number three, how to apply GN's environmental sustainability commitments in everyday work.	SPK		0.016184	7.11	mic12	manual	0.0	200.0	9900.0			
143.345	0.56	GROUP	(0.6)	SIL				shared	manual	0.0					
143.905	6.482	P4	And the second is how to manage stress and the workload at work.	SPK		0.012637	5.96	mic12	manual	0.0	560.0	16462.0			
150.387	0.24	GROUP	(0.2)	SIL				shared	manual	0.0					
150.627	6.042	P4	I think this is a very important topic given it's part of the leadership commitments.	SPK		0.015396	6.42	mic12	manual	0.0	240.0	23184.0			
156.709	6.851	P4	We have some targets for this, so I believe this topic we should prioritize in the upcoming workshop.	SPK		0.011393	5.4	mic12	manual	40.0	40.0	29266.0			
163.56	1.339	GROUP	(1.3)	SIL				shared	manual	0.0				1033.0	
