onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
1.651	3.222	P3	I was hoping that we're going to do something with this, but I guess it's just for the computer.	SPK		0.009416	3.2	P3	confident						
4.873	4.297	GROUP	(4.3)	SIL				shared	manual	0.0					
9.17	4.203	MODERATOR	It's not a game, unfortunately.	SPK		0.015008	3.21	MOD	confident	0.0	4297.0	4297.0		2710.0	
11.631	0.968	P3	Dissapointment	SPK				P3	manual	-1742.0	-1742.0	-1742.0		1936.0	
11.631	0.968	P3	[OVL:competitive]	OVL	competitive			shared	uncertain	-968.0				1936.0	
12.599	1.802	GROUP	(1.8)	SIL				shared	manual	0.0				774.0	
14.401	5.725	MODERATOR	Okay, so we have the last task, which is also very short	SPK		0.002241	0.57	MOD	confident	0.0	1802.0	1802.0			
20.126	1.47	GROUP	(1.5)	SIL				shared	manual	0.0					
21.596	28.732	MODERATOR	so in this task you have to imagine that you receive these 10 tokens you can think of them as money and you can decide either to keep them in your private portfolio or to share them in a community fund with your colleagues if they get shared in this fund every token gets multiplied by 1.5 and then the endowment for every participant will be whatever you kept of your private tokens plus your share of the	SPK		0.004647	1.22	MOD	confident	0.0	1470.0	8997.0		26564.0	
37.046	19.229	MODERATOR	If they get shared in this fund, every token gets multiplied by 1.5 and then the endowment for every participant will be whatever you kept of your private tokens plus your share of the shared community fund, which is of course equal.	SPK		0.003422	1.32	MOD	confident	-13282.0	-13282.0	24447.0		26564.0	
37.046	13.282	MODERATOR	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-19229.0				26564.0	
56.275	0.08	GROUP	(.)	SIL				shared	manual	5947.0					
56.355	10.185	MODERATOR	You can also see an example, but you can ask Kev any questions and try to think about real money.	SPK		0.002451	1.31	MOD	confident	0.0	80.0	43756.0			
66.54	10.803	GROUP	(10.8)	SIL				shared	manual	0.0					
77.343	7.234	MODERATOR	If it's okay for everyone, I can send the contribution form.	SPK		0.002978	1.76	MOD	confident	0.0	10803.0	64744.0		7662.0	
80.746	4.649	MODERATOR	So decide a number between 0 and 10 to contribute to the community fund.	SPK		0.003564	1.58	MOD	confident	-3831.0	-3831.0	68147.0		7662.0	
80.746	3.831	MODERATOR	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-4649.0				7662.0	
85.395	55.663	GROUP	(55.7)	SIL				shared	manual	818.0					
141.058	3.884	MODERATOR	Okay, now I will reveal the outcome.	SPK		0.00316	1.52	MOD	confident	0.0	55663.0	128459.0			
144.942	2.183	GROUP	(2.2)	SIL				shared	manual	0.0					
147.125	3.384	MODERATOR	You can also start now a discussion or your own reaction.	SPK		0.002743	1.16	MOD	confident	0.0	2183.0	134526.0			
150.509	59.797	GROUP	(59.8)	SIL				shared	manual	0.0					
210.306	7.725	MODERATOR	Okay, so I will now also reveal everyone's contribution and you can discuss about the result for three minutes.	SPK		0.004613	1.45	shared	confident	0.0	59797.0	197707.0			
218.031	29.785	GROUP	(29.8)	SIL				shared	manual	0.0					
247.816	0.768	P3	Interesting	SPK				P3	manual	0.0	29785.0	29785.0			
248.584	3.33	GROUP	(3.3)	SIL				shared	manual	0.0				0.0	
251.914	1.44	P1	There's all over the place	SPK				P1	manual	0.0	3330.0	3330.0		0.0	
