onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
3.362	3.521	MODERATOR	They usually just knock if something is wrong with the calibration.	SPK		0.008456	2.95	MOD	confident						
6.923	1.661	P1	I'll stare at the door just in case.	SPK		0.018211	1.02	P1	confident	40.0	40.0	40.0			
8.584	3.757	GROUP	(3.8)	SIL				shared	manual	0.0					
12.341	2.023	MODERATOR	Okay, so are you all finished?	SPK		0.008053	3.31	MOD	confident	0.0	3757.0	3757.0		264.0	
14.232	0.641	P2	Yes.	SPK		0.003514	1.22	P2	confident	-132.0	-132.0	-132.0		291.0	
14.232	0.132	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-641.0				264.0	
14.846	0.9	P1	Yeah.	SPK		0.005604	0.69	P1	confident	482.0	-27.0	-27.0		27.0	
15.746	0.34	GROUP	(0.3)	SIL				shared	manual	0.0				0.0	
16.086	3.344	MODERATOR	Okay, so we can start with task three.	SPK		0.003531	1.33	MOD	confident	0.0	340.0	340.0		0.0	
19.43	1.325	GROUP	(1.3)	SIL				shared	manual	0.0					
20.755	3.281	MODERATOR	So this is an idea generation task.	SPK		0.002744	1.2	MOD	confident	0.0	1325.0	5009.0			
24.036	0.06	GROUP	(.)	SIL				shared	manual	0.0					
24.096	8.203	MODERATOR	So basically you have to brainstorm ideas about a social event that will be for all GN employees.	SPK		0.003104	1.31	MOD	confident	0.0	60.0	8350.0			
32.299	1.6	GROUP	(1.6)	SIL				shared	manual	0.0					
33.899	9.843	MODERATOR	And you can be as regional creative as you like, but of course, try to be realistic and propose something that is feasible and accessible to as many employees as possible.	SPK		0.002821	1.28	MOD	confident	0.0	1600.0	18153.0		0.0	
43.742	0.801	GROUP	(0.8)	SIL				shared	manual	0.0				0.0	
44.543	8.467	MODERATOR	First you will be able to brainstorm ideas individually and then you will have to decide on only one best final idea.	SPK		0.003299	1.5	MOD	confident	0.0	801.0	28797.0			
53.01	0.861	GROUP	(0.9)	SIL				shared	manual	0.0					
53.871	6.626	MODERATOR	So you will first have some time to think about some ideas and just write them and submit them on the tablets.	SPK		0.002536	1.36	MOD	confident	0.0	861.0	38125.0			
60.497	150.373	GROUP	(150.4)	SIL				shared	manual	0.0					
210.87	1.666	P3	We didn't have to describe it, right?	SPK		0.015444	4.78	P3	confident	0.0	150373.0	150373.0			
212.536	0.697	GROUP	(0.7)	SIL				shared	manual	0.0					
213.233	0.721	MODERATOR	They will appear.	SPK		0.006379	2.14	MOD	confident	0.0	697.0	697.0			
213.954	25.404	GROUP	(25.4)	SIL				shared	manual	0.0				5958.0	
235.714	3.009	P4	[LAUGHTER]	LAU				P4	manual	-3644.0				5958.0	
235.743	2.949	P3	[LAUGHTER]	LAU				P3	manual	-2980.0				5898.0	
239.358	0.3	MODERATOR	Okay.	SPK		0.002548	1.26	MOD	confident	666.0	25404.0	26822.0		0.0	
239.658	1.13	GROUP	(1.1)	SIL				shared	manual	0.0				0.0	
240.788	6.379	MODERATOR	So now you will have your ideas displayed and you can discuss for seven minutes.	SPK		0.004234	1.06	MOD	confident	0.0	1130.0	28252.0			
247.167	2.908	GROUP	(2.9)	SIL				shared	manual	0.0					
250.075	1.141	P1	Bixby wants in on this.	SPK		0.010273	2.65	P1	confident	0.0	2908.0	2908.0			
251.216	4.113	GROUP	(4.1)	SIL				shared	manual	0.0					
255.329	3.002	P4	Oh, no.	SPK		0.010505	1.28	P4	confident	0.0	4113.0	4113.0		2504.0	
257.079	1.38	P1	Enterprise vs. Hearing	SPK		0.012686	4.7	P1	confident	-1252.0	-1252.0	-1252.0		2504.0	
257.079	1.252	P1	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-1380.0				2504.0	competitive
258.459	0.421	GROUP	(0.4)	SIL				shared	manual	128.0					
258.88	1.981	P1	Hearing is way too many people now for that.	SPK		0.019645	5.75	P1	confident	0.0	421.0	549.0			
260.861	6.78	GROUP	(6.8)	SIL				shared	manual	0.0					
267.641	1.901	P1	Let's all watch Guardians of the Galaxy Volume 3.	SPK		0.013806	1.7	P1	confident	0.0	6780.0	9310.0		0.0	
269.542	3.529	GROUP	(3.5)	SIL				shared	manual	0.0				1540.0	
269.548	1.54	P3	[SOFT LAUGHTER]	LAU				P3	manual	-3523.0				1540.0	
273.071	5.141	P2	I honestly think participant 1 and 3 had bad suggestions anyway, so it's just fine.	SPK		0.044602	1.58	P2	confident	1983.0	3529.0	3529.0		170.0	
278.042	2.46	P4	[LAUGHTER]	LAU				P4	manual	-170.0				4823.0	
278.212	3.01	GROUP	(3.0)	SIL				shared	manual	-2290.0				5373.0	
278.52	1.591	P3	[LAUGHTER]	LAU				P3	manual	-2702.0				3563.0	
279.73	4.821	P2	[LAUGHTER]	LAU				P2	manual	-381.0				5974.0	
281.222	2.461	P3	Mine are really short because I didn't see the others.	SPK		0.033766	1.67	P3	confident	-3329.0	3010.0	3010.0		2461.0	
283.683	0.52	GROUP	(0.5)	SIL				shared	manual	0.0				520.0	
284.203	2.181	P3	I was like, okay, I'll just pop in something quick.	SPK		0.024909	1.81	P3	confident	0.0	520.0	5991.0		348.0	
286.384	1.963	GROUP	(2.0)	SIL				shared	manual	0.0				0.0	
288.347	7.342	P1	I feel like a participant P4-2 and mine from P1-3 are very, very similar.	SPK		0.034298	5.74	P1	confident	0.0	1963.0	1963.0		0.0	
295.689	1.341	GROUP	(1.3)	SIL				shared	manual	0.0				0.0	
297.03	0.88	P1	Similar vibes.	SPK		0.021249	5.9	P1	confident	0.0	1341.0	10646.0		0.0	
297.91	1.248	GROUP	(1.2)	SIL				shared	manual	0.0					
299.158	0.24	P2	Yep.	SPK		0.013567	5.05	P2	confident	0.0	1248.0	1248.0			
299.398	3.253	GROUP	(3.3)	SIL				shared	manual	0.0					
302.651	10.044	P1	No, and I don't know what it's called, but like a type of place that has like big foam obstacle courses and like kind of jungle gym that you like.	SPK		0.03246	1.85	P1	confident	0.0	3253.0	3253.0		3530.0	
311.259	3.949	P4	Oh, yeah, yeah, yeah.	BCK				P4	manual	-1436.0			8608.0	6846.0	
311.648	1.83	P3	Ah, Adventure Park	SPK				P3	manual	-3560.0	-1047.0	-1047.0		3927.0	
311.648	1.047	P3	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-1830.0				3141.0	competitive
313.475	0.92	P1	Adventure Park, yeah.	SPK		0.109443	1.5	P1	confident	780.0	-3.0	-3.0		1329.0	
313.989	0.8	P3	Yeah.	BCK		0.083009	0.89	P3	confident	-406.0			514.0	1600.0	
314.395	0.22	GROUP	(0.2)	SIL				shared	manual	-394.0				440.0	
314.615	0.72	P1	Yeah, yeah, yeah.	SPK		0.057312	1.24	P1	confident	0.0	220.0	1137.0		767.0	
315.355	1.801	P1	I could not think of the term for the life of me.	SPK		0.02943	6.18	P1	confident	20.0	20.0	1877.0			
317.156	4.884	GROUP	(4.9)	SIL				shared	manual	0.0				1941.0	
320.232	0.52	P1	Yeah.	BCK		0.05049	0.81	P1	confident	-1808.0				870.0	
320.402	1.421	P4	Yeah.	BCK		0.005951	0.64	P4	confident	-350.0				1771.0	
322.04	1.88	P3	And this would be for the whole company, right?	SPK				P3	manual	217.0	4884.0	4884.0			
323.92	0.594	GROUP	(0.6)	SIL				shared	manual	0.0					
324.514	10.537	P1	Yeah so like rent out a whole i've seen some are like big warehouses you can just rent out the space	SPK		0.024157	1.7	P1	confident	0.0	594.0	594.0		13049.0	
329.547	0.26	P3	Yeah.	BCK		0.014393	5.82	P3	confident	-5504.0			5033.0	260.0	
330.41	5.805	P4	Yeah, and then if you have grievances against your boss, you can just...	SPK		0.029245	2.37	P4	confident	603.0	-4641.0	-4641.0		15117.0	
330.41	4.641	P4	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-5805.0				12789.0	collaborative
333.882	3.211	P2	Would you like to elaborate on the back to the 80's suggestion?	SPK				P2	manual	-1169.0	-2333.0	-2333.0		8173.0	
333.882	1.169	P2	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-3211.0				5845.0	collaborative
333.882	2.333	P2	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-1169.0				8173.0	collaborative
337.093	2.218	GROUP	(2.2)	SIL				shared	manual	878.0				0.0	
339.311	17.771	P3	Think what i imagined was like kind of like a a disco party but then also you could have like some videos with like 80s movies going in the background and then the music and everybody's like dressed in different costumes and they're like 80s cocktails and everything 80s inspired	SPK		0.025937	3.38	P3	confident	0.0	2218.0	2218.0		50.0	
352.269	0.05	P1	Mhm.	BCK				P1	manual	-4813.0			12958.0	50.0	
357.082	3.046	GROUP	(3.0)	SIL				shared	manual	4763.0					
360.128	2.526	P2	I'm seeing a lot of fun ideas here.	SPK		0.018687	4.7	P2	confident	0.0	3046.0	3046.0			
362.654	0.38	GROUP	(0.4)	SIL				shared	manual	0.0					
363.034	0.642	P2	I guess maybe...	SPK		0.024093	4.55	P2	confident	0.0	380.0	5952.0			
363.676	3.095	GROUP	(3.1)	SIL				shared	manual	0.0					
366.771	25.828	P2	something that I think could be good I'm not a huge fan of a golf tournament just because I think that's something where skill level can have a huge impact but I do like the fact that there is some sort of competitive nature in between that I think that having some very relaxed competition could make the event quite fun	SPK		0.015994	3.05	P2	confident	0.0	3095.0	9689.0		1541.0	
385.176	0.77	P3	Mhm.	BCK				P3	manual	-7423.0			18405.0	770.0	
386.699	0.331	P1	Yeah.	BCK				P1	manual	753.0			19928.0	331.0	
389.056	0.44	P4	Mhm.	BCK				P4	manual	2026.0			22285.0	440.0	
392.599	1.331	GROUP	(1.3)	SIL				shared	manual	3103.0					
393.93	1.882	P1	I'm okay dropping golf tournament if you guys want.	SPK		0.02534	6.53	P1	confident	0.0	1331.0	1331.0			
395.812	0.44	GROUP	(0.4)	SIL				shared	manual	0.0					
396.252	1.061	P1	We had that in the US.	SPK		0.046837	6.46	P1	confident	0.0	440.0	3653.0			
397.313	1.241	GROUP	(1.2)	SIL				shared	manual	0.0					
398.554	1.221	P1	It was groups of four.	SPK		0.023224	6.1	P1	confident	0.0	1241.0	5955.0			
399.775	0.14	GROUP	(.)	SIL				shared	manual	0.0					
399.915	1.382	P1	Most people never played golf.	SPK		0.025531	6.92	P1	confident	0.0	140.0	7316.0			
401.297	0.24	GROUP	(0.2)	SIL				shared	manual	0.0				0.0	
401.537	0.941	P1	It was still very fun.	SPK		0.037896	1.36	P1	confident	0.0	240.0	8938.0		675.0	
401.803	0.761	P3	[SOFT LAUGHTER]	LAU				P3	manual	-675.0				761.0	
402.478	0.215	GROUP	(0.2)	SIL				shared	manual	-86.0				86.0	
402.693	2.609	P2	It sounds like a blast, I trust you	SPK				P2	manual	0.0	215.0	215.0		1324.0	
404.64	2.482	P1	More people don't play it than people do play it.	SPK		0.049299	6.52	P1	confident	-662.0	-662.0	-662.0		1467.0	
404.64	0.662	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-2482.0				1324.0	
406.979	0.72	P3	Yeah.	BCK				P3	manual	1677.0			2339.0	720.0	
407.122	0.568	GROUP	(0.6)	SIL				shared	manual	-577.0				568.0	
407.69	3.021	P4	Is it pretentious to say equipment provided if needed?	SPK		0.035174	2.95	P4	confident	0.0	568.0	568.0		9.0	
410.711	1.621	GROUP	(1.6)	SIL				shared	manual	0.0					
412.332	1.142	P1	Well, like, I don't have clubs.	SPK		0.057999	2.3	P1	confident	0.0	1621.0	1621.0			
413.474	0.72	GROUP	(0.7)	SIL				shared	manual	0.0				907.0	
413.593	0.34	P4	Okay.	BCK		0.174086	6.92	P4	confident	-601.0				448.0	
413.825	0.419	P2	Yeah.	BCK				P2	manual	-108.0				775.0	
413.996	2.479	P4	[LAUGHTER]	LAU				P4	manual	-248.0				3916.0	
414.194	0.921	P1	Yeah, that's what I mean.	SPK		0.144456	1.65	P1	confident	-2281.0	720.0	3483.0		1381.0	
414.705	1.189	P3	[SOFT LAUGHTER]	LAU				P3	manual	-410.0				2378.0	
415.115	0.34	GROUP	(0.3)	SIL				shared	manual	-779.0				680.0	
415.455	2.603	P1	Like, you don't have to own clubs to participate.	SPK		0.095748	1.71	P1	confident	0.0	340.0	4744.0		1459.0	
418.098	2.242	P1	I was trying to hit on the inclusive bullet point.	SPK		0.057542	1.07	P1	confident	40.0	40.0	7387.0		782.0	
419.949	3.291	P4	Ah, and I am the negative guy seeing all the...	SPK				P4	manual	-391.0	-391.0	-391.0		2743.0	
419.949	0.391	P4	[OVL:smooth]	OVL	smooth			shared	manual	-3291.0				782.0	
421.66	2.199	P2	[LAUGHTER]	LAU				P2	manual	1320.0				2580.0	
421.902	0.381	P1	Yeah.	BCK		0.16574	1.38	P1	confident	-1957.0			1953.0	762.0	
423.24	1.945	GROUP	(1.9)	SIL				shared	manual	957.0				619.0	
425.185	4.064	P1	They'd also, like, rent out golf carts for every team so you could, like, drive around.	SPK		0.038457	4.55	P1	confident	0.0	1945.0	1945.0			
429.249	0.631	GROUP	(0.6)	SIL				shared	manual	0.0					
429.88	1.04	P4	I would sign up just for that.	SPK		0.048156	12.69	P4	confident	0.0	631.0	631.0			
430.92	1.07	GROUP	(1.1)	SIL				shared	manual	0.0				1050.0	
431.049	0.461	P1	Exactly.	BCK		0.087013	3.43	P1	confident	-941.0				570.0	
431.401	1.08	P3	Yeah.	BCK		0.068287	0.87	P3	confident	-109.0				1189.0	
431.99	1.402	P1	We had some people do that.	SPK		0.067376	1.21	P1	confident	-491.0	1070.0	1070.0		491.0	
433.401	1.681	P3	Race car competition.	SPK		0.10651	1.1	P3	confident	9.0	9.0	9.0		922.0	
434.5	1.741	P4	[SOFT LAUGHTER]	LAU				P4	manual	-582.0				2081.0	
434.653	0.34	P1	Yeah.	BCK		0.144497	1.01	P1	confident	-1588.0			1252.0	680.0	
435.082	1.673	GROUP	(1.7)	SIL				shared	manual	89.0				1159.0	
436.755	2.881	P4	Is salsa class dancing or making salsa?	SPK		0.059117	3.65	P4	confident	0.0	1673.0	1673.0			
439.636	0.634	GROUP	(0.6)	SIL				shared	manual	0.0				0.0	
440.27	0.961	P2	That was the idea.	SPK		0.01334	4.35	P2	confident	0.0	634.0	634.0		0.0	
441.231	0.06	GROUP	(.)	SIL				shared	manual	0.0					
441.291	1.241	P2	I mean, you know, I...	SPK		0.012635	3.52	P2	confident	0.0	60.0	1655.0			
442.532	0.946	GROUP	(0.9)	SIL				shared	manual	0.0					
443.478	0.84	P3	I mean, it could be one.	SPK		0.032001	6.08	P3	confident	0.0	946.0	946.0			
444.338	3.162	P3	You can start with salsa dancing and then end up in like whatever.	SPK		0.01726	4.52	P3	confident	20.0	20.0	1806.0			
447.5	0.76	GROUP	(0.8)	SIL				shared	manual	0.0				321.0	
447.939	0.79	P4	[SOFT LAUGHTER]	LAU				P4	manual	-321.0				923.0	
448.26	2.641	P3	Everybody will start dancing now.	SPK		0.046194	1.24	P3	confident	-469.0	760.0	5728.0		1170.0	
448.596	0.701	P2	Yeah, yeah.	BCK		0.076354	1.21	P2	confident	-2305.0			336.0	834.0	
450.901	1.318	GROUP	(1.3)	SIL				shared	manual	1604.0					
452.219	0.32	P2	Um...	SPK		0.025271	4.83	P2	confident	0.0	1318.0	1318.0			
452.539	2.137	GROUP	(2.1)	SIL				shared	manual	0.0					
454.676	3.662	P2	No, but between that and a disco party, I would definitely back a disco party much more.	SPK		0.017065	5.06	P2	confident	0.0	2137.0	3775.0			
458.338	0.161	GROUP	(.)	SIL				shared	manual	0.0					
458.499	6.684	P2	But I guess something like bowling, tug-of-war, or paintball, I think, even.	SPK		0.01959	4.5	P2	confident	0.0	161.0	7598.0		0.0	
465.183	0.566	GROUP	(0.6)	SIL				shared	manual	0.0				0.0	
465.749	21.362	P3	I think bowling can become a little bit difficult sometimes depends how big the groups are like personally if i play bowling and there's like seven people in a team then until you're like it's your turn again it just becomes a little bit boring but i guess you can yeah talk to other people just i'm also quite competitive so i feel like...	SPK		0.02435	1.74	P3	confident	0.0	566.0	566.0		300.0	
477.671	0.3	P2	Yeah, yeah.	BCK		0.034976	2.16	P2	confident	-9440.0			11922.0	300.0	
