onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
179.945	3.021	MODERATOR	Okay, now we'll reveal the group outcome first.	SPK		0.003316	1.4	shared	confident						
182.966	24.65	GROUP	(24.7)	SIL				shared	confident	0.0					
207.616	1.521	MODERATOR	You can discuss if you want.	SPK		0.001615	1.13	shared	confident	0.0	24650.0				
209.137	17.065	GROUP	(17.1)	SIL				shared	confident	0.0					
226.202	1.501	P1	So I was expecting more return.	SPK		0.02949	6.97	mic9	confident	0.0	17065.0	17065.0			
227.703	0.68	GROUP	(0.7)	SIL				shared	confident	0.0					
228.383	1.321	P1	Maybe I didn't do the math correctly.	SPK		0.023493	7.28	mic9	confident	0.0	680.0	19246.0			
229.704	8.358	GROUP	(8.4)	SIL				shared	confident	0.0					
238.062	1.42	P2	I don't, yeah, maybe I don't understand it.	SPK		0.014814	4.23	mic10	confident	0.0	8358.0	8358.0			
239.482	0.86	GROUP	(0.9)	SIL				shared	confident	0.0					
240.342	8.222	P2	If I had kept all 10 tokens, then I would have ended up with more money?	SPK		0.012952	2.49	mic10	confident	0.0	860.0	10638.0		0.0	
248.564	0.372	GROUP	(0.4)	SIL				shared	confident	0.0				0.0	
248.936	0.321	P1	Yeah.	SPK		0.013	1.09	mic9	confident	0.0	372.0	372.0		308.0	
249.103	0.18	P4	Yeah.	SPK		0.011844	6.36	mic12	confident	-154.0	-154.0	-154.0		308.0	
249.103	0.154	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-180.0				308.0	
249.283	1.202	GROUP	(1.2)	SIL				shared	confident	26.0				0.0	
250.485	0.94	P2	That doesn't make sense to me.	SPK		0.004257	2.45	mic10	confident	0.0	1202.0	1202.0			
251.425	1.109	GROUP	(1.1)	SIL				shared	confident	0.0				0.0	
252.534	2.322	MODERATOR	I will now share everyone's contribution and you can discuss the outcome for three minutes	SPK		0.010576	1.23	mic11	confident	0.0	1109.0	1109.0		0.0	
254.856	22.473	GROUP	(22.5)	SIL				shared	confident	0.0					
277.329	0.781	P2	I don't get the math.	SPK		0.004682	2.99	mic10	confident	0.0	22473.0	22473.0			
278.11	2.137	GROUP	(2.1)	SIL				shared	confident	0.0					
280.247	25.767	P1	So the more	SPK		0.014607	1.11	mic9	confident	0.0	2137.0	2137.0		41875.0	
280.294	3.342	P4	But that's how much we contributed or how much we have left?	SPK		0.030308	1.64	mic12	confident	-25720.0	-25720.0	-25720.0		6684.0	
280.294	3.342	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-3342.0				6684.0	
283.636	0.36	GROUP	(0.4)	SIL				shared	confident	0.0				360.0	
283.996	0.781	P4	How much we have left?	SPK		0.027837	4.49	mic12	confident	0.0	360.0	-22018.0		1562.0	
283.996	0.781	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-781.0				1562.0	
284.797	0.1	P4	Yeah.	SPK		0.006924	2.89	mic12	confident	20.0	20.0	-21217.0		200.0	
284.797	0.1	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-100.0				200.0	
284.897	1.281	GROUP	(1.3)	SIL				shared	confident	0.0				1281.0	
286.178	0.24	P4	Okay.	SPK		0.009897	5.19	mic12	confident	0.0	1281.0	-19836.0		480.0	
286.178	0.24	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-240.0				480.0	
286.418	6.582	GROUP	(6.6)	SIL				shared	confident	0.0				6582.0	
293.0	5.0	P1	So the one that gave the less got the more in total the one who kept the most tokens gets the most	SPK				shared	confident	0.0	6582.0	6582.0		10000.0	
293.0	5.0	P1	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-5000.0				10000.0	
298.0	0.982	GROUP	(1.0)	SIL				shared	confident	0.0				982.0	
298.982	3.223	P2	Huh?	SPK		0.01257	6.07	mic10	confident	0.0	982.0	982.0		6446.0	
298.982	3.223	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-3223.0				6446.0	
302.205	0.28	GROUP	(0.3)	SIL				shared	confident	0.0				280.0	
302.485	0.221	P2	No?	SPK		0.016172	6.48	mic10	confident	0.0	280.0	4485.0		442.0	
302.485	0.221	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-221.0				442.0	
302.706	0.102	GROUP	(.)	SIL				shared	confident	0.0				113.0	
302.797	0.3	P3	Yeah,	BCK		0.017004	0.62	mic11	confident	-11.0			22550.0	889.0	
302.808	0.761	P4	Yeah, apparently.	SPK		0.029037	2.17	mic12	confident	-289.0	102.0	102.0		1811.0	
302.808	0.761	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-761.0				1811.0	collaborative
303.569	0.238	GROUP	(0.2)	SIL				shared	confident	0.0				238.0	
303.807	2.282	P2	The one who kept the most tokens gets the most.	SPK		0.01968	7.07	mic10	confident	0.0	238.0	238.0		4414.0	
303.807	2.207	P2	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-2282.0				4414.0	
306.089	0.362	GROUP	(0.4)	SIL				shared	confident	75.0					
306.451	0.24	P4	Yeah.	SPK		0.017973	5.85	mic12	confident	0.0	362.0	362.0		0.0	
306.691	2.0	GROUP	(2.0)	SIL				shared	confident	0.0				0.0	
308.691	1.041	P2	But I don't understand that.	SPK		0.001937	1.43	mic10	confident	0.0	2000.0	2000.0			
309.732	1.982	GROUP	(2.0)	SIL				shared	confident	0.0				0.0	
311.714	3.483	P2	There was no... Is that if you keep your token...	SPK		0.060073	2.16	mic10	confident	0.0	1982.0	5023.0		1134.0	
314.63	1.481	P4	Yeah, I'm also a little bit confused.	SPK		0.047003	1.66	mic12	confident	-567.0	-567.0	-567.0		1134.0	
314.63	0.567	P4	[OVL:competitive]	OVL	competitive			shared	confident	-1481.0				1134.0	
316.111	2.441	GROUP	(2.4)	SIL				shared	confident	914.0					
318.552	6.163	P1	So before I had put only one, then I put way more	SPK		0.075349	1.39	mic12	confident	0.0	2441.0	2441.0		4474.0	
321.382	1.141	P1	So you have our tokens now.	SPK		0.06246	1.61	mic9	confident	-3333.0	-3333.0	5271.0		2282.0	
321.382	1.141	P1	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1141.0				2282.0	
322.523	2.477	GROUP	(2.5)	SIL				shared	confident	0.0				2192.0	
325.0	4.0	P2	You robbed us!	SPK				shared	confident	0.0	2477.0	2477.0		4714.0	
325.287	1.001	P4	Yeah, basically, I robbed you.	SPK		0.126759	4.02	mic10	confident	-3713.0	-3713.0	-3713.0		2002.0	
325.287	1.001	P4	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-1001.0				2002.0	collaborative
326.288	2.862	GROUP	(2.9)	SIL				shared	confident	0.0				2712.0	
329.15	1.161	P2	But how do you have them all?	SPK		0.056618	5.22	mic10	confident	0.0	2862.0	2862.0		0.0	
330.311	0.52	GROUP	(0.5)	SIL				shared	confident	0.0					
330.831	0.64	P2	Well, I don't get it.	SPK		0.011539	4.96	mic10	confident	0.0	520.0	4543.0			
331.471	1.408	GROUP	(1.4)	SIL				shared	confident	0.0					
332.879	3.142	P4	Because someone else put more, and then it divides equally at the end.	SPK		0.027299	6.17	mic12	confident	0.0	1408.0	1408.0			
336.021	2.511	GROUP	(2.5)	SIL				shared	confident	0.0				0.0	
338.532	2.902	P4	So the one who put more has less.	SPK		0.029846	5.26	mic12	confident	0.0	2511.0	7061.0		0.0	
341.434	0.841	GROUP	(0.8)	SIL				shared	confident	0.0				0.0	
342.275	2.662	P4	And then the result is when it's divided equally.	SPK		0.019493	7.0	mic12	confident	0.0	841.0	10804.0		0.0	
344.937	1.164	GROUP	(1.2)	SIL				shared	confident	0.0				44.0	
346.057	0.56	P2	Yeah,	BCK		0.025536	0.77	mic10	confident	-44.0				560.0	
346.101	1.542	P3	So what was your reason to keep?	SPK		0.036164	2.17	mic11	confident	-516.0	1164.0	1164.0		516.0	
347.643	1.276	GROUP	(1.3)	SIL				shared	confident	0.0					
348.919	1.582	P4	I did it so fast, I'm not going to lie. Didn’t think it through	SPK		0.033551	5.85	mic12	confident	0.0	1276.0	1276.0			
350.501	1.285	GROUP	(1.3)	SIL				shared	confident	0.0					
351.786	1.261	P3	Fair enough.	SPK		0.148893	1.48	mic11	confident	0.0	1285.0	1285.0			
353.047	0.596	GROUP	(0.6)	SIL				shared	confident	0.0				0.0	
353.643	0.981	P4	I'm not going to lie.	SPK		0.213079	1.24	mic12	confident	0.0	596.0	596.0		0.0	
354.624	3.842	GROUP	(3.8)	SIL				shared	confident	0.0					
358.466	4.023	P4	Because I thought, is this the only one that we're contributing to?	SPK		0.094956	6.23	mic12	confident	0.0	3842.0	5419.0		0.0	
362.489	0.28	GROUP	(0.3)	SIL				shared	confident	0.0				0.0	
362.769	0.741	P4	Or do we have more?	SPK		0.063488	9.27	mic12	confident	0.0	280.0	9722.0			
363.51	1.408	GROUP	(1.4)	SIL				shared	confident	0.0					
364.918	0.46	P4	Only this?	SPK		0.086596	10.13	mic12	confident	0.0	1408.0	11871.0			
365.378	0.32	GROUP	(0.3)	SIL				shared	confident	0.0					
365.698	1.902	P4	Because I thought this is in total.	SPK		0.065905	7.07	mic12	confident	0.0	320.0	12651.0			
367.6	0.08	GROUP	(.)	SIL				shared	confident	0.0					
367.68	1.4	P4	It's like 10 tokens in total.	SPK		0.053219	9.54	mic12	confident	0.0	80.0	14633.0			
369.1	2.262	P4	And then we're going to have more things to contribute to.	SPK		0.037676	7.49	mic12	confident	20.0	20.0	16053.0			
371.362	0.34	GROUP	(0.3)	SIL				shared	confident	0.0					
371.702	1.541	P4	So I was like, okay, I'm going to give one.	SPK		0.064761	7.41	mic12	confident	0.0	340.0	18655.0			
373.263	2.381	P4	Let me keep my tokens for something more important.	SPK		0.147243	2.57	mic12	confident	20.0	20.0	20216.0			
375.644	3.356	GROUP	(3.4)	SIL				shared	confident	0.0					
379.0	4.0	P4	I'm sorry.	SPK				shared	confident	0.0	3356.0	25953.0		4594.0	
379.046	0.64	P1	I decided to gamble and put almost all inside	SPK		0.255401	1.51	mic12	confident	-3954.0	-3954.0	-3954.0		1280.0	
379.046	0.64	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-640.0				1280.0	
379.686	3.682	GROUP	(3.7)	SIL				shared	confident	0.0				3314.0	
383.368	0.781	P4	Yeah, I'm sorry.	SPK		0.054517	6.12	mic12	confident	0.0	3682.0	3682.0			
384.149	1.918	GROUP	(1.9)	SIL				shared	confident	0.0					
