onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
12.927	2.221	MODERATOR	Okay, so last task.	SPK		0.004091	1.69	shared	confident						
15.148	0.177	GROUP	(.)	SIL				shared	manual	0.0					
15.325	3.93	MODERATOR	This is a quick one, so we'll be soon out of here.	SPK		0.006649	1.44	shared	confident	0.0	177.0				
19.255	1.517	GROUP	(1.5)	SIL				shared	manual	0.0					
20.772	9.003	MODERATOR	Okay, so you have to imagine, of course, try to think that it's real that you have been assigned these tokens.	SPK		0.005047	1.36	shared	confident	0.0	1517.0			11462.0	
20.772	0.32	P4	Okay,	SPK		0.005007	1.61	mic12	backchannel	-9003.0	-9003.0	-9003.0		2741.0	
20.772	0.32	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-320.0				2741.0	
20.785	0.3	P3	Okay,	SPK		0.003094	0.64	mic11	backchannel	-307.0	-307.0	-307.0		2680.0	
20.785	0.3	P3	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-300.0				2680.0	
20.785	0.3	P3	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-300.0				2680.0	
20.79	0.34	P1	Okay,	SPK		0.003012	0.67	mic9	backchannel	-295.0	-295.0	-295.0		2766.0	
20.79	0.34	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-340.0				2766.0	
20.79	0.302	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-340.0				2690.0	
20.79	0.295	P1	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-302.0				2655.0	
21.13	8.725	GROUP	(8.7)	SIL				shared	manual	45.0				8645.0	
29.855	10.543	MODERATOR	You can think of them as a unit of money and you can decide whether to keep them for yourself or to put them in a community fund with your colleagues.	SPK		0.003596	1.22	shared	confident	0.0	8725.0	8725.0			
40.398	0.761	GROUP	(0.8)	SIL				shared	manual	0.0				0.0	
41.159	3.421	MODERATOR	If you put them in the shared fund, they get multiplied by 1.5.	SPK		0.004544	1.24	shared	confident	0.0	761.0	20029.0		0.0	
44.58	1.42	GROUP	(1.4)	SIL				shared	manual	0.0					
46.0	21.623	MODERATOR	and then the amount that's in this shared fund goes equally for all of you so your final portfolio will have the ones that you kept for yourself plus the shared one divided by four you can look at the example and if you have any questions you can ask	SPK		0.004111	1.25	shared	confident	0.0	1420.0	24870.0		332.0	
67.457	0.24	P3	right.	SPK		0.005903	0.51	mic11	backchannel	-166.0	-166.0	-166.0		332.0	
67.457	0.166	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-240.0				332.0	
67.697	9.123	GROUP	(9.1)	SIL				shared	manual	74.0				0.0	
76.82	3.911	MODERATOR	If you don't have any questions, I can send the contribution form.	SPK		0.00291	1.05	shared	confident	0.0	9123.0	9123.0		0.0	
80.731	0.145	GROUP	(.)	SIL				shared	manual	0.0					
80.876	2.966	MODERATOR	You have to choose between 0 and 10 tokens.	SPK		0.003391	1.15	shared	confident	0.0	145.0	13179.0			
83.842	0.881	GROUP	(0.9)	SIL				shared	manual	0.0					
84.723	0.301	P3	OK.	SPK		0.008344	1.18	mic11	confident	0.0	881.0	881.0			
85.024	57.984	GROUP	(58.0)	SIL				shared	manual	0.0					
143.008	19.505	MODERATOR	okay so i'm not gonna reveal the group contribution so uh what you got in the end and then after we're gonna have a discussion phase so you're free to discuss whatever comes to mind after you see the results okay so	SPK		0.003086	1.08	shared	confident	0.0	57984.0	57984.0		34610.0	
143.008	14.605	MODERATOR	Okay, so I'm now going to reveal the group contribution, so what you got in the end, and then after we're going to have a discussion phase, so you're free to discuss whatever comes to mind after you see the results.	SPK		0.003162	1.04	shared	confident	-19505.0	-19505.0	57984.0		29210.0	
143.008	14.605	MODERATOR	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-14605.0				29210.0	
157.633	0.26	MODERATOR	Okay, thanks.	SPK		0.00171	1.04	shared	confident	20.0	20.0	72609.0		520.0	
157.633	0.26	MODERATOR	[OVL:smooth]	OVL	smooth			shared	confident	-260.0				520.0	
157.893	4.22	GROUP	(4.2)	SIL				shared	manual	0.0				4220.0	
162.113	0.26	P3	okay	SPK		0.010235	5.28	mic11	backchannel	0.0	4220.0	4220.0		520.0	
162.113	0.26	P3	[OVL:smooth]	OVL	smooth			shared	confident	-260.0				520.0	collaborative
162.373	9.904	GROUP	(9.9)	SIL				shared	manual	0.0				140.0	
172.277	4.102	P3	Well, everyone got more than if they kept everything, right?	SPK		0.021039	4.99	mic11	confident	0.0	9904.0	14384.0			
176.379	0.717	GROUP	(0.7)	SIL				shared	manual	0.0					
177.096	0.24	P4	Yeah.	SPK		0.029353	9.47	mic12	confident	0.0	717.0	717.0			
177.336	2.34	GROUP	(2.3)	SIL				shared	manual	0.0				0.0	
179.676	0.461	P4	That was good.	SPK		0.024213	9.74	mic12	confident	0.0	2340.0	3297.0		0.0	
180.137	4.647	GROUP	(4.6)	SIL				shared	manual	0.0					
184.784	0.66	P3	I guess we didn't...	SPK		0.016244	5.64	mic11	confident	0.0	4647.0	4647.0			
185.444	0.71	GROUP	(0.7)	SIL				shared	manual	0.0					
186.154	2.141	P1	It pays off to think about the community.	SPK		0.024364	1.16	mic9	confident	0.0	710.0	710.0		1189.0	
187.446	0.34	P3	Yeah,	SPK		0.032588	1.23	mic11	backchannel	-849.0	-849.0	-849.0		680.0	
187.446	0.34	P3	[OVL:smooth]	OVL	smooth			shared	confident	-340.0				680.0	collaborative
187.786	2.201	GROUP	(2.2)	SIL				shared	manual	0.0				509.0	
189.987	4.202	P3	And it's only like seven units not being put in.	SPK		0.030571	5.35	mic11	confident	0.0	2201.0	1692.0			
194.189	1.407	GROUP	(1.4)	SIL				shared	manual	0.0					
195.596	0.901	P1	I wonder who.	SPK		0.039282	1.79	mic9	confident	0.0	1407.0	1407.0			
196.497	2.455	GROUP	(2.5)	SIL				shared	manual	0.0				0.0	
198.952	1.681	P3	It's seven units not being put in.	SPK		0.052713	5.93	mic11	confident	0.0	2455.0	2455.0		0.0	
200.633	1.351	GROUP	(1.4)	SIL				shared	manual	0.0					
201.984	0.08	P2	Ah.	SPK		0.049348	7.46	mic10	confident	0.0	1351.0	1351.0		0.0	
202.064	2.738	GROUP	(2.7)	SIL				shared	manual	0.0				0.0	
204.802	23.515	P1	somebody covered them there could be like different people right so average can we can we state how we contributed i'm now gonna show you okay if you want to complete your questionnaire then i will send in i will reveal what everyone sent in and kept for themselves	SPK		0.015446	1.39	mic9	confident	0.0	2738.0	2738.0		19887.0	
208.93	0.3	P3	right	SPK		0.012105	4.56	mic11	backchannel	-19387.0	-19387.0	-19387.0		600.0	
208.93	0.3	P3	[OVL:smooth]	OVL	smooth			shared	confident	-300.0				600.0	collaborative
209.23	9.289	GROUP	(9.3)	SIL				shared	manual	0.0				9289.0	
218.519	0.2	P4	okay	SPK		0.019184	2.23	mic12	backchannel	0.0	9289.0	9289.0		400.0	
218.519	0.2	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	confident	-200.0				400.0	
218.719	21.534	GROUP	(21.5)	SIL				shared	manual	0.0				9598.0	
240.253	0.18	MODERATOR	Okay.	SPK		0.001243	1.02	shared	confident	0.0	21534.0	21534.0		188.0	
240.339	0.18	MODERATOR	Okay.	SPK		0.001736	1.22	shared	confident	-94.0	-94.0	21620.0		188.0	
240.339	0.094	MODERATOR	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-180.0				188.0	
240.519	4.401	GROUP	(4.4)	SIL				shared	manual	86.0				0.0	
244.92	5.582	MODERATOR	The first number is basically like what you kept of your own.	SPK		0.003575	1.41	shared	confident	0.0	4401.0	26201.0		0.0	
250.502	2.301	GROUP	(2.3)	SIL				shared	manual	0.0					
252.803	0.68	P4	Okay.	SPK		0.018789	1.98	mic12	confident	0.0	2301.0	2301.0			
253.483	2.921	GROUP	(2.9)	SIL				shared	manual	0.0					
256.404	1.94	P4	So you kept one.	SPK		0.041202	9.71	mic12	confident	0.0	2921.0	5902.0			
258.391	0.581	P3	I kept one.	SPK		0.048252	4.83	mic11	confident	47.0	47.0	47.0		0.0	
258.972	1.501	GROUP	(1.5)	SIL				shared	manual	0.0				0.0	
260.473	0.661	P3	You kept six.	SPK		0.032521	1.67	mic11	confident	0.0	1501.0	2129.0			
261.134	0.312	GROUP	(0.3)	SIL				shared	manual	0.0					
261.446	0.24	P2	yeah	SPK		0.016567	5.71	mic10	backchannel	0.0	312.0	312.0		0.0	
