onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
1.052	24.438	MODERATOR	Good, so if you're ready we can go to the first task but before moving to the first task i would like you to just look at the for two three second look at the printer name in front of you perfect so	SPK		0.004886	1.35	MOD	confident						
25.49	1.543	GROUP	(1.5)	SIL				shared	manual	0.0					
27.033	14.939	MODERATOR	the first task you are part of hiring committee and we have three applicants that have applied for sorry i'm gonna have to stop you you you told us to look at the aim the one on the screen or that one	SPK		0.031519	8.1	MOD	confident	0.0	1543.0				
41.972	0.48	GROUP	(0.5)	SIL				shared	manual	0.0					
42.452	0.64	MODERATOR	On the printed one.	SPK		0.005026	1.58	MOD	confident	0.0	480.0				
43.092	0.44	GROUP	(0.4)	SIL				shared	manual	0.0					
43.532	1.261	P4	I didn't look at the printed one.	SPK		0.065668	8.99	P4	confident	0.0	440.0	440.0			
44.793	0.1	GROUP	(.)	SIL				shared	manual	0.0					
44.893	2.581	P4	I started out by looking at the printed and then I looked at the screen.	SPK		0.091431	9.43	P4	confident	0.0	100.0	1801.0			
47.514	2.2	MODERATOR	I think we'll have it for the next time.	SPK		0.020754	3.93	MOD	confident	40.0	40.0	40.0		0.0	
49.714	1.759	GROUP	(1.8)	SIL				shared	manual	0.0				240.0	
49.794	0.24	P4	Okay.	BCK		0.033015	9.11	P4	confident	-1679.0				240.0	
51.473	12.787	MODERATOR	So you are a part of a hiring committee and you have three applicants that apply for a role at GN, which is about supporting AI adoption and transformation across different departments.	SPK		0.005368	1.1	MOD	confident	1439.0	1759.0	3999.0			
64.26	0.919	GROUP	(0.9)	SIL				shared	manual	0.0					
65.179	6.702	MODERATOR	So you'll get also some information about the role itself and also information about the users on your tablet.	SPK		0.005564	1.25	MOD	confident	0.0	919.0	17705.0			
71.881	1.998	GROUP	(2.0)	SIL				shared	manual	0.0					
73.879	23.124	MODERATOR	The structure is that you will silently read your information on your tablet for around one minute and after that you have seven minutes to discuss together what is your opinion about the candidate and also come up with final one that you all agree on to be the final candidate.	SPK		0.004727	1.25	MOD	confident	0.0	1998.0	26405.0			
97.003	3.224	GROUP	(3.2)	SIL				shared	manual	0.0					
100.227	3.342	MODERATOR	So if you have a question about the task, please ask me.	SPK		0.004803	1.32	MOD	confident	0.0	3224.0	52753.0			
103.609	2.942	MODERATOR	Otherwise, we will go to the show.	SPK		0.002319	1.2	MOD	confident	40.0	40.0	56135.0			
106.551	0.14	GROUP	(.)	SIL				shared	manual	0.0					
106.691	2.462	MODERATOR	I will send you the evidence cards on your tablets.	SPK		0.002242	1.13	MOD	confident	0.0	140.0	59217.0			
109.153	2.843	GROUP	(2.8)	SIL				shared	manual	0.0				0.0	
111.996	3.822	P1	So we select the candidate first and then we discuss and then we reselect it together?	SPK		0.020679	6.44	P1	confident	0.0	2843.0	2843.0		0.0	
115.818	0.16	GROUP	(.)	SIL				shared	manual	0.0					
115.978	0.34	MODERATOR	No no no	SPK		0.009058	1.04	MOD	confident	0.0	160.0	160.0			
116.318	0.32	GROUP	(0.3)	SIL				shared	manual	0.0					
116.638	0.741	P1	Oh, sorry.	SPK		0.011408	1.48	P1	confident	0.0	320.0	320.0			
117.419	3.903	MODERATOR	You will just read silently for one minute the information that you have on your tablet.	SPK		0.007322	1.05	MOD	confident	40.0	40.0	40.0		181.0	
121.141	0.2	P1	Yeah.	BCK		0.019304	5.49	P1	confident	-181.0			3722.0	200.0	
121.322	0.86	GROUP	(0.9)	SIL				shared	manual	-19.0				19.0	
122.182	7.025	MODERATOR	And then you have seven minutes to discuss which candidate you like, what information you have, and so on.	SPK		0.006233	1.12	MOD	confident	0.0	860.0	4803.0			
129.207	1.25	GROUP	(1.3)	SIL				shared	manual	0.0					
130.457	5.805	MODERATOR	And then within the seven minutes, you also should agree on one candidate to choose.	SPK		0.004146	1.05	MOD	confident	0.0	1250.0	13078.0			
136.262	0.18	GROUP	(.)	SIL				shared	manual	0.0					
136.442	3.123	P4	So we can discuss the information that we each have.	SPK		0.036612	4.61	P4	confident	0.0	180.0	180.0		1070.0	
139.03	1.371	P1	Ah ok, got it	SPK				P1	manual	-535.0	-535.0	-535.0		1070.0	
139.03	0.535	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-1371.0				1070.0	
