onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
1.401	0.22	MODERATOR	Good.	SPK		0.007925	1.63	MOD	confident						
1.621	2.061	GROUP	(2.1)	SIL				shared	manual	0.0					
3.682	3.902	MODERATOR	So we're going to the next task.	SPK		0.004034	1.56	MOD	confident	0.0	2061.0				
7.584	1.361	GROUP	(1.4)	SIL				shared	manual	0.0					
8.945	7.824	MODERATOR	And again, I would like you to look at the printer names for five, six seconds.	SPK		0.004724	1.07	MOD	confident	0.0	1361.0				
16.769	6.724	GROUP	(6.7)	SIL				shared	manual	0.0					
23.493	0.42	MODERATOR	Thank you.	SPK		0.002149	1.18	MOD	confident	0.0	6724.0				
23.913	3.347	GROUP	(3.3)	SIL				shared	manual	0.0					
27.26	11.806	MODERATOR	In this task we have an idea generation format where you need to come up with some ideas about a GN-wide social event.	SPK		0.003756	1.37	MOD	confident	0.0	3347.0				
39.066	3.181	GROUP	(3.2)	SIL				shared	manual	0.0					
42.247	5.043	MODERATOR	And you will get some time to write your own ideas on your tablet.	SPK		0.004054	1.28	MOD	confident	0.0	3181.0				
47.29	1.723	GROUP	(1.7)	SIL				shared	manual	0.0					
49.013	17.496	MODERATOR	And it's up to three idea so you can also just write one idea and you don't need to write the whole like just description of the idea the title if the title is just enough representing itself then that should be enough.	SPK		0.003155	1.04	shared	confident	0.0	1723.0				
66.509	3.23	GROUP	(3.2)	SIL				shared	manual	0.0					
69.739	0.7	MODERATOR	Do you have any question?	SPK				MOD	manual	0.0	3230.0			0.0	
70.439	1.995	GROUP	(2.0)	SIL				shared	manual	0.0				0.0	
72.434	7.767	P3	We will get some information of how the idea should be, or like in the tablet? This is our own...	SPK		0.043394	1.43	P3	confident	0.0	1995.0	1995.0		8164.0	
77.814	5.171	MODERATOR	No, it's just... This is GN social event.	SPK				MOD	manual	-2387.0	-2387.0	-2387.0		10948.0	
77.814	2.387	MODERATOR	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-5171.0				8164.0	competitive
77.817	0.503	P2	Or is this...	SPK				P2	manual	-2384.0	-5168.0	-5168.0		2515.0	
77.817	0.503	P2	[OVL:competitive]	OVL	competitive			shared	confident	-503.0				2515.0	competitive
77.817	0.503	P2	[OVL:competitive]	OVL	competitive			shared	manual	-503.0				2515.0	competitive
78.32	5.39	GROUP	(5.4)	SIL				shared	manual	0.0				8558.0	
83.579	0.956	P2	Okay.	BCK				P2	manual	-131.0				1834.0	
83.71	0.592	P1	Great.	SPK				P1	manual	-825.0	5390.0	5390.0		1470.0	
83.863	1.768	P4	So it's just like... Do we need to write?	SPK				P4	manual	-439.0	-439.0	-439.0		2764.0	
83.863	0.439	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1768.0				1317.0	
85.024	0.761	P1	And no budget.	SPK		0.076279	2.98	P1	confident	722.0	-607.0	-607.0		1214.0	
85.024	0.607	P1	[OVL:competitive]	OVL	competitive			shared	uncertain	-761.0				1214.0	competitive
