onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
0.371	28.279	MODERATOR	The first task and before doing the task I would like you to for three to five second look at the printed name in front of you again in the circle the target perfect thank you so the task one is a task that you play	SPK		0.007942	1.28	MOD	confident					17045.0	
16.717	1.462	P3	At this one?	SPK		0.013189	5.82	P3	confident	-11933.0	-11933.0	-11933.0		5564.0	
16.717	1.462	P3	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-1462.0				5564.0	
17.299	1.16	P4	The circle? The target?	SPK		0.01317	0.55	P4	confident	-880.0	-880.0	-880.0		4960.0	
17.299	1.16	P4	[OVL:floor_fight]	OVL	floor_fight			shared	confident	-1160.0				4960.0	
17.299	0.88	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-1160.0				4400.0	
18.459	0.272	GROUP	(0.3)	SIL				shared	manual	280.0				272.0	
18.731	0.73	MODERATOR	Yeah, the target, yeah.	SPK				MOD	manual	0.0	272.0	272.0		1460.0	
18.731	0.73	MODERATOR	[OVL:competitive]	OVL	competitive			shared	uncertain	-730.0				1460.0	collaborative
19.461	10.715	GROUP	(10.7)	SIL				shared	manual	0.0				9189.0	
30.176	26.081	MODERATOR	role of hiring committee you will be evaluating three applicants for an internal role at GN and the position is about supporting AI adoption and transformation across different departments so we'll get some information about the role on the screen and some individual information on your tablets about applicants	SPK		0.004139	1.43	MOD	confident	0.0	10715.0	11717.0			
56.257	3.296	GROUP	(3.3)	SIL				shared	manual	0.0					
59.553	5.263	MODERATOR	You will have around one minute to silently read your information on your tablet.	SPK		0.008722	1.8	MOD	confident	0.0	3296.0	41094.0			
64.816	0.32	GROUP	(0.3)	SIL				shared	manual	0.0					
65.136	1.941	MODERATOR	Please don't look at the other people's tablet.	SPK		0.002709	1.33	MOD	confident	0.0	320.0	46677.0			
67.077	1.521	GROUP	(1.5)	SIL				shared	manual	0.0					
68.598	13.426	MODERATOR	And then after that, you will have seven minutes to discuss about the different applicants and finalize one as a final applicant for the role.	SPK		0.00385	1.42	MOD	confident	0.0	1521.0	50139.0			
82.024	1.641	GROUP	(1.6)	SIL				shared	manual	0.0					
83.665	4.702	MODERATOR	If you don't have any questions, I will send you the evidence cards.	SPK		0.003796	1.59	MOD	confident	0.0	1641.0	65206.0			
88.367	3.585	GROUP	(3.6)	SIL				shared	manual	0.0					
91.952	0.26	MODERATOR	Okay?	SPK		0.005545	1.59	MOD	confident	0.0	3585.0	73493.0			
92.212	0.312	GROUP	(0.3)	SIL				shared	manual	0.0					
92.524	0.364	P3	Yes.	SPK		0.015492	0.87	P3	confident	0.0	312.0	312.0		630.0	
92.573	0.48	P1	Mhm.	SPK		0.010636	0.5	P1	confident	-315.0	-315.0	-315.0		630.0	
92.573	0.315	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-480.0				630.0	
93.053	1.061	GROUP	(1.1)	SIL				shared	manual	165.0				426.0	
93.317	0.426	P2	Yeah.	BCK				P2	manual	-797.0				426.0	
94.114	0.22	MODERATOR	Yes?	SPK		0.005622	1.72	MOD	confident	371.0	1061.0	1061.0			
94.334	0.36	GROUP	(0.4)	SIL				shared	manual	0.0					
94.694	1.341	MODERATOR	So please read your information.	SPK		0.007172	1.75	MOD	confident	0.0	360.0	1641.0			
96.035	78.186	GROUP	(78.2)	SIL				shared	manual	0.0					
174.221	22.795	MODERATOR	Now you have seven minutes to discuss your opinion about the candidates but you should remember you cannot read directly from your information on your tablet it means that you cannot say the exact word but you can rephrase it paraphrase it whatever you can share the information in any other format	SPK		0.006372	2.09	MOD	confident	0.0	78186.0	81168.0		0.0	
