onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms	context_label
92.0	21.0	MODERATOR	Please don't share your priorities with each other and your time has started.	SPK				shared	manual						
113.0	56.0	MODERATOR	And these are available topics on the screen and available formats.	SPK				shared	manual	0.0	0.0				
169.0	2.0	P1	Should we start with the topic maybe?	SPK				shared	manual	0.0	0.0	0.0			
171.0	1.0	P3	Yeah, yeah, go ahead.	SPK				shared	manual	0.0	0.0	0.0			
172.0	3.0	P1	No, I don't know.	SPK				shared	manual	0.0	0.0	0.0		1272.0	
173.728	2.52	GROUP	[LAUGHTER]	LAU				shared	manual	-1272.0				2520.0	
175.0	2.0	P1	Maybe just that starting point.	SPK				shared	manual	-1248.0	0.0	3000.0		1248.0	
177.0	10.0	P1	I don't know, what do you guys think about the...	SPK				shared	manual	0.0	0.0	5000.0		3109.0	
183.189	3.109	P3	mmh	BCK				shared	manual	-3811.0			6189.0	3109.0	
187.0	2.0	P1	They're all really good topics.	SPK				shared	manual	702.0	0.0	15000.0			
189.0	3.0	P3	Yeah.	SPK				shared	manual	0.0	0.0	0.0		901.0	
191.099	2.0	GROUP	[LAUGHTER]	LAU				shared	manual	-901.0				2000.0	
192.0	3.0	P3	All right, there's a strong need.	SPK				shared	manual	-1099.0	0.0	3000.0		1099.0	
195.0	2.0	P3	No, I wouldn't say need.	SPK				shared	manual	0.0	0.0	6000.0			
197.0	5.0	P3	There's a strong drive from management right now about AI for productivity in daily tasks.	SPK				shared	manual	0.0	0.0	8000.0			
202.0	5.0	P3	Like you could hear Igor talking about, we have to use AI.	SPK				shared	manual	0.0	0.0	13000.0			
207.0	0.1	P1	That is true	BCK				shared	manual	0.0			0.0	100.0	
207.0	4.0	P3	So maybe it doesn't hurt to have one on that topic.	SPK				shared	manual	-100.0	0.0	18000.0		100.0	
211.0	4.0	P2	Also that we just had to hire someone from the previous task, right?	SPK				shared	manual	0.0	0.0	0.0			
215.0	2.0	P2	Within AI.	SPK				shared	manual	0.0	0.0	4000.0			
217.0	2.0	P3	Yes.	SPK				shared	manual	0.0	0.0	0.0		1818.0	
218.091	2.091	P2	Maybe that's something that the company wants to push, right?	SPK				shared	manual	-909.0	-909.0	-909.0		4182.0	
218.091	0.909	P2	[OVL:competitive]	OVL	competitive			shared	uncertain	-2091.0				1818.0	collaborative
219.0	2.0	P3	That could be, yeah, yeah.	SPK				shared	manual	0.0	-1182.0	-1182.0		2364.0	
219.0	1.182	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-2000.0				2364.0	collaborative
221.0	8.0	P4	I feel like we should maybe prioritize some of the other topics.	SPK				shared	manual	818.0	0.0	0.0		5086.0	
224.008	1.84	GROUP	[LAUGHTER]	LAU				shared	manual	-4992.0				1840.0	
226.608	0.5	P3	yeah	BCK				shared	manual	760.0			5608.0	500.0	
227.627	2.0	P3	like?	SPK				shared	manual	519.0	-1373.0	-1373.0		4000.0	
227.627	1.373	P3	[OVL:floor_fight]	OVL	floor_fight			shared	uncertain	-2000.0				2746.0	
229.0	3.0	P4	Like right now, we just rolled out the new day commitments.	SPK				shared	manual	0.0	-627.0	-627.0		1254.0	
229.0	0.627	P4	[OVL:competitive]	OVL	competitive			shared	uncertain	-3000.0				1254.0	
232.0	4.0	P4	So maybe go down to some of the lower ones.	SPK				shared	manual	2373.0	0.0	2373.0			
236.0	6.0	P4	Also with all the change happening, like how to manage stress and workload at work.	SPK				shared	manual	0.0	0.0	6373.0			
242.0	7.0	P4	Like maybe focus a bit more on that instead of all of this AI focus we have right now than actually prioritize the people we have here.	SPK				shared	manual	0.0	0.0	12373.0			
249.0	5.0	P4	And like our work culture.	SPK				shared	manual	0.0	0.0	19373.0		500.0	
252.901	0.5	P2	mmh	BCK				shared	manual	-1099.0			3901.0	500.0	
254.0	9.611	P1	Yeah, I think it's an important one with managing the stress that can come out of this transformation that GN will go through.	SPK				shared	manual	599.0	0.0	0.0		2440.0	
254.0	0.931	P4	Yeah,	BCK				shared	manual	-9611.0			0.0	1130.0	
254.732	1.509	P3	mmh	BCK				shared	manual	-199.0			732.0	1708.0	
263.611	1.389	GROUP	(1.4)	SIL				shared	manual	7370.0					
265.0	10.0	P1	And I know there's a lot of talk about AI, but in effect, what can also enhance productivity is people feeling well at work.	SPK				shared	manual	0.0	1389.0	11000.0			
275.0	2.0	P1	Every study suggests that.	SPK				shared	manual	0.0	0.0	21000.0			
277.0	12.0	P1	I'm also leaning towards if I would have to choose one of these topics, it would probably be stress and workload management.	SPK				shared	manual	0.0	0.0	23000.0		1000.0	
277.091	0.5	P3	yeah	BCK				shared	manual	-11909.0			91.0	731.0	
277.36	0.5	P2	mh	BCK				shared	manual	-231.0			360.0	731.0	
289.0	5.0	P2	I think there might be a way to include that in the way we work across teams as well.	SPK				shared	manual	11140.0	0.0	0.0		500.0	
291.912	0.5	P1	yeah	BCK				shared	manual	-2088.0			2912.0	500.0	
294.0	11.0	P2	Because I think, especially for my job, you need to talk to a lot of different departments and explain what you are doing and everything.	SPK				shared	manual	1588.0	0.0	5000.0			
305.0	3.0	P2	And sometimes it's hard to get an answer.	SPK				shared	manual	0.0	0.0	16000.0			
308.0	6.0	P2	which can also, yeah, create some stress and workload that no one really catches, right?	SPK				shared	manual	0.0	0.0	19000.0			
