onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
1.401	0.220	MODERATOR	Good.	SPK		0.007925	1.63	MOD	confident					
1.621	2.061	GROUP	(2.1)	SIL				shared	manual	0				
3.682	3.902	MODERATOR	So we're going to the next task.	SPK		0.004034	1.56	MOD	confident	0	2061			
7.584	1.361	GROUP	(1.4)	SIL				shared	manual	0				
8.945	7.824	MODERATOR	And again, I would like you to look at the printer names for five, six seconds.	SPK		0.004724	1.07	MOD	confident	0	1361			
16.769	6.724	GROUP	(6.7)	SIL				shared	manual	0				
23.493	0.420	MODERATOR	Thank you.	SPK		0.002149	1.18	MOD	confident	0	6724			
23.913	3.347	GROUP	(3.3)	SIL				shared	manual	0				
27.260	11.806	MODERATOR	In this task we have an idea generation format where you need to come up with some ideas about a GN-wide social event.	SPK		0.003756	1.37	MOD	confident	0	3347			
39.066	3.181	GROUP	(3.2)	SIL				shared	manual	0				
42.247	5.043	MODERATOR	And you will get some time to write your own ideas on your tablet.	SPK		0.004054	1.28	MOD	confident	0	3181			
47.290	1.723	GROUP	(1.7)	SIL				shared	manual	0				
49.013	17.496	MODERATOR	And it's up to three idea so you can also just write one idea and you don't need to write the whole like just description of the idea the title if the title is just enough representing itself then that should be enough.	SPK		0.003155	1.04	shared	confident	0	1723			
66.509	3.230	GROUP	(3.2)	SIL				shared	manual	0				
69.739	0.700	MODERATOR	Do you have any question?	SPK				MOD	manual	0	3230			0
70.439	1.995	GROUP	(2.0)	SIL				shared	manual	0				0
72.434	7.767	P3	We will get some information of how the idea should be, or like in the tablet? This is our own...	SPK		0.043394	1.43	P3	confident	0	1995	1995		8164
77.814	5.171	MODERATOR	No, it's just... This is GN social event.	SPK				MOD	manual	-2387	-2387	-2387		10948
77.814	2.387	MODERATOR	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-5171				8164
77.817	0.503	P2	Or is this...	SPK				P2	manual	-2384	-5168	-5168		2515
77.817	0.503	P2	[OVL:competitive]	OVL	competitive			shared	manual	-503				2515
77.817	0.503	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-503				2515
78.320	5.390	GROUP	(5.4)	SIL				shared	manual	0				8558
83.579	0.956	P2	Okay.	BCK				P2	manual	-131				1834
83.710	0.592	P1	Great.	SPK				P1	manual	-825	5390	5390		1470
83.863	1.768	P4	So it's just like... Do we need to write?	SPK				P4	manual	-439	-439	-439		2764
83.863	0.439	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1768				1317
85.024	0.761	P1	And no budget.	SPK		0.076279	2.98	P1	confident	722	-607	-607		1214
85.024	0.607	P1	[OVL:competitive]	OVL	competitive			shared	manual	-761				1214
85.785	0.500	GROUP	(0.5)	SIL				shared	manual	154				227
86.058	2.306	P3	[LAUGHTER]	LAU				P3	manual	-227				3370
86.285	1.261	P1	Okay.	SPK		0.115840	0.87	P1	confident	-2079	500	654		2325
87.014	1.189	P2	Infinite.	SPK				P2	manual	-532	-532	-532		2253
87.014	0.532	P2	[OVL:competitive]	OVL	competitive			shared	manual	-1189				1596
88.203	0.857	GROUP	(0.9)	SIL				shared	manual	657				161
89.060	0.400	P1	Great.	SPK				P1	manual	0	857	857		642
89.139	0.828	P3	We are talking.	SPK				P3	manual	-321	-321	-321		642
89.139	0.321	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-828				642
89.967	0.321	GROUP	(0.3)	SIL				shared	manual	507				
90.288	12.888	MODERATOR	So you have around two minutes and a half for writing down your own ideas and then we will discuss the ideas together and select like the best one.	SPK				MOD	manual	0	321	321		
103.176	0.225	GROUP	(0.2)	SIL				shared	manual	0				62
103.339	0.840	P1	Mhm.	BCK		0.014267	2.21	P1	confident	-62				840
103.401	0.260	P2	Okay.	SPK		0.009710	5.78	P2	confident	-778	225	225		260
103.661	3.372	GROUP	(3.4)	SIL				shared	manual	0				518
107.033	1.509	P4	Can you give an example of what the idea could be?	SPK				P4	manual	0	3372	3372		
108.542	1.213	GROUP	(1.2)	SIL				shared	manual	0				
109.755	1.792	MODERATOR	So it can be just like going to ZOO.	SPK				MOD	manual	0	1213	1213		
111.547	0.416	GROUP	(0.4)	SIL				shared	manual	0				
111.963	0.301	P4	Okay.	SPK		0.039642	2.58	P4	confident	0	416	416		170
112.094	0.328	P2	Mmh.	BCK				P2	manual	-170			131	306
112.304	0.180	P4	Yeah.	SPK		0.010035	0.57	P4	confident	-118	40	757		198
112.404	0.841	P1	[SOFT LAUGHTER]	LAU				P1	manual	-80				859
112.484	0.898	GROUP	(0.9)	SIL				shared	manual	-761				761
113.382	1.389	P3	But it is for the whole GN.	SPK				P3	manual	0	898	898		
114.771	38.502	GROUP	(38.5)	SIL				shared	manual	0				
153.273	0.486	P1	Hmm.	SPK		0.008738	3.93	P1	confident	0	38502	38502		
153.759	182.600	GROUP	(182.6)	SIL				shared	manual	0				331
197.126	0.331	P1	Uf.	BCK				P1	manual	-139233				331
336.359	0.800	P2	Now it started again.	SPK		0.010208	4.61	P2	confident	138902	182600	182600		
337.159	0.922	GROUP	(0.9)	SIL				shared	manual	0				
338.081	3.019	MODERATOR	Yeah, it works based on the timer, so...	SPK				MOD	manual	0	922	922		1074
340.563	2.222	P2	Yeah, it's fine.	SPK		0.033824	3.79	P2	confident	-537	-537	-537		1074
340.563	0.537	P2	[OVL:competitive]	OVL	competitive			shared	manual	-2222				1074
342.785	0.220	GROUP	(0.2)	SIL				shared	manual	1685				0
343.005	2.282	P2	I'll just write this finish and do the question three.	SPK		0.011761	2.57	P2	confident	0	220	1905		0
345.287	33.945	GROUP	(33.9)	SIL				shared	manual	0				
379.232	0.376	P2	Okay, cool.	SPK				P2	manual	0	33945	38132		
379.608	14.430	GROUP	(14.4)	SIL				shared	manual	0				
394.038	4.243	P2	I don't know what's going to be put up.	SPK		0.011387	1.43	P2	confident	0	14430	52938		2418
396.430	0.567	P4	Yes.	SPK				P4	manual	-1851	-1851	-1851		1134
396.430	0.567	P4	[OVL:competitive]	OVL	competitive			shared	manual	-567				1134
396.997	2.346	GROUP	(2.3)	SIL				shared	manual	0				1284
