onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
18.086	1.761	MODERATOR	Again, the goal is to decide one.	SPK		0.004216	1.11	MOD	confident					
19.847	0.732	GROUP	(0.7)	SIL				shared	manual	0				
20.579	0.240	P2	Yes.	SPK		0.010248	3.32	P2	confident	0	732	732		
20.819	0.689	GROUP	(0.7)	SIL				shared	manual	0				
21.508	1.121	MODERATOR	Okay, you have seven minutes.	SPK		0.001966	1.02	MOD	confident	0	689	689		
22.629	0.331	GROUP	(0.3)	SIL				shared	manual	0				
22.960	0.340	P2	Okay.	SPK		0.005429	3.02	P2	confident	0	331	331		
23.300	3.653	GROUP	(3.7)	SIL				shared	manual	0				
26.953	13.265	P2	Well, I've looked into it, and my primary candidate is candidate C. I like the background, and I think it's good that he has been on the floor.	SPK		0.017857	2.47	P2	confident	0	3653	4324		611
32.731	0.611	P1	Yeah.	BCK				P1	manual	-7487			5778	611
40.218	1.461	GROUP	(1.5)	SIL				shared	manual	6876				
41.679	4.962	P2	I don't know if candidate B is too technical.	SPK		0.019603	2.47	P2	confident	0	1461	19050		0
46.641	0.580	GROUP	(0.6)	SIL				shared	manual	0				0
47.221	0.480	P2	I don't know.	SPK		0.020803	2.08	P2	confident	0	580	24592		
47.701	0.365	GROUP	(0.4)	SIL				shared	manual	0				
48.066	1.041	P1	We need soft skills.	SPK		0.024257	1.59	P1	confident	0	365	365		
49.107	0.300	GROUP	(0.3)	SIL				shared	manual	0				
49.407	2.062	P1	And the C has many soft skills.	SPK		0.013473	2.11	P1	confident	0	300	1706		630
49.543	0.630	P3	Mhm.	BCK				P3	manual	-1926			136	630
51.469	0.100	GROUP	(.)	SIL				shared	manual	1296				
51.569	3.784	P1	With the change management, the new tools, adoption of new tools.	SPK		0.014529	2.03	P1	confident	0	100	3868		738
54.984	0.661	P2	Exactly.	SPK		0.020391	2.58	P2	confident	-369	-369	-369		738
54.984	0.369	P2	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-661				738
55.645	0.568	GROUP	(0.6)	SIL				shared	manual	292				
56.213	0.941	P1	Look good, yeah.	SPK		0.009491	2.83	P1	confident	0	568	568		
57.187	7.788	P2	And I also think candidate A was good, but candidate A doesn't want to try new things, so I was a little bit...	SPK		0.017574	1.89	P2	confident	33	33	33		
64.975	4.543	GROUP	(4.5)	SIL				shared	manual	0				160
69.097	0.160	P3	Yeah.	BCK		0.015483	5.84	P3	confident	-421				160
69.518	10.142	P4	Yeah, I think I kind of feel the same way because B could be really, really good if he has those soft skills, but we don't know if he does or not.	SPK		0.030061	7.31	P4	confident	261	4543	4543		171
79.135	0.171	P1	Mhm.	BCK				P1	manual	-525			9617	171
79.660	0.186	GROUP	(.)	SIL				shared	manual	354				
79.846	0.901	P2	No, we don't.	SPK		0.023458	1.53	P2	confident	0	186	186		349
79.921	0.349	P1	Yeah.	BCK				P1	manual	-826			75	349
80.747	0.214	GROUP	(0.2)	SIL				shared	manual	477				
80.961	6.881	P4	So if he has them, he would probably be the best, but C does seem to have them and highly rated by, oh, sorry.	SPK		0.037250	9.68	P4	confident	0	214	214		
87.842	1.701	GROUP	(1.7)	SIL				shared	manual	0				
89.543	8.442	P4	And it seems like he has a good history of being able to create adoption.	SPK		0.021745	9.86	P4	confident	0	1701	8796		0
97.985	1.573	GROUP	(1.6)	SIL				shared	manual	0				0
99.558	0.992	P1	And what about you?	SPK				P1	manual	0	1573	1573		300
100.209	0.300	P3	Yeah.	BCK				P3	manual	-341			651	300
100.550	3.716	GROUP	(3.7)	SIL				shared	manual	41				0
104.266	17.654	P3	I think actually all three candidates they look very promising so it's a little bit down to if you talk to them how you if you can find out more how they interact I think that could could help a little bit	SPK		0.018132	2.91	P3	confident	0	3716	3716		
121.920	11.244	GROUP	(11.2)	SIL				shared	manual	0				
133.164	5.141	P1	But you don't want to pick one of them.	SPK		0.010251	3.21	P1	confident	0	11244	11244		
138.305	1.802	GROUP	(1.8)	SIL				shared	manual	0				
140.107	3.002	P3	Yeah, let's say I talk to all three of them.	SPK		0.047740	6.19	P3	confident	0	1802	1802		
143.109	0.280	GROUP	(0.3)	SIL				shared	manual	0				
143.389	9.448	P3	Then I would say, I agree with you that probably A or C sounds more promising.	SPK		0.031878	5.21	P3	confident	0	280	5084		0
152.837	4.168	GROUP	(4.2)	SIL				shared	manual	0				1218
153.201	1.218	P1	Mhm, ok.	BCK				P1	manual	-3804				1218
157.005	6.026	P2	Yeah, because candidate B doesn't take care of the end user.	SPK		0.014797	1.93	P2	confident	2586	4168	4168		
163.031	0.060	GROUP	(.)	SIL				shared	manual	0				
163.091	2.682	P2	I think that's something we would like to engage.	SPK		0.017764	2.34	P2	confident	0	60	10254		
165.773	0.930	GROUP	(0.9)	SIL				shared	manual	0				220
166.163	0.220	P3	Yeah?	BCK		0.064278	6.16	P3	confident	-540				220
166.703	0.342	P2	Yeah.	SPK		0.017637	1.46	P2	confident	320	930	13866		0
167.045	0.239	GROUP	(0.2)	SIL				shared	manual	0				0
167.284	0.629	P3	Yeah, definitely.	SPK				P3	manual	0	239	239		
167.913	7.135	GROUP	(7.1)	SIL				shared	manual	0				521
168.003	0.521	P2	Yeah.	BCK				P2	manual	-7045				521
175.048	5.143	P3	So what is a little bit unclear to me, are they all internal candidates here or is it...	SPK		0.030881	6.27	P3	confident	6524	7135	8003		
180.191	1.100	GROUP	(1.1)	SIL				shared	manual	0				
181.291	2.222	P1	I don't think so, because one...	SPK		0.010560	3.51	P1	confident	0	1100	1100		
183.513	3.644	GROUP	(3.6)	SIL				shared	manual	0				
187.157	0.540	P2	I don't know.	SPK		0.015079	1.56	P2	confident	0	3644	3644		
187.697	0.414	GROUP	(0.4)	SIL				shared	manual	0				
188.111	0.560	P1	I don't know.	SPK		0.016401	3.55	P1	confident	0	414	414		
188.671	0.463	GROUP	(0.5)	SIL				shared	manual	0				517
188.812	0.200	P1	Yeah.	BCK		0.040420	4.28	P1	confident	-322				395
188.817	0.449	P3	Yeah.	BCK				P3	manual	-195				644
189.134	5.103	P4	I can't read out of the text what it said.	SPK		0.021965	1.65	P4	confident	-132	463	463		6055
191.620	0.180	P2	No.	SPK		0.011758	2.73	P2	confident	-2617	-2617	-2617		360
191.620	0.180	P2	[OVL:smooth]	OVL	smooth			shared	manual	-180				360
191.800	1.267	GROUP	(1.3)	SIL				shared	manual	0				1267
193.067	0.686	P1	It doesn't say.	SPK				P1	manual	0	1267	1267		3328
193.067	0.686	P1	[OVL:competitive]	OVL	competitive			shared	manual	-686				3328
193.101	5.301	P2	No, it doesn't say... I believe it would have been mentioned.	SPK		0.025182	0.68	P2	confident	-652	-652	-652		9875
193.101	1.136	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-5301				4228
193.101	0.652	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1136				3260
194.417	1.662	P4	No, it doesn't say anything.	SPK		0.028873	1.42	P4	confident	664	-3985	-3985		3324
194.417	1.662	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1662				3324
196.079	7.993	GROUP	(8.0)	SIL				shared	manual	0				2603
202.045	0.280	P3	Yeah?	BCK				P3	manual	-2027				280
204.072	5.964	P3	But perhaps it could be a good idea still to call in for a second round of interviews	SPK				P3	manual	1747	7993	7993		359
209.439	0.359	P2	Yeah.	BCK				P2	manual	-597			5367	359
210.036	0.451	GROUP	(0.5)	SIL				shared	manual	238				
210.487	0.941	P4	Oh, absolutely.	SPK		0.062779	2.07	P4	confident	0	451	451		246
211.305	0.280	P1	Yeah.	SPK		0.020753	0.52	P1	confident	-123	-123	-123		246
211.305	0.123	P1	[OVL:smooth]	OVL	smooth			shared	manual	-280				246
211.608	0.680	P4	Absolutely.	SPK		0.021584	1.51	P4	confident	180	23	23		
212.288	9.899	GROUP	(9.9)	SIL				shared	manual	0				
222.187	3.141	P4	Should we then make a prioritized list who we want to call in first?	SPK		0.036807	2.41	P4	confident	0	9899	10602		234
225.211	3.767	P2	One final candidate, we have to find one...	SPK				P2	manual	-117	-117	-117		6885
225.211	0.117	P2	[OVL:smooth]	OVL	smooth			shared	manual	-3767				234
226.248	1.220	P4	Yeah, we have to find one.	SPK		0.046747	2.18	P4	confident	920	-2730	-2730		3631
226.248	1.220	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1220				3631
227.071	2.081	P1	Yeah, we have to pick one.	SPK		0.027098	1.04	P1	confident	-397	-397	-397		5005
227.071	1.907	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2081				5005
227.071	0.397	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1907				1985
229.152	1.173	GROUP	(1.2)	SIL				shared	manual	1684				1090
229.306	0.239	P2	Yeah.	BCK				P2	manual	-1019				450
229.334	0.521	P3	Okay.	BCK		0.035616	1.13	P3	confident	-211				898
229.689	0.330	P1	Yeah.	BCK				P1	manual	-166				496
230.325	1.905	P1	So you have to make a decision.	SPK				P1	manual	306	1173	2857		3083
230.935	0.570	P2	Exactly.	SPK				P2	manual	-1295	-1295	-1295		1140
230.935	0.570	P2	[OVL:competitive]	OVL	competitive			shared	manual	-570				1140
231.505	0.208	GROUP	(0.2)	SIL				shared	manual	0				392
231.529	0.922	P3	Yeah, yeah, ok	BCK				P3	manual	-184			1204	2140
231.713	1.660	P1	Yeah, sorry too.	SPK		0.073612	2.19	P1	confident	-738	208	208		1772
231.713	0.517	P1	[OVL:competitive]	OVL	competitive			shared	manual	-1660				1551
233.373	19.260	GROUP	(19.3)	SIL				shared	manual	1143				4157
233.779	0.240	P2	Yeah.	BCK		0.031605	3.36	P2	confident	-18854				240
234.894	0.280	P1	Oops.	BCK		0.014037	3.36	P1	confident	875				280
235.499	2.995	P1	[LAUGHTER]	LAU				P1	manual	325				2995
240.941	0.422	P3	Yeah.	BCK				P3	manual	2447				422
251.708	0.220	P3	Yeah.	BCK		0.027873	6.45	P3	confident	10345				220
252.633	7.325	P3	So it's also a little bit down to what we expect from the role or from the person, right?	SPK		0.030557	6.26	P3	confident	705	19260	19260		
259.958	0.100	GROUP	(.)	SIL				shared	manual	0				0
260.058	7.847	P3	Is it someone who can support technically or is it more someone who can convince and sell?	SPK		0.017883	2.27	P3	confident	0	100	26685		0
267.905	0.791	GROUP	(0.8)	SIL				shared	manual	0				220
268.185	0.220	P3	Yeah.	BCK		0.025854	0.79	P3	confident	-511				220
268.696	4.122	P4	If you look at the role, it looks like it's...	SPK		0.040979	2.80	P4	confident	291	791	791		9420
270.249	0.780	P2	Yeah.	BCK		0.021806	0.50	P2	uncertain	-2569			1553	1555
270.778	1.680	P2	It's supporting function, yeah?	SPK				P2	manual	-251	-2040	-2040		8171
270.778	1.680	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1680				8171
270.938	3.002	P1	It's a change, it's a big change.	SPK				P1	manual	-1520	-1520	-1520		8411
270.938	1.880	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-3002				8411
270.938	1.520	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1880				7691
273.940	0.238	GROUP	(0.2)	SIL				shared	manual	1482				
274.178	3.061	P4	Isn't it on helping teams to understand?	SPK		0.028401	6.71	P4	confident	0	238	238		342
276.863	0.342	P1	Yeah.	BCK				P1	manual	-376			2685	342
277.260	9.824	P4	I mean, really, I think it's that trying to convince them AI is okay and we can use it for all this great stuff.	SPK		0.064087	5.25	P4	confident	55	21	3320		300
278.274	0.300	P2	Yeah.	BCK		0.032435	3.42	P2	confident	-8810			1014	300
287.084	0.500	GROUP	(0.5)	SIL				shared	manual	8510				300
287.259	0.300	P2	Yeah.	BCK		0.011696	2.31	P2	confident	-325				300
287.584	2.141	P4	Kind of the salesman approach.	SPK		0.050782	2.61	P4	confident	25	500	13644		
289.725	0.140	GROUP	(.)	SIL				shared	manual	0				
289.865	2.201	P4	That's how I read what we're supposed to do.	SPK		0.053315	2.66	P4	confident	0	140	15925		1660
290.597	0.410	P2	Yeah!	BCK				P2	manual	-1469			732	410
291.026	1.146	P3	Yeah, yeah.	BCK				P3	manual	19			1161	1356
291.961	2.581	P2	So it should be a person that interact with people.	SPK		0.030599	1.01	P2	confident	-211	-105	-105		421
291.961	0.105	P2	[OVL:smooth]	OVL	smooth			shared	manual	-2581				315
294.542	0.205	GROUP	(0.2)	SIL				shared	manual	2476				0
294.747	7.262	P4	Yeah, and is charismatic enough to convince him to use AI.	SPK		0.048796	3.81	P4	confident	0	205	205		5811
294.946	0.621	P3	Yeah.	BCK				P3	manual	-7063			199	1032
295.065	0.411	P2	Yeah.	BCK				P2	manual	-502			318	822
299.487	0.790	P2	Exactly.	SPK				P2	manual	4011	-2522	-2522		1580
299.487	0.790	P2	[OVL:competitive]	OVL	competitive			shared	manual	-790				1580
300.277	0.803	GROUP	(0.8)	SIL				shared	manual	0				1178
300.705	0.538	P2	Yeah.	BCK				P2	manual	-375			5958	1239
301.080	1.043	P3	Sounds right, yeah.	SPK				P3	manual	-163	803	803		2169
301.080	0.929	P3	[OVL:competitive]	OVL	competitive			shared	manual	-1043				2021
302.049	13.784	P4	So I think with that, I think I would do the C, but we don't know in C if he actually has AI knowledge because it says the first A has limited knowledge, right?	SPK		0.057509	6.00	P4	confident	40	-74	-74		254
302.049	0.074	P4	[OVL:smooth]	OVL	smooth			shared	manual	-13784				148
315.727	0.389	P2	Mhm.	BCK				P2	manual	13604			13678	389
315.833	0.120	GROUP	(.)	SIL				shared	manual	-283				120
315.953	3.541	P4	But it just says IT for C, so I don't know.	SPK		0.049530	6.73	P4	confident	0	120	13830		163
319.494	0.400	GROUP	(0.4)	SIL				shared	manual	0				
319.894	4.087	P4	So if that means AI, well, then C would be a better candidate.	SPK		0.047873	9.60	P4	confident	0	400	17771		
324.001	0.821	P4	But I don't know.	SPK		0.038666	8.21	P4	confident	20	20	21878		
324.822	0.180	GROUP	(.)	SIL				shared	manual	0				
325.002	0.661	P4	What do you think?	SPK		0.029689	8.10	P4	confident	0	180	22879		
325.663	0.605	GROUP	(0.6)	SIL				shared	manual	0				0
326.268	3.161	P3	He's familiar with common AI tools.	SPK		0.041926	5.29	P3	confident	0	605	605		0
329.429	0.380	GROUP	(0.4)	SIL				shared	manual	0				
329.809	0.500	P3	Who isn't?	SPK		0.030547	5.05	P3	confident	0	380	4146		
330.309	0.483	GROUP	(0.5)	SIL				shared	manual	0				0
330.792	1.502	P1	I think it's... Yeah.	SPK		0.152279	3.95	P1	confident	0	483	483		1688
