onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
179.945	3.021	MODERATOR	Okay, now we'll reveal the group outcome first.	SPK		0.003316	1.40	shared	confident					
182.966	24.650	GROUP	(24.7)	SIL				shared	confident	0				
207.616	1.521	MODERATOR	You can discuss if you want.	SPK		0.001615	1.13	shared	confident	0	24650			
209.137	17.065	GROUP	(17.1)	SIL				shared	confident	0				
226.202	1.501	P1	So I was expecting more return.	SPK		0.029490	6.97	mic9	confident	0	17065	17065		
227.703	0.680	GROUP	(0.7)	SIL				shared	confident	0				
228.383	1.321	P1	Maybe I didn't do the math correctly.	SPK		0.023493	7.28	mic9	confident	0	680	19246		
229.704	8.358	GROUP	(8.4)	SIL				shared	confident	0				
238.062	1.420	P2	I don't, yeah, maybe I don't understand it.	SPK		0.014814	4.23	mic10	confident	0	8358	8358		
239.482	0.860	GROUP	(0.9)	SIL				shared	confident	0				
240.342	8.222	P2	If I had kept all 10 tokens, then I would have ended up with more money?	SPK		0.012952	2.49	mic10	confident	0	860	10638		0
248.564	0.372	GROUP	(0.4)	SIL				shared	confident	0				0
248.936	0.321	P1	Yeah.	SPK		0.013000	1.09	mic9	confident	0	372	372		308
249.103	0.180	P4	Yeah.	SPK		0.011844	6.36	mic12	confident	-154	-154	-154		308
249.103	0.154	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-180				308
249.283	1.202	GROUP	(1.2)	SIL				shared	confident	26				0
250.485	0.940	P2	That doesn't make sense to me.	SPK		0.004257	2.45	mic10	confident	0	1202	1202		
251.425	1.109	GROUP	(1.1)	SIL				shared	confident	0				0
252.534	2.322	MODERATOR	I will now share everyone's contribution and you can discuss the outcome for three minutes	SPK		0.010576	1.23	mic11	confident	0	1109	1109		0
254.856	22.473	GROUP	(22.5)	SIL				shared	confident	0				
277.329	0.781	P2	I don't get the math.	SPK		0.004682	2.99	mic10	confident	0	22473	22473		
278.110	2.137	GROUP	(2.1)	SIL				shared	confident	0				
280.247	25.767	P1	So the more	SPK		0.014607	1.11	mic9	confident	0	2137	2137		41875
280.294	3.342	P4	But that's how much we contributed or how much we have left?	SPK		0.030308	1.64	mic12	confident	-25720	-25720	-25720		6684
280.294	3.342	P4	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-3342				6684
283.636	0.360	GROUP	(0.4)	SIL				shared	confident	0				360
283.996	0.781	P4	How much we have left?	SPK		0.027837	4.49	mic12	confident	0	360	-22018		1562
283.996	0.781	P4	[OVL:competitive]	OVL	competitive			shared	confident	-781				1562
