onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
21.492	3.944	MODERATOR	Okay, then we can start with the first task.	SPK		0.004411	1.39	MOD	confident					
25.476	1.823	MODERATOR	So it will be around 10 minutes.	SPK		0.003136	1.32	MOD	confident	40	40			
27.299	0.660	GROUP	(0.7)	SIL				shared	manual	0				
27.959	2.623	MODERATOR	First of all, I will explain what it is.	SPK		0.003739	1.37	MOD	confident	0	660			
30.582	0.180	GROUP	(.)	SIL				shared	manual	0				
30.762	2.843	MODERATOR	And this time you can ask me any questions.	SPK		0.004923	1.57	MOD	confident	0	180			0
33.605	0.663	GROUP	(0.7)	SIL				shared	manual	0				0
34.268	5.346	MODERATOR	But during the task, try to not direct your attention to me and not direct questions to me.	SPK		0.006017	1.22	MOD	confident	0	663			0
39.614	1.480	GROUP	(1.5)	SIL				shared	manual	0				0
41.094	9.067	MODERATOR	So in this first task you have to imagine that you are part of a hiring committee and you're evaluating three different candidates for an internal role at GN.	SPK		0.004390	1.43	MOD	confident	0	1480			
50.161	1.161	GROUP	(1.2)	SIL				shared	manual	0				
51.322	6.806	MODERATOR	So the position is related to supporting AI adoption initiatives across different departments and AI transformation.	SPK		0.004201	1.35	MOD	confident	0	1161			
58.128	0.720	GROUP	(0.7)	SIL				shared	manual	0				
58.848	5.385	MODERATOR	So the role would focus on helping teams to understand the potential of AI in different activities and where they can use some AI tools and support the role of those tools.	SPK		0.004078	1.29	MOD	confident	0	720			
64.233	8.424	GROUP	(8.4)	SIL				shared	manual	0				0
72.657	2.781	MODERATOR	Each of you will receive some information about these candidates.	SPK		0.005528	1.91	MOD	confident	0	8424			0
75.438	0.181	GROUP	(.)	SIL				shared	manual	0				
75.619	7.003	MODERATOR	It's A, B and C. A is the same for all of you and the same for the others.	SPK		0.004434	1.61	MOD	confident	0	181			
82.622	1.361	GROUP	(1.4)	SIL				shared	manual	0				
83.983	7.604	MODERATOR	You may not show your tablet screen to other participants, but you can of course share all the information that's in the tablets.	SPK		0.004901	1.59	MOD	confident	0	1361			
91.587	1.394	GROUP	(1.4)	SIL				shared	manual	0				0
92.981	8.902	MODERATOR	But try to read aloud exactly the words that you will get, try to retrace them and make it natural in the conversation.	SPK		0.004015	1.37	MOD	confident	0	1394			0
101.883	0.841	GROUP	(0.8)	SIL				shared	manual	0				
102.724	7.982	MODERATOR	And at the end of the task you should be able to come up with a decision about which candidate is better for the position.	SPK		0.004855	1.51	MOD	confident	0	841			
110.706	2.400	GROUP	(2.4)	SIL				shared	manual	0				0
113.106	0.861	MODERATOR	Do you have any questions?	SPK		0.003784	1.45	MOD	confident	0	2400			0
113.967	1.867	GROUP	(1.9)	SIL				shared	manual	0				
115.834	0.637	P2	Not right now.	SPK				P2	manual	0	1867	1867		1168
115.887	2.781	P4	So we get the same information for all the three candidates?	SPK		0.050595	12.47	P4	confident	-584	-584	-584		1168
115.887	0.584	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2781				1168
118.668	0.979	GROUP	(1.0)	SIL				shared	manual	2197				
119.647	2.602	MODERATOR	You get some, each of you will get some information.	SPK		0.023872	6.29	MOD	confident	0	979	979		
122.289	1.241	P4	Okay, part of them.	SPK		0.010256	1.74	P4	confident	40	40	40		398
