onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
4.630	4.324	P4	Maybe, I mean, in those types of situations we would have more information.	SPK		0.041004	9.59	P4	confident					520
8.694	0.922	P2	Yeah, exactly, yeah.	SPK				P2	manual	-260	-260	-260		950
8.694	0.260	P2	[OVL:smooth]	OVL	smooth			shared	manual	-922				520
9.080	0.430	P1	Yes.	BCK				P1	manual	126			386	430
9.616	0.199	GROUP	(.)	SIL				shared	manual	106				0
9.815	0.561	P4	I'm thinking.	SPK		0.021687	9.71	P4	confident	0	199	199		
10.376	0.671	GROUP	(0.7)	SIL				shared	manual	0				
11.047	0.902	P1	Time to prepare.	SPK		0.021997	3.88	P1	confident	0	671	671		
11.949	0.190	GROUP	(.)	SIL				shared	manual	0				
12.139	0.261	P3	Yes.	SPK		0.073718	3.35	P3	confident	0	190	190		405
12.163	0.640	P4	Yeah!	BCK				P4	manual	-237			24	1920
12.232	3.009	P1	[LAUGHTER]	LAU				P1	manual	-571				7975
12.400	4.133	GROUP	(4.1)	SIL				shared	manual	-2841				7639
12.402	2.205	P3	[LAUGHTER]	LAU				P3	manual	-4131				6923
12.495	2.190	P2	[LAUGHTER]	LAU				P2	manual	-2112				6800
16.533	18.778	MODERATOR	So now it's time for T3, maybe a bit more of a fun one, because imagine that you've been tasked to decide an idea for a GN social event, so of course it has to be feasible for as many employees as possible, but also try to be creative and original.	SPK		0.003472	1.28	MOD	confident	1848	4133	4133		
35.311	1.941	GROUP	(1.9)	SIL				shared	manual	0				
37.252	12.104	MODERATOR	And you will first have time to generate some ideas and then you can discuss everyone's ideas and then you have to decide only one final best.	SPK		0.003126	1.25	MOD	confident	0	1941	24852		
49.381	2.661	MODERATOR	You cannot mix ideas even if they're great.	SPK		0.005443	1.24	MOD	confident	25	25	36981		
52.042	1.040	GROUP	(1.0)	SIL				shared	manual	0				392
52.690	2.731	P1	[LAUGHTER]	LAU				P1	manual	-392				2731
53.082	1.521	P2	Okay, no discussion?	SPK		0.043512	2.06	P2	confident	-2339	1040	1040		1521
54.603	2.975	GROUP	(3.0)	SIL				shared	manual	0				818
57.578	3.761	MODERATOR	Okay, so first I'm gonna give time to decide your ideas.	SPK		0.004236	1.32	MOD	confident	0	2975	2975		0
61.339	1.180	GROUP	(1.2)	SIL				shared	manual	0				0
62.519	2.221	MODERATOR	You have to submit the form at the end.	SPK		0.003240	1.30	MOD	confident	0	1180	7916		
64.740	20.746	GROUP	(20.7)	SIL				shared	manual	0				341
67.432	0.341	P2	Okay.	BCK		0.020779	3.82	P2	confident	-18054				341
85.486	1.703	P1	Sorry, what is the example?	SPK		0.007048	2.40	P1	confident	17713	20746	20746		0
87.189	0.120	GROUP	(.)	SIL				shared	manual	0				0
87.309	1.583	P1	Team cutting?	SPK		0.008253	2.31	P1	confident	0	120	22569		
88.892	0.520	GROUP	(0.5)	SIL				shared	manual	0				
89.412	0.181	P1	No.	SPK		0.008909	3.22	P1	confident	0	520	24672		
89.593	0.328	GROUP	(0.3)	SIL				shared	manual	0				
89.921	0.440	P2	Outing?	SPK		0.019341	2.90	P2	confident	0	328	328		
