onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
0.371	28.279	MODERATOR	The first task and before doing the task I would like you to for three to five second look at the printed name in front of you again in the circle the target perfect thank you so the task one is a task that you play	SPK		0.007942	1.28	MOD	confident					17045
16.717	1.462	P3	At this one?	SPK		0.013189	5.82	P3	confident	-11933	-11933	-11933		5564
16.717	1.462	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1462				5564
17.299	1.160	P4	The circle? The target?	SPK		0.013170	0.55	P4	confident	-880	-880	-880		4960
17.299	1.160	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1160				4960
17.299	0.880	P4	[OVL:competitive]	OVL	competitive			shared	manual	-1160				4400
18.459	0.272	GROUP	(0.3)	SIL				shared	manual	280				272
18.731	0.730	MODERATOR	Yeah, the target, yeah.	SPK				MOD	manual	0	272	272		1460
18.731	0.730	MODERATOR	[OVL:competitive]	OVL	competitive			shared	manual	-730				1460
19.461	10.715	GROUP	(10.7)	SIL				shared	manual	0				9189
30.176	26.081	MODERATOR	role of hiring committee you will be evaluating three applicants for an internal role at GN and the position is about supporting AI adoption and transformation across different departments so we'll get some information about the role on the screen and some individual information on your tablets about applicants	SPK		0.004139	1.43	MOD	confident	0	10715	11717		
56.257	3.296	GROUP	(3.3)	SIL				shared	manual	0				
59.553	5.263	MODERATOR	You will have around one minute to silently read your information on your tablet.	SPK		0.008722	1.80	MOD	confident	0	3296	41094		
64.816	0.320	GROUP	(0.3)	SIL				shared	manual	0				
65.136	1.941	MODERATOR	Please don't look at the other people's tablet.	SPK		0.002709	1.33	MOD	confident	0	320	46677		
67.077	1.521	GROUP	(1.5)	SIL				shared	manual	0				
68.598	13.426	MODERATOR	And then after that, you will have seven minutes to discuss about the different applicants and finalize one as a final applicant for the role.	SPK		0.003850	1.42	MOD	confident	0	1521	50139		
82.024	1.641	GROUP	(1.6)	SIL				shared	manual	0				
83.665	4.702	MODERATOR	If you don't have any questions, I will send you the evidence cards.	SPK		0.003796	1.59	MOD	confident	0	1641	65206		
88.367	3.585	GROUP	(3.6)	SIL				shared	manual	0				
91.952	0.260	MODERATOR	Okay?	SPK		0.005545	1.59	MOD	confident	0	3585	73493		
92.212	0.312	GROUP	(0.3)	SIL				shared	manual	0				
92.524	0.364	P3	Yes.	SPK		0.015492	0.87	P3	confident	0	312	312		630
92.573	0.480	P1	Mhm.	SPK		0.010636	0.50	P1	confident	-315	-315	-315		630
92.573	0.315	P1	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-480				630
93.053	1.061	GROUP	(1.1)	SIL				shared	manual	165				426
93.317	0.426	P2	Yeah.	BCK				P2	manual	-797				426
94.114	0.220	MODERATOR	Yes?	SPK		0.005622	1.72	MOD	confident	371	1061	1061		
94.334	0.360	GROUP	(0.4)	SIL				shared	manual	0				
94.694	1.341	MODERATOR	So please read your information.	SPK		0.007172	1.75	MOD	confident	0	360	1641		
96.035	78.186	GROUP	(78.2)	SIL				shared	manual	0				
174.221	22.795	MODERATOR	Now you have seven minutes to discuss your opinion about the candidates but you should remember you cannot read directly from your information on your tablet it means that you cannot say the exact word but you can rephrase it paraphrase it whatever you can share the information in any other format	SPK		0.006372	2.09	MOD	confident	0	78186	81168		0
197.016	2.590	GROUP	(2.6)	SIL				shared	manual	0				0
199.606	0.571	MODERATOR	Stage is yours.	SPK				MOD	manual	0	2590	106553		
