onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
11.600	0.360	MODERATOR	Okay.	SPK		0.002741	0.72	MOD	uncertain					308
11.806	2.422	MODERATOR	If you're all done with the questionnaire	SPK		0.003796	1.93	MOD	confident	-154	-154			308
11.806	0.154	MODERATOR	[OVL:smooth]	OVL	smooth			shared	manual	-2422				308
14.228	1.281	GROUP	(1.3)	SIL				shared	manual	2268				
15.509	2.622	MODERATOR	We can continue to the second task.	SPK		0.002112	1.22	MOD	confident	0	1281			
18.131	1.401	GROUP	(1.4)	SIL				shared	manual	0				
19.532	10.988	MODERATOR	So this will be a negotiation task and it's based around deciding on an internal GN workshop, so for all GN employees.	SPK		0.004145	1.47	MOD	confident	0	1401			
30.520	1.181	GROUP	(1.2)	SIL				shared	manual	0				
31.701	4.243	MODERATOR	And you must decide the topic of the workshop and the format of the workshop.	SPK		0.003313	1.33	MOD	confident	0	1181			
35.944	1.120	GROUP	(1.1)	SIL				shared	manual	0				
37.064	10.868	MODERATOR	Each of you will receive a private rollcard and you will receive what is your priority, either the topic and the format, and you should try to negotiate for that.	SPK		0.003272	1.42	MOD	confident	0	1120			
47.932	0.700	GROUP	(0.7)	SIL				shared	manual	0				0
48.632	5.704	MODERATOR	And you will also receive some preferences and you should also advocate for those preferences.	SPK		0.003066	1.40	MOD	confident	0	700			0
54.336	0.860	GROUP	(0.9)	SIL				shared	manual	0				
55.196	6.825	MODERATOR	You may not show your rollcard to the other person, but of course you can freely discuss	SPK		0.003937	1.43	MOD	confident	0	860			
62.021	1.129	GROUP	(1.1)	SIL				shared	manual	0				
63.150	5.103	MODERATOR	At the end, you must agree on only one topic and one format for the workshop.	SPK		0.004253	1.57	MOD	confident	0	1129			
68.253	2.617	GROUP	(2.6)	SIL				shared	manual	0				
70.870	1.141	P2	I have one quick question.	SPK		0.006365	1.81	P2	confident	0	2617	2617		0
72.011	0.460	GROUP	(0.5)	SIL				shared	manual	0				0
72.471	7.743	P2	Do we act as what was provided on the roll card or we also act as our individual, like a person?	SPK		0.010527	3.14	P2	confident	0	460	4218		
80.214	2.761	GROUP	(2.8)	SIL				shared	manual	0				100
82.855	0.100	P2	Okay.	BCK		0.007083	1.11	P2	uncertain	-120				100
82.975	1.921	MODERATOR	But first you can apply to what you think.	SPK		0.009890	2.13	MOD	confident	20	2761	2761		
84.896	0.500	GROUP	(0.5)	SIL				shared	manual	0				460
84.916	0.460	P2	Okay, yeah.	BCK		0.010626	3.74	P2	uncertain	-480				460
85.396	1.261	P2	I just want to understand.	SPK		0.006777	2.48	P2	confident	20	500	500		
86.677	0.100	MODERATOR	Yeah.	SPK		0.004600	2.32	MOD	confident	20	20	20		
86.777	2.446	GROUP	(2.4)	SIL				shared	manual	0				
89.223	18.830	MODERATOR	And you will now receive on the screen the different formats and the different topics and also the roll cards and you can take some time to read them but also you can start talking whenever you don't need to be prompted by me and you will also have seven minutes for this task.	SPK		0.003626	1.53	MOD	confident	0	2446	2566		
108.053	29.919	GROUP	(29.9)	SIL				shared	manual	0				
137.972	3.358	P3	In R&D, we usually decide these things, but it's a real call.	SPK		0.031607	1.86	P3	confident	0	29919	29919		197
141.133	1.400	P2	[SOFT LAUGHTER]	LAU				P2	manual	-197				1400
141.330	9.710	GROUP	(9.7)	SIL				shared	manual	-1203				1203
151.040	1.623	P3	Oh, there's more stuff here.	SPK		0.004460	1.22	P3	confident	0	9710	42987		0
152.663	14.446	GROUP	(14.4)	SIL				shared	manual	0				
167.109	20.564	P4	Yeah, so i i would think like such workshops should topic wise not be too detailed or too like specific um so i think in general like uh work better across teams and manage stress i mean for me this goes together because if you have a clear like i don't know like uh	SPK		0.040613	8.69	P4	confident	0	14446	14446		824
176.107	0.373	P2	Mhm.	BCK				P2	manual	-11566			8998	373
185.130	0.451	P2	Mhm.	BCK				P2	manual	8650			18021	451
187.673	1.916	GROUP	(1.9)	SIL				shared	manual	2092				
189.589	20.981	P4	structure or pattern of communication in mind like how do you bring forward topics or like requests or like problems like then it's also much much easier to work so your cognitive or mental workload also decreases	SPK		0.023082	2.52	P4	confident	0	1916	36926		16326
202.407	8.870	P3	Yes, and we say that the best way to do that is with having proper processes that would make our make our productivity up	SPK				P3	confident	-8163	-8163	-8163		16326
202.407	8.163	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-8870				16326
211.277	0.187	GROUP	(.)	SIL				shared	manual	707				0
211.464	4.023	P1	I just think we need to keep in mind that this is to be for everybody across GN, right?	SPK		0.021210	2.95	P1	confident	0	187	187		893
214.639	0.301	P4	Yes.	BCK				P4	manual	-848			3175	346
214.895	0.779	P2	Exactly.	BCK				P2	manual	-45			3431	824
215.487	0.300	GROUP	(0.3)	SIL				shared	manual	-187				187
215.787	3.922	P1	So I think working across teams is not going to hit everybody, right?	SPK		0.021401	3.15	P1	confident	0	300	4510		
219.749	3.242	P1	You have a lot of people who doesn't have the need to work across teams.	SPK		0.017838	5.21	P1	confident	40	40	8472		
222.991	0.060	GROUP	(.)	SIL				shared	manual	0				0
223.051	8.125	P1	So I will think it's more about workload and stress and the whole environment because there you can engage everybody across GN.	SPK		0.018552	5.59	P1	confident	0	60	11774		0
231.176	14.138	GROUP	(14.1)	SIL				shared	manual	0				
245.314	9.633	P3	The most efficient way of handling these kind of things is to not take away too much from people's time to do their work tasks.	SPK		0.012018	3.42	P3	confident	0	14138	14138		
254.947	0.320	GROUP	(0.3)	SIL				shared	manual	0				
255.267	4.606	P3	If they can just do it at their own pace whenever they want to do it.	SPK		0.010077	3.40	P3	confident	0	320	24091		
259.873	1.344	GROUP	(1.3)	SIL				shared	manual	0				
261.217	9.048	P3	And when they have good time for it, so I would say something like online trainings and quizes are quite good for that.	SPK				P3	manual	0	1344	30041		4726
268.117	17.627	P4	Yes yeah i mean yes i mean especially across teams and like if you have a lot of people with different opinions and ways of thinking mindsets like i think online training because it's anonymous so there's no like way that you have to like expose yourself too much in terms of like uh	SPK		0.041564	7.68	P4	confident	-2148	-2148	-2148		4726
268.117	2.148	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-17627				4726
268.364	0.430	P2	Mhm.	BCK				P2	manual	-1901			247	1290
285.757	1.381	P1	But it's a workshop, right?	SPK		0.015311	1.55	P1	confident	16963	13	13		
287.178	4.081	P1	It's not a question of quizzes and being anonymous.	SPK		0.018541	5.42	P1	confident	40	40	1434		
291.259	0.080	GROUP	(.)	SIL				shared	manual	0				
291.339	3.862	P1	It's about working together and I think being engaged.	SPK		0.018358	5.80	P1	confident	0	80	5595		
295.201	0.080	GROUP	(.)	SIL				shared	manual	0				
295.281	3.501	P1	If we're doing it online, like you said, then people actually don't have to engage.	SPK		0.013581	5.14	P1	confident	0	80	9537		
298.782	0.440	GROUP	(0.4)	SIL				shared	manual	0				
299.222	1.341	P1	I think it's important we engage.	SPK		0.011685	5.36	P1	confident	0	440	13478		
300.563	2.960	GROUP	(3.0)	SIL				shared	manual	0				
303.523	18.766	P3	Yeah, but then also the uh i think there's a better chance of having a good turn uh turnover or turnout of the uh a turnout of uh attendance if it's uh if people can attend when they have time otherwise they might prioritize some other tasks instead of just another workshop yeah so just uh ignore the invite	SPK		0.010947	1.89	P3	confident	0	2960	2960		381
320.220	0.381	P4	Yeah.	BCK		0.031683	7.13	P4	uncertain	-2069			16697	381
322.289	0.489	GROUP	(0.5)	SIL				shared	manual	1688				0
322.778	0.420	P2	I agree.	SPK		0.007294	3.31	P2	confident	0	489	489		
323.238	10.589	P2	I think it should be like a workshop that the majority of participants can benefit from rather than just a random thing that they can just skip it or multitasking in the background.	SPK		0.005391	2.82	P2	confident	40	40	949		
333.827	0.421	GROUP	(0.4)	SIL				shared	manual	0				
334.248	10.589	P2	So maybe something more relevant to, let's say, enhance their workflow or make the productivity of their day-to-day work easier.	SPK		0.007616	3.35	P2	confident	0	421	11959		
344.837	0.100	GROUP	(.)	SIL				shared	manual	0				
344.937	3.683	P2	So trying to offer these kind of tools to enhance or	SPK		0.006489	3.27	P2	confident	0	100	22648		
348.620	0.902	GROUP	(0.9)	SIL				shared	manual	0				
349.522	5.554	P2	improve their working experience would be beneficial or necessary for them to attend.	SPK		0.004946	1.21	P2	confident	0	902	27233		908
354.622	1.565	P1	What are you advocating for?	SPK		0.011408	4.35	P1	confident	-454	-454	-454		908
354.622	0.454	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1565				908
356.187	2.180	GROUP	(2.2)	SIL				shared	manual	1111				
358.367	11.903	P2	I think it would be relevant to have some things such as like the AI productivity in the tasks that people find it relevant would benefit from it instead of how to manage stress or workload at work.	SPK		0.007474	3.50	P2	confident	0	2180	2180		0
370.270	0.082	GROUP	(.)	SIL				shared	manual	0				0
370.352	11.165	P2	Like it's not necessary to hold such a cross flow or cross function workshop.	SPK		0.005503	1.07	P2	confident	0	82	14165		
381.517	0.280	GROUP	(0.3)	SIL				shared	manual	0				
381.797	1.581	P1	What was your opinion on the format?	SPK		0.015051	4.55	P1	confident	0	280	280		0
383.378	0.362	GROUP	(0.4)	SIL				shared	manual	0				0
