onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
12.463	6.402	MODERATOR	The final talk is going to be short, so sorry for being a little bit out of time, but it will be over soon.	SPK		0.006551	1.47	MOD	confident					
18.865	1.070	GROUP	(1.1)	SIL				shared	manual	0				
19.935	17.963	MODERATOR	Okay, so in this task, you have to imagine that, but try to, you know, act as it's real, that you all have these 10 tokens, you can think about them as money, and you can either keep them to yourself or contribute them to a community fund with your colleagues.	SPK		0.005508	1.46	MOD	confident	0	1070			
37.898	0.700	GROUP	(0.7)	SIL				shared	manual	0				0
38.598	11.928	MODERATOR	If they get shared with the colleagues, every token gets multiplied by 1.5 and then the amount that's in the shared fund gets split equally among the participants.	SPK		0.005891	2.01	MOD	confident	0	700			0
50.526	0.541	GROUP	(0.5)	SIL				shared	manual	0				
51.067	9.006	MODERATOR	So your final endowment would be what you kept plus the tokens in the shared ones divided by four.	SPK		0.004511	1.40	MOD	confident	0	541			
60.073	1.061	GROUP	(1.1)	SIL				shared	manual	0				
61.134	2.501	MODERATOR	Do you have any questions or can I continue?	SPK		0.002643	1.26	MOD	confident	0	1061			
63.635	13.274	GROUP	(13.3)	SIL				shared	manual	0				
76.909	0.641	MODERATOR	It's okay.	SPK		0.002120	1.05	MOD	confident	0	13274			0
77.550	1.663	GROUP	(1.7)	SIL				shared	manual	0				0
79.213	7.873	MODERATOR	For everyone I will send a contribution form and you need to decide between 0 and 10 tokens to contribute to the fund.	SPK		0.003664	1.13	MOD	confident	0	1663			
87.086	2.645	GROUP	(2.6)	SIL				shared	manual	0				
89.731	1.322	MODERATOR	You have one minute to decide.	SPK		0.003243	1.25	MOD	confident	0	2645			
91.053	54.692	GROUP	(54.7)	SIL				shared	manual	0				
145.745	12.177	MODERATOR	okay so if you've all decided i will now reveal the group contribution and you can just talk about it and then there will be another for just one minute and then there will be another discussion	SPK		0.003137	1.40	MOD	confident	0	54692			
157.922	54.960	GROUP	(55.0)	SIL				shared	manual	0				
212.882	3.363	MODERATOR	You can also discuss the outcome for a few minutes.	SPK		0.003313	1.21	MOD	confident	0	54960			
216.245	0.456	GROUP	(0.5)	SIL				shared	manual	0				
216.701	2.182	MODERATOR	I will also reveal each participant.	SPK		0.002375	1.13	MOD	confident	0	456			
218.883	1.179	GROUP	(1.2)	SIL				shared	manual	0				687
219.375	3.989	P1	[LAUGHTER]	LAU				P1	manual	-687				6199
220.062	0.580	P3	No!	SPK		0.047790	1.16	P3	confident	-3302	1179	1179		580
220.642	4.705	GROUP	(4.7)	SIL				shared	manual	0				4932
221.001	2.210	P3	[LAUGHTER]	LAU				P3	manual	-4346				4420
225.347	7.789	P2	I put them all in because I thought so well if you all put it in we will have it multiplied with 1.5 and we will all get equal.	SPK		0.068240	2.46	P2	confident	2136	4705	4705		7239
226.917	0.400	P3	Yeah.	BCK				P3	manual	-6219			1570	616
227.209	0.621	P4	Yeah, I thought...	SPK		0.084857	0.72	P4	confident	-108	-5927	-5927		1350
227.209	0.621	P4	[OVL:competitive]	OVL	competitive			shared	manual	-621				1350
227.830	5.624	GROUP	(5.6)	SIL				shared	manual	0				5597
231.310	0.291	P1	Yeah.	BCK				P1	manual	-2144			5963	582
233.454	1.401	P4	That's what I understood too.	SPK		0.069166	3.57	P4	confident	1853	5624	318		1725
233.712	0.582	P1	It's the same.	SPK				P1	manual	-1143	-1143	-1143		1164
233.712	0.582	P1	[OVL:competitive]	OVL	competitive			shared	manual	-582				1164
234.294	0.581	GROUP	(0.6)	SIL				shared	manual	0				561
234.875	1.401	P4	I put eight in though.	SPK		0.026655	2.15	P4	confident	0	581	581		322
235.390	0.322	P2	Yeah.	BCK				P2	manual	-886			515	322
236.276	1.485	GROUP	(1.5)	SIL				shared	manual	564				0
237.761	0.460	P2	I put ten.	SPK		0.021258	4.19	P2	confident	0	1485	1485		0
238.221	0.352	GROUP	(0.4)	SIL				shared	manual	0				
238.573	2.081	P1	I put ten also.	SPK		0.103402	1.23	P1	confident	0	352	352		2226
239.541	1.677	P2	Yeah, yeah! I did the same!	SPK				P2	manual	-1113	-1113	-1113		3154
239.541	1.113	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-1677				2226
240.754	0.880	P1	Exactly.	SPK		0.110473	1.00	P1	confident	100	-464	-464		977
240.754	0.464	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-880				928
241.585	2.263	P2	I think that was the best case for all of us.	SPK		0.085786	1.30	P2	confident	367	-49	-49		2143
241.754	2.677	P1	[LAUGHTER]	LAU				P1	manual	-2094				2677
243.848	2.392	GROUP	(2.4)	SIL				shared	manual	-583				583
246.240	6.341	P3	And I thought, okay, you know, the tax system, you pay 50%.	SPK		0.068886	1.76	P3	confident	0	2392	2392		0
252.581	0.481	GROUP	(0.5)	SIL				shared	manual	0				0
253.062	4.941	P3	So I thought 50%, that's a good rule of thumb, put in 50%.	SPK		0.056863	1.73	P3	confident	0	481	9214		1048
253.451	1.048	P1	[LAUGHTER]	LAU				P1	manual	-4552				1048
258.003	1.204	GROUP	(1.2)	SIL				shared	manual	3504				
259.207	1.581	P2	Yeah, but you kept some for yourself.	SPK		0.100074	1.10	P2	confident	0	1204	1204		
260.788	0.256	GROUP	(0.3)	SIL				shared	manual	0				
261.044	2.141	P3	Sorry, sorry, sorry.	SPK		0.179568	1.44	P3	confident	0	256	256		5912
261.148	2.061	P2	You didn't you didn't think group-wise.	SPK				P2	manual	-2037	-2037	-2037		5936
261.148	2.037	P2	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-2061				5912
261.347	5.266	P1	[LAUGHTER]	LAU				P1	manual	-1838				13106
263.209	0.296	GROUP	(0.3)	SIL				shared	manual	-3404				296
263.505	0.601	P3	Sorry.	SPK		0.115703	1.32	P3	confident	0	296	296		696
264.011	1.960	P2	[LAUGHTER]	LAU				P2	manual	-95				5482
264.106	2.825	GROUP	(2.8)	SIL				shared	manual	-1865				6894
264.409	2.859	P3	[LAUGHTER]	LAU				P3	manual	-2522				6625
266.931	2.101	P4	Yeah, I considered putting them all in.	SPK		0.056144	5.96	P4	confident	-337	2825	2825		337
269.052	2.982	P4	But then I thought, maybe, did I really understand that correctly?	SPK		0.048659	10.26	P4	confident	20	20	4946		27
272.007	0.325	P2	Yeah.	BCK				P2	manual	-27			2955	305
272.054	2.242	P4	Because it just seemed a little too easy.	SPK		0.065965	8.01	P4	confident	-278	20	7948		278
274.316	3.182	P4	And that's why I kept two for myself, just to see how it would work.	SPK		0.033406	9.71	P4	confident	20	20	10210		
277.498	0.298	GROUP	(0.3)	SIL				shared	manual	0				
277.796	0.080	P2	Ah.	SPK		0.013483	5.19	P2	confident	0	298	298		
277.876	0.503	GROUP	(0.5)	SIL				shared	manual	0				
278.379	0.220	P4	Yeah.	SPK		0.043899	0.95	P4	confident	0	503	503		99
278.500	0.229	P3	Mmh.	BCK				P3	manual	-99			121	229
278.599	3.642	GROUP	(3.6)	SIL				shared	manual	-130				130
282.241	0.981	P4	Anyway, interesting.	SPK		0.044180	10.42	P4	confident	0	3642	4365		
283.222	0.900	GROUP	(0.9)	SIL				shared	manual	0				
