onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
1.255	5.065	MODERATOR	And also, if you're asked something about other candidates, just think of it as a game.	SPK		0.007617	1.66	MOD	confident					
6.320	2.302	GROUP	(2.3)	SIL				shared	manual	0				491
6.394	0.491	P1	Yeah yeah yeah.	BCK				P1	manual	-2228				491
8.622	4.744	MODERATOR	It's just with regards to this specific experiment.	SPK		0.009276	1.22	MOD	confident	1737	2302			
13.366	3.042	GROUP	(3.0)	SIL				shared	manual	0				
16.408	1.241	MODERATOR	Okay, perfect.	SPK		0.004464	1.53	MOD	confident	0	3042			
17.649	0.420	GROUP	(0.4)	SIL				shared	manual	0				0
18.069	2.622	MODERATOR	So we can start with task two.	SPK		0.003494	1.26	MOD	confident	0	420			0
20.691	0.680	GROUP	(0.7)	SIL				shared	manual	0				
21.371	2.221	MODERATOR	So this is a negotiation task.	SPK		0.003356	1.27	MOD	confident	0	680			
23.632	4.583	MODERATOR	So basically you will have to negotiate regarding these two issues.	SPK		0.003029	1.12	MOD	confident	40	40			0
28.215	0.100	GROUP	(.)	SIL				shared	manual	0				0
28.315	10.226	MODERATOR	The main thing is that you have to decide on this workshop that is an internal workshop for all employees and you have to negotiate on the topic and on the format.	SPK		0.003013	1.30	MOD	confident	0	100			0
38.541	1.180	GROUP	(1.2)	SIL				shared	manual	0				0
39.721	27.084	MODERATOR	for the negotiation you will all have a private roll card where you will be listed what is your priority and your preference and in your negotiation you have to try to advocate for whatever preference is written in your roll card so yeah I will if you don't have any questions I can send the roll cards and start the timer you have also approximately six minutes seven minutes	SPK		0.005395	1.36	MOD	confident	0	1180			
66.805	3.446	GROUP	(3.4)	SIL				shared	manual	0				
70.251	2.581	MODERATOR	And you can start the discussion as soon as you want.	SPK		0.003013	1.19	MOD	confident	0	3446			0
72.832	25.539	GROUP	(25.5)	SIL				shared	manual	0				0
98.371	1.306	P2	We have to pick one of each at the end.	SPK		0.015660	3.47	P2	confident	0	25539	25539		
99.677	0.965	GROUP	(1.0)	SIL				shared	manual	0				0
100.642	1.534	MODERATOR	Yeah, one topic and one problem.	SPK		0.002364	1.15	MOD	confident	0	965	965		0
102.176	31.081	GROUP	(31.1)	SIL				shared	manual	0				
133.257	1.733	MODERATOR	You can start your discussion.	SPK		0.001628	1.01	MOD	confident	0	31081	33580		
134.990	27.462	GROUP	(27.5)	SIL				shared	manual	0				
162.452	3.121	P1	I think we should focus on supporting our people after a big merger.	SPK		0.024938	6.09	P1	confident	0	27462	27462		
165.573	1.720	GROUP	(1.7)	SIL				shared	manual	0				
167.293	3.441	P1	So I think maybe we should start looking at stress and workload.	SPK		0.043793	3.32	P1	confident	0	1720	32303		
170.734	1.157	GROUP	(1.2)	SIL				shared	manual	0				0
171.891	21.052	P4	Yeah, that's a good point i also think that i mean GN even though we're an international corporation uh we do have a strong Danish culture uh especially the work culture regardless of which location we have in the world uh now we have been acquired by an Italian manufacturer or	SPK		0.033666	12.41	P4	confident	0	1157	1157		0
192.943	1.221	GROUP	(1.2)	SIL				shared	manual	0				0
194.164	9.475	P4	company I think we should focus strongly on getting to know our new colleagues and how to work together with them, yeah	SPK		0.024879	2.71	P4	confident	0	1221	23430		0
203.639	1.351	GROUP	(1.4)	SIL				shared	manual	0				
204.990	1.722	P3	I would say because of the...	SPK		0.019133	4.44	P3	confident	0	1351	1351		0
206.712	0.161	GROUP	(.)	SIL				shared	manual	0				0
206.873	0.721	P3	I am Italian.	SPK		0.021823	4.24	P3	confident	0	161	3234		
207.594	2.763	GROUP	(2.8)	SIL				shared	manual	0				
210.357	9.634	P3	I would say because of the feedback culture and how people are here, I do feel there is a lot of working across that is really, really good already.	SPK		0.024704	4.96	P3	confident	0	2763	6718		
219.991	0.680	GROUP	(0.7)	SIL				shared	manual	0				400
220.215	0.400	P4	Mhm.	BCK				P4	manual	-456				400
220.671	16.104	P3	So I think focusing on actually getting more productive and efficient would be better than necessarily learning how to cross-collaborate as I believe that that already exists at a certain extent.	SPK		0.024964	3.65	P3	confident	56	680	17032		371
227.591	0.371	P4	Mhm.	BCK				P4	manual	-9184			6920	371
236.775	1.756	GROUP	(1.8)	SIL				shared	manual	8813				
238.531	0.300	P4	I see.	SPK		0.014679	9.52	P4	confident	0	1756	1756		0
238.831	0.840	GROUP	(0.8)	SIL				shared	manual	0				0
239.671	3.281	P4	I think we're quite productive as a company already.	SPK		0.058946	2.94	P4	confident	0	840	2896		
242.952	0.251	GROUP	(0.3)	SIL				shared	manual	0				
243.203	8.784	P2	But I think the two go hand in hand, to be fair, because collaboration is a skill, but it's also a very broad, vaguely defined skill.	SPK		0.017109	4.38	P2	confident	0	251	251		
251.987	0.820	GROUP	(0.8)	SIL				shared	manual	0				
252.807	12.185	P2	And I think when we put it into practice, it's a lot different than just these broader ideas of maybe being personable or able to find compromise or agreements.	SPK		0.014617	4.31	P2	confident	0	820	9855		
264.992	0.660	GROUP	(0.7)	SIL				shared	manual	0				0
265.652	12.509	P2	I think we can get a lot of productivity out of working better as a team, maybe because then we become more aligned in terms of goals or mindset or even just something as basic as workflow.	SPK		0.021094	4.54	P2	confident	0	660	22700		0
278.161	0.121	GROUP	(.)	SIL				shared	manual	0				
278.282	7.785	P2	If everyone's under the same workflow, then it could just be more productive for everyone.	SPK		0.016532	4.36	P2	confident	0	121	35330		
286.067	0.060	GROUP	(.)	SIL				shared	manual	0				
286.127	4.924	P2	So I think ultimately what matters is numbers and making the absolute most.	SPK		0.021607	4.52	P2	confident	0	60	43175		
291.051	0.180	GROUP	(.)	SIL				shared	manual	0				
291.231	16.169	P2	But maybe we don't need to go on such a hard direct productivity route through incorporating AI in daily task, maybe we can let productivity come through by developing some more soft skills, such as working better across teams	SPK		0.025465	2.32	P2	confident	0	180	48279		
307.400	0.443	GROUP	(0.4)	SIL				shared	manual	0				
307.843	18.428	P3	I don't think that if you leave AI out of like rolling it out to people and teaching them how to use it, then that they would not be able to catch up with like all the AI tools that are coming up and then they actually have to use and then they'll start pushing back in the future when they'll actually have to use them.	SPK		0.023497	4.79	P3	confident	0	443	443		
326.271	0.340	GROUP	(0.3)	SIL				shared	manual	0				
326.611	8.144	P3	I think like a concern for me is like to focus on productivity is not necessarily because we're not productive, but it's to show people how important is AI	SPK		0.027678	4.89	P3	confident	0	340	19211		
334.755	0.940	GROUP	(0.9)	SIL				shared	manual	0				
335.695	4.524	P3	to make them more productive and get back their time and actually have more free time afterwards as well.	SPK		0.027267	5.00	P3	confident	0	940	28295		
340.219	0.520	GROUP	(0.5)	SIL				shared	manual	0				
340.739	6.946	P3	So it's also like a question of for them learning and like getting new skills to improve their work.	SPK		0.027062	5.64	P3	confident	0	520	33339		
347.685	2.056	GROUP	(2.1)	SIL				shared	manual	0				
349.741	9.247	P1	I think that with everyone's focuses here, it does sound like working together, working with our other people is a theme.	SPK		0.019919	6.13	P1	confident	0	2056	2056		
358.988	0.700	GROUP	(0.7)	SIL				shared	manual	0				354
359.334	0.390	P4	Mhm.	BCK				P4	manual	-354				390
359.688	9.007	P1	I know there's some things we're disagreeing on, but I think that maybe the workshop style would be something that we can agree on, given what I'm hearing.	SPK		0.023938	1.15	P1	confident	-36	700	12003		1988
361.601	1.952	P3	[LAUGHTER]	LAU				P3	manual	-7094				1952
368.695	0.501	GROUP	(0.5)	SIL				shared	manual	5142				
369.196	6.544	P1	Like one of the workshops, not the harsh sit down and fall asleep ones.	SPK		0.019403	6.01	P1	confident	0	501	21511		
375.740	2.432	GROUP	(2.4)	SIL				shared	manual	0				2041
376.311	2.102	P4	Yeah.	BCK		0.018865	2.36	P4	confident	-1861				2282
377.602	0.180	P1	Yeah.	BCK		0.026220	4.46	P1	confident	-811				360
378.172	8.188	P2	I mean, I also think the formats that we have available to us can amplify certain topics better than others.	SPK		0.015154	1.30	P2	confident	390	2432	2432		8548
378.433	0.380	P4	I do agree.	SPK		0.034236	10.77	P4	confident	-7927	-7927	-7927		760
378.433	0.380	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-380				760
378.813	8.488	GROUP	(8.5)	SIL				shared	manual	0				7547
387.301	6.045	P2	So depending on maybe what we think, this most adequate format would help flesh out these disagreements.	SPK		0.016065	4.61	P2	confident	0	8488	8488		
393.366	5.505	P2	I think that could be a good way to shift this discussion is talk about what we think might be best.	SPK		0.016789	4.22	P2	confident	20	20	14553		
398.871	0.061	GROUP	(.)	SIL				shared	manual	0				
398.932	2.942	P2	And if we can find compromise on that, then it could guide	SPK		0.016218	4.71	P2	confident	0	61	20119		
401.874	1.373	GROUP	(1.4)	SIL				shared	manual	0				
403.247	19.390	P2	stronger topic or a topic that aligns better with the format personally as much as i talked about working better across teams for productivity's sake i think that ultimately there is some	SPK		0.021149	4.35	P2	confident	0	1373	24434		330
409.216	0.330	P4	Yeah.	BCK				P4	manual	-13421			5969	330
422.637	1.661	GROUP	(1.7)	SIL				shared	manual	13091				
424.298	2.442	P2	self-responsibility for how productive you are.	SPK		0.021595	4.49	P2	confident	0	1661	45485		
426.740	0.360	GROUP	(0.4)	SIL				shared	manual	0				
427.100	4.804	P2	You can't just rely on the people around you or the sort of relationship you build with them.	SPK		0.015518	2.38	P2	confident	0	360	48287		
431.904	0.860	GROUP	(0.9)	SIL				shared	manual	0				
432.764	10.869	P2	For that reason, I think maybe something more independently oriented would be best for the sort of workshop that we're looking at, which is why...	SPK		0.019175	4.49	P2	confident	0	860	53951		0
443.633	1.570	GROUP	(1.6)	SIL				shared	manual	0				0
445.203	3.543	P2	I would have to go for online training, unfortunately.	SPK		0.029565	2.60	P2	confident	0	1570	66390		
448.746	0.180	GROUP	(.)	SIL				shared	manual	0				
448.926	11.088	P2	But yeah, I really think that as much as people might struggle to learn online, it teaches you very important skills where the responsibility of learning is entirely up to you.	SPK		0.031914	4.43	P2	confident	0	180	70113		
460.014	0.681	GROUP	(0.7)	SIL				shared	manual	0				
460.695	8.947	P2	And that extends to productivity as well, that you should be responsible, not entirely, but for a lot of how productive you are.	SPK		0.012676	4.21	P2	confident	0	681	81882		
469.642	2.423	GROUP	(2.4)	SIL				shared	manual	0				260
470.331	0.260	P4	Yeah.	BCK		0.028593	10.82	P4	confident	-1734				260
472.065	7.502	P4	While I do hear what you're saying, I think we have gone as a culture of GN.	SPK		0.046278	8.79	P4	confident	1474	2423	2423		
479.587	5.201	P4	We've gone from one GN where we have had to learn to cooperate across departments.	SPK		0.037010	10.57	P4	confident	20	20	9945		
484.788	0.661	GROUP	(0.7)	SIL				shared	manual	0				
485.449	3.801	P4	Now we're merging with another company.	SPK		0.045808	11.89	P4	confident	0	661	15807		
489.250	0.060	GROUP	(.)	SIL				shared	manual	0				
489.310	8.682	P4	I think this could really be the time to do something across departments or maybe even an interactive informal workshop.	SPK		0.034661	11.55	P4	confident	0	60	19668		
497.992	1.821	GROUP	(1.8)	SIL				shared	manual	0				0
499.813	3.803	P4	So really focusing on how to work together as one single unit.	SPK		0.040153	10.66	P4	confident	0	1821	30171		0
503.616	0.953	GROUP	(1.0)	SIL				shared	manual	0				
504.569	6.341	P1	Do we need to take a vote here? Yeah, anyone is close to an agreement? Are we allowed to do that or is it just supposed to be...	SPK				P1	manual	0	953	953		
510.910	6.629	GROUP	(6.6)	SIL				shared	manual	0				
517.539	2.550	P1	I mean, should we take a vote then?	SPK				P1	manual	0	6629	13923		
520.089	0.496	GROUP	(0.5)	SIL				shared	manual	0				
520.585	6.088	P2	So maybe, what is the alternative like what are you suggesting concretely?	SPK				P2	confident	0	496	496		
526.673	2.057	GROUP	(2.1)	SIL				shared	manual	0				
528.730	12.011	P4	you're to be able to compromise within 15 seconds i think i think uh cross department working group with the, yeah	SPK		0.047054	1.32	P4	confident	0	2057	2057		14205
532.485	2.029	P2	Just put your position out there	SPK				P2	manual	-8256	-8256	-8256		4058
532.485	2.029	P2	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-2029				4058
534.514	4.264	GROUP	(4.3)	SIL				shared	manual	0				6047
