onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
113.727	5.306	P3	Shall we get started?	SPK		0.016610	3.53	mic11	manual					
119.053	4.625	P3	I think before we can decide format, we should maybe start with the topics.	SPK		0.026473	9.42	mic11	manual	20	20			
123.678	1.102	GROUP	(1.1)	SIL				shared	manual	0				
124.780	0.941	P3	Topic selection.	SPK		0.019717	7.49	mic11	manual	0	1102			
125.721	0.080	GROUP	(.)	SIL				shared	manual	0				
125.801	1.642	P3	Do you have any opinions on that?	SPK		0.018469	1.37	mic11	manual	0	80			2886
126.000	1.000	P4	That's correct.	SPK				shared	manual	-1443	-1443	-1443		2000
126.000	1.000	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-1000				2000
127.000	7.000	P4	I have one topic which is people and culture.	SPK				shared	manual	0	0	-443		1107
127.000	0.443	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-7000				886
133.709	0.221	P3	mm-hmm	BCK				shared	manual	6266			6709	221
134.000	0.322	GROUP	(0.3)	SIL				shared	manual	70				
134.322	2.821	P4	Here there are topics number three and four.	SPK		0.023951	6.15	mic12	manual	0	322	6879		
137.143	0.200	GROUP	(.)	SIL				shared	manual	0				
137.343	6.002	P4	So topic number three, how to apply GN's environmental sustainability commitments in everyday work.	SPK		0.016184	7.11	mic12	manual	0	200	9900		
143.345	0.560	GROUP	(0.6)	SIL				shared	manual	0				
143.905	6.482	P4	And the second is how to manage stress and the workload at work.	SPK		0.012637	5.96	mic12	manual	0	560	16462		
150.387	0.240	GROUP	(0.2)	SIL				shared	manual	0				
150.627	6.042	P4	I think this is a very important topic given it's part of the leadership commitments.	SPK		0.015396	6.42	mic12	manual	0	240	23184		
156.709	6.851	P4	We have some targets for this, so I believe this topic we should prioritize in the upcoming workshop.	SPK		0.011393	5.40	mic12	manual	40	40	29266		
163.560	1.339	GROUP	(1.3)	SIL				shared	manual	0				1033
163.866	24.403	P1	uuh	BCK				shared	manual	-1033				24685
164.899	6.963	P1	I agree with you on it because I think everything starts with people and the commitments.	SPK		0.025393	6.37	mic9	manual	-23370	1339	1339		6963
171.862	0.461	GROUP	(0.5)	SIL				shared	manual	0				461
172.323	3.181	P1	I think it's a good way of working.	SPK		0.020475	5.50	mic9	manual	0	461	8763		3181
175.504	0.400	GROUP	(0.4)	SIL				shared	manual	0				400
175.904	11.286	P1	So starting with something small and then maybe the future workshops developing more into other specific areas which need attention would actually make a lot of sense.	SPK		0.021694	5.85	mic9	manual	0	400	12344		11286
187.190	1.040	GROUP	(1.0)	SIL				shared	manual	0				1283
187.987	0.869	P1	[BRE]	BRE				shared	manual	-243				1151
188.230	11.728	P1	So, I totally agree with you that going with people and culture to start with actually defines who we are and what we are for the company.	SPK		0.021741	5.62	mic9	manual	-626	1040	24670		665
199.958	3.242	GROUP	(3.2)	SIL				shared	manual	0				
203.200	0.160	P1	Uh, yes?	SPK		0.026407	7.30	mic9	manual	0	3242	39640		
203.360	0.640	GROUP	(0.6)	SIL				shared	manual	0				
204.000	18.000	P2	Yeah, but for these things we first also need to align with some online trainings and quizzes and I think this should be a very good point to start from.	SPK				shared	manual	0	640	640		
