onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
0.531	4.183	P4	But I guess it registers when you're actually submitting it, right?	SPK		0.046615	4.63	P4	confident					518
4.455	0.300	P3	Okay.	SPK		0.013580	1.12	P3	confident	-259	-259	-259		518
4.455	0.259	P3	[OVL:smooth]	OVL	smooth			shared	manual	-300				518
4.755	2.881	GROUP	(2.9)	SIL				shared	manual	41				
7.636	4.342	MODERATOR	Perfect, so we can have a break or go to the next as it's up to you.	SPK		0.014601	1.37	MOD	confident	0	2881	2881		
11.978	0.463	GROUP	(0.5)	SIL				shared	manual	0				
12.441	1.221	P3	I think just go to the next.	SPK		0.005992	3.08	P3	confident	0	463	463		
13.662	0.280	GROUP	(0.3)	SIL				shared	manual	0				
13.942	1.181	P3	I vote for that.	SPK		0.031458	1.40	P3	confident	0	280	1964		0
15.123	2.351	GROUP	(2.4)	SIL				shared	manual	0				0
17.474	0.940	P2	Yeah, next one.	SPK		0.014738	3.40	P2	confident	0	2351	2351		
18.414	2.009	GROUP	(2.0)	SIL				shared	manual	0				0
20.423	7.565	MODERATOR	Then again we have this calibration so you please look at the printed aim in front of you for a few seconds.	SPK		0.006160	1.35	MOD	confident	0	2009	2009		0
27.988	3.710	GROUP	(3.7)	SIL				shared	manual	0				
31.698	0.820	MODERATOR	Thank you very much.	SPK		0.003781	1.32	MOD	confident	0	3710	13284		
32.518	0.481	GROUP	(0.5)	SIL				shared	manual	0				
32.999	27.071	MODERATOR	So we come to the next task which is kind of a framework you discuss about the workshop that happens at GN and you need to decide, make a decision about the topic of the workshop and also the format of the workshop among available options that you will be actually provided for you.	SPK		0.003918	1.24	MOD	confident	0	481	14585		0
60.070	1.260	GROUP	(1.3)	SIL				shared	manual	0				0
61.330	26.992	MODERATOR	each of you will receive a private roll card on your tablet that kind of gives you some shows what is your priority and preference for this kind of negotiation phase and we really encourage you to fight for your priorities and preferences and so it's obvious please don't show your roll card to other people	SPK		0.004516	1.21	MOD	confident	0	1260	42916		
88.322	4.148	GROUP	(4.1)	SIL				shared	manual	0				
92.470	25.552	MODERATOR	and so you need to kind of at the end agree on one topic and one format so i will send you the roll card and your discussion also start immediately with it and you have eight minutes to to discuss and agree on one topic	SPK		0.005711	1.35	MOD	confident	0	4148	74056		
118.022	59.048	GROUP	(59.0)	SIL				shared	manual	0				
177.070	12.405	P3	I would like to maybe open by saying that I would suggest that	SPK		0.021054	6.68	P3	confident	0	59048	59048		
189.475	1.121	GROUP	(1.1)	SIL				shared	manual	0				
190.596	3.081	P3	what is really needed right now in GN.	SPK		0.030587	5.65	P3	confident	0	1121	72574		
