onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
312.611	7.389	P3	I was struggling because if it's a GN-wide event it might be many, many people and that's why I was thinking how are we able to gather all of them? What spaces would allow for that?	SPK				shared	manual					309
317.832	0.309	P3	(0.3)	SIL				shared	manual	-2168				309
320.000	11.758	GROUP	(11.8)	SIL				shared	manual	1859				731
323.251	0.731	P3	(0.7)	SIL				shared	manual	-8507				731
331.758	1.882	P3	Concert and dinner sounds good.	SPK		0.018918	7.00	mic11	manual	7776	11758			
333.640	0.240	GROUP	(0.2)	SIL				shared	manual	0				
333.880	4.664	P3	It depends on the location that can handle the amount.	SPK		0.014435	3.27	mic11	manual	0	240			3544
336.000	1.000	P2	Yeah.	SPK				shared	manual	-2544	-2544	-2544		2000
336.000	1.000	P2	[OVL:competitive]	OVL	competitive			shared	manual	-1000				2000
337.000	1.584	GROUP	(1.6)	SIL				shared	manual	0				1544
338.584	4.200	P3	But concert, we might fill the whole place, which is okay.	SPK		0.010300	6.08	mic11	manual	0	1584	1584		
342.784	0.981	GROUP	(1.0)	SIL				shared	manual	0				741
343.024	2.000	GROUP	[SOFT LAUGHTER]	LAU				shared	manual	-741				2000
343.765	3.032	P4	So we're talking about the whole GN, bringing…	SPK		0.040043	2.43	mic12	manual	-1259	981	981		4318
346.054	2.000	P1	yeah	SPK				shared	manual	-743	-743	-743		5091
346.054	0.743	P1	[OVL:competitive]	OVL	competitive			shared	manual	-2000				3059
346.224	0.500	P3	yeah	SPK				shared	manual	-573	-1830	-1830		2500
346.224	0.500	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-500				2500
346.224	0.500	P3	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-500				2500
346.724	0.555	GROUP	(0.6)	SIL				shared	manual	0				701
347.279	2.088	P3	How many are we now? 7,000?	SPK				shared	manual	0	555	-775		2406
347.279	0.775	P3	[OVL:competitive]	OVL	competitive			shared	manual	-2088				1550
348.939	1.709	P4	Up to 8,000.	SPK				shared	manual	885	-428	-428		1533
348.939	0.428	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1709				856
350.500	2.000	P1	Yeah	SPK				shared	manual	1133	-148	-148		6464
350.500	0.148	P1	[OVL:smooth]	OVL	smooth			shared	manual	-2000				677
350.521	1.240	P4	Yeah, seven and something, yeah.	SPK				shared	manual	-127	-1979	-1979		5444
350.521	0.127	P4	[OVL:smooth]	OVL	smooth			shared	manual	-1240				635
350.521	1.240	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-127				5444
351.000	1.000	P3	Yeah, of course.	SPK				shared	manual	-761	-761	-761		4583
351.000	0.300	P3	(0.3)	SIL				shared	manual	-1000				1800
351.000	1.000	P3	[OVL:competitive]	OVL	competitive			shared	manual	-300				4583
351.000	0.761	P3	[OVL:competitive]	OVL	competitive			shared	manual	-1000				4105
352.000	1.053	GROUP	(1.1)	SIL				shared	manual	239				500
353.053	1.947	P1	I think we can expect at least 5,000, right?	SPK				shared	manual	0	1053	1053		
355.000	1.074	GROUP	(1.1)	SIL				shared	manual	0				
356.074	14.632	P4	Yeah, because I'm thinking for the Christmas party, for example, we were 1,200 last time and we occupied quite a big space, so we now need like the whole stadium, I guess, right?	SPK		0.045430	0.73	mic11	manual	0	1074	1074		2777
356.866	1.178	P3	yeah	BCK				shared	manual	-13840			792	1178
364.143	0.109	P1	mh	BCK				shared	manual	6099			8069	109
367.594	0.632	P3	mmh	BCK				shared	manual	3342			11520	632
370.277	1.420	P1	Yep.	SPK		0.032651	2.26	mic11	manual	2051	-429	-429		1358
370.277	0.429	P1	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1420				858
371.154	0.500	P3	mmh	BCK				shared	manual	448			877	500
