onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
261.000	5.000	P4	Should we take like 30 seconds each to explain their ideas	SPK				shared	manual					804
265.598	3.378	P3	That makes sense. Want to start?	SPK		0.058640	2.18	mic12	manual	-402	-402	-402		1134
265.598	0.402	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-3378				804
268.811	1.541	P4	Me?	SPK		0.096135	4.70	mic11	manual	2811	-165	-165		1068
268.811	0.165	P4	[OVL:smooth]	OVL	smooth			shared	manual	-1541				330
269.983	2.240	P3	Yeah let’s go now the other direction	SPK				shared	manual	1007	-369	-369		1642
269.983	0.369	P3	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-2240				738
271.771	17.654	P4	okay yes so masterchef competition so we divide the group into groups like four people and everybody cooks something and then there's like a jury and they they choose the best one that could be something like informal but not party style	SPK				shared	manual	1419	-452	-452		904
271.771	0.452	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-17654				904
289.425	0.194	GROUP	(.)	SIL				shared	manual	17202				
289.619	5.702	P4	Then silent disco, I don't know if you're familiar with it, but you have headphones instead of music on loudspeakers.	SPK		0.070773	9.64	mic12	manual	0	194	17396		
295.321	0.640	GROUP	(0.6)	SIL				shared	manual	0				
295.961	3.381	P4	So everybody's listening to the same song, but if you take off the headphones, it's quiet.	SPK		0.079035	8.89	mic12	manual	0	640	23738		
299.342	0.840	GROUP	(0.8)	SIL				shared	manual	0				
300.182	2.881	P4	And then blind disco, that one just came out of the blue.	SPK		0.082485	3.95	mic12	manual	0	840	27959		
303.063	2.401	GROUP	(2.4)	SIL				shared	manual	0				1986
303.478	2.421	GROUP	[GROUP LAUGHTER]	LAU				shared	manual	-1986				2421
305.464	2.641	P4	I was thinking blindfolded, but that doesn't make much sense.	SPK		0.136655	6.58	mic12	manual	-435	2401	33241		435
308.105	0.060	GROUP	(.)	SIL				shared	manual	0				
308.165	9.741	P4	But it could actually be a disco with no lights and you maybe have like starlight bands and you cannot see people, so that could also be like	SPK		0.075841	6.18	mic12	manual	0	60	35942		3264
