onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
6.944	2.101	MODERATOR	Now you get the new information.	SPK		0.009561	4.77	MOD	confident					
9.065	1.221	P4	Yes, it's submitted.	SPK		0.024477	7.24	P4	confident	20	20	20		
10.286	1.702	GROUP	(1.7)	SIL				shared	manual	0				
11.988	0.420	MODERATOR	Perfect.	SPK		0.003283	1.58	MOD	confident	0	1702	1702		
12.408	1.541	GROUP	(1.5)	SIL				shared	manual	0				
13.949	3.263	MODERATOR	Okay, at least this was not in the needle of ask.	SPK		0.003765	1.43	MOD	confident	0	1541	3663		
17.212	5.011	GROUP	(5.0)	SIL				shared	manual	0				
22.223	0.180	MODERATOR	Okay.	SPK		0.002044	1.15	MOD	confident	0	5011	11937		
22.403	1.661	GROUP	(1.7)	SIL				shared	manual	0				
24.064	4.921	MODERATOR	Task 3, probably a bit more fun and similar to what one of you was talking about.	SPK		0.003734	1.51	MOD	confident	0	1661	13778		
28.985	0.640	GROUP	(0.6)	SIL				shared	manual	0				
29.625	4.201	MODERATOR	You need to decide on one best idea for a GN-wide social event.	SPK		0.004238	1.62	MOD	confident	0	640	19339		
33.826	0.580	GROUP	(0.6)	SIL				shared	manual	0				
34.406	8.762	MODERATOR	So try to be creative and original but also try to make the event feasible and realistic for as many employees as possible.	SPK		0.003922	1.24	MOD	confident	0	580	24120		
43.168	1.380	GROUP	(1.4)	SIL				shared	manual	0				
44.548	22.505	MODERATOR	You will first generate one to three ideas individually in silence and then you will be able to discuss them and in the end choose one final idea you cannot mix ideas unfortunately even if they're great you have to choose only one idea from one of you so if there are no questions i can proceed	SPK		0.004412	1.43	MOD	confident	0	1380	34262		
67.053	2.330	GROUP	(2.3)	SIL				shared	manual	0				
69.383	1.242	MODERATOR	I will send you the form.	SPK		0.003818	1.14	MOD	confident	0	2330	59097		
70.645	2.363	MODERATOR	You have to write and submit the ideas.	SPK		0.003875	1.40	MOD	confident	20	20	60359		
73.008	0.421	GROUP	(0.4)	SIL				shared	manual	0				
73.429	0.901	MODERATOR	One, two, three ideas.	SPK		0.003150	1.51	MOD	confident	0	421	63143		
74.330	193.122	GROUP	(193.1)	SIL				shared	manual	0				
267.452	6.291	MODERATOR	So now I'll show all of your ideas on the board and you can discuss them for 7 minutes.	SPK		0.003772	1.77	MOD	confident	0	193122	257166		
273.743	12.325	GROUP	(12.3)	SIL				shared	manual	0				
286.068	1.092	P2	Maybe I can start	SPK				P1	manual	0	12325	12325		
287.160	0.420	GROUP	(0.4)	SIL				shared	manual	0				0
287.580	4.705	P2	They are actually the real activities that we're going to have from today.	SPK		0.033166	1.26	P2	confident	0	420	13837		1939
291.179	2.573	P4	[LAUGHTER]	LAU				P4	manual	-1106				5941
291.452	1.910	P3	[LAUGHTER]	LAU				P3	manual	-2300				4888
292.285	1.737	GROUP	(1.7)	SIL				shared	manual	-1077				4272
292.294	2.881	P2	[LAUGHTER]	LAU				P2	manual	-1728				5375
294.022	1.121	P4	You're not supposed to tell.	SPK		0.103983	3.14	P4	confident	-1153	1737	1737		1121
295.183	5.343	P2	We're going to launch them soon.	SPK		0.017454	1.47	P2	confident	40	40	40		1302
299.875	1.983	P3	Okay, so those are the most realistic ones.	SPK		0.030459	1.53	P3	confident	-651	-651	-651		1302
299.875	0.651	P3	[OVL:competitive]	OVL	competitive			shared	manual	-1983				1302
301.858	3.164	GROUP	(3.2)	SIL				shared	manual	1332				1706
302.062	0.466	P2	[LAUGHTER]	LAU				P2	manual	-2960				466
302.530	1.240	P2	Yes, yes.	BCK		0.026965	1.71	P2	confident	2				1240
305.022	1.530	P2	Like everything is already in place	SPK				P2	manual	1252	3164	3164		846
306.129	1.140	P4	Danish pastry class?	SPK		0.035403	9.41	P4	confident	-423	-423	-423		846
306.129	0.423	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-1140				846
307.269	0.333	GROUP	(0.3)	SIL				shared	manual	717				0
307.602	0.312	P2	Yes.	SPK				P2	manual	0	333	333		0
307.914	1.192	GROUP	(1.2)	SIL				shared	manual	0				
309.106	1.161	P4	Where would you do that?	SPK		0.045771	9.65	P4	confident	0	1192	1192		
310.307	1.402	P4	You need some kitchen.	SPK		0.023893	9.54	P4	confident	40	40	2393		
311.709	0.163	GROUP	(.)	SIL				shared	manual	0				
311.872	2.232	P3	You can rent massive kitchens	SPK				P3	manual	0	163	163		1233
313.471	0.600	P4	Yeah, you can.	SPK		0.122791	6.06	P4	confident	-633	-633	-633		1200
313.471	0.600	P4	[OVL:competitive]	OVL	competitive			shared	manual	-600				1200
314.071	0.641	GROUP	(0.6)	SIL				shared	manual	0				253
