onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
271.656	9.447	MODERATOR	Okay, now I will show all your ideas on the board, and you can discuss them however you like, and remember at the end to choose only one best.	SPK		0.002779	1.34	shared	confident					
281.103	7.510	GROUP	(7.5)	SIL				shared	confident	0				
288.613	2.392	P2	Demolition party, yes, I love it.	SPK		0.037075	5.25	mic10	confident	0	7510	7510		158
290.847	3.250	P4	[SOFT LAUGHTER]	LAU				shared	confident	-158				3250
291.005	19.618	GROUP	(19.6)	SIL				shared	confident	-3092				3092
310.623	2.662	P2	Oh, that's interesting.	SPK		0.005333	3.65	mic10	confident	0	19618	29520		
313.285	3.014	GROUP	(3.0)	SIL				shared	confident	0				0
316.299	2.921	P1	So for me, the demolition party was an obvious choice.	SPK		0.025907	6.31	mic9	confident	0	3014	3014		0
319.220	0.580	GROUP	(0.6)	SIL				shared	confident	0				245
319.555	3.520	P4	[LAUGHTER]	LAU				shared	confident	-245				3520
319.800	6.423	P1	If we are going to rebuild the building, let's put it down first, grab a hammer, helmet, and destroy the whole thing.	SPK		0.046031	2.18	mic9	confident	-3275	580	6515		3275
326.223	4.466	GROUP	(4.5)	SIL				shared	confident	0				2123
326.547	0.801	P2	Mm-hmm, mm-hmm.	BCK		0.035049	5.63	mic10	confident	-4142				801
328.329	1.322	P2	Yes, yes.	BCK		0.009566	5.15	mic10	confident	981				1322
330.689	2.981	P3	I don't think they're going to demo anything, unfortunately.	SPK		0.033555	1.01	mic11	confident	1038	4466	4466		730
332.940	3.560	GROUP	[LAUGHTER]	LAU				shared	confident	-730				3560
333.670	1.833	GROUP	(1.8)	SIL				shared	confident	-2830				1833
335.503	2.208	P4	But I do like the idea.	SPK		0.046360	1.10	mic12	confident	0	1833	1833		997
337.711	3.614	GROUP	(3.6)	SIL				shared	confident	0				1840
337.812	1.840	P2	um	FP				shared	confident	-3513				1840
341.325	9.542	P3	For me, it was like a festival because I feel like if I try to be inclusive, then we can do a lot of activities in one day festival.	SPK		0.021246	1.68	mic11	confident	1673	3614	3614		500
343.053	0.500	P2	yeah	BCK				shared	confident	-7814			1728	500
350.907	2.481	P3	So we can have a demolition party.	SPK		0.024757	4.46	mic11	confident	7354	40	13196		
353.428	2.841	P3	We can have a barbecue and a long game at the park.	SPK		0.025091	4.38	mic11	confident	40	40	15717		
356.269	0.100	GROUP	(.)	SIL				shared	confident	0				
356.369	9.562	P3	So we can have different areas in a GN location to facilitate different activities for a lot of different people.	SPK		0.022012	2.66	mic11	confident	0	100	18658		2630
358.610	1.499	P2	mmh	BCK				shared	confident	-7321			2241	1499
362.823	1.131	P4	mm-hmm	BCK				shared	confident	2714			6454	1131
365.931	0.360	GROUP	(0.4)	SIL				shared	confident	1977				0
366.291	1.680	P3	And then it can be music concerts.	SPK		0.021799	6.40	mic11	confident	0	360	28580		
367.991	2.881	P3	It can be sports, Olympics, and stuff like that.	SPK		0.011004	5.04	mic11	confident	20	20	30280		
370.872	0.545	GROUP	(0.5)	SIL				shared	confident	0				324
371.170	0.500	P4	mmh	BCK				shared	confident	-247				830
371.340	0.500	P2	mmh	BCK				shared	confident	-330				830
371.417	2.029	P3	to just like a one size	SPK		0.054283	1.94	mic11	confident	-423	545	33706		769
373.353	1.280	P2	[OVL:collaborative]	OVL	collaborative			shared	confident	-93				2176
373.446	0.554	GROUP	(0.6)	SIL				shared	confident	-1187				554
374.000	0.891	P2	Fits all	SPK				shared	confident	0	554	554		2045
374.185	0.992	P3	yeah	SPK				shared	confident	-706	-706	-706		2106
374.185	0.706	P3	[OVL:simultaneous]	OVL	simultaneous			shared	confident	-992				1860
374.931	2.219	GROUP	[GROUP LAUGHTER]	LAU				shared	confident	40				2219
375.177	0.209	GROUP	(0.2)	SIL				shared	confident	-1973				209
375.386	2.882	P1	So a good answer would include all of ours, right?	SPK				shared	confident	0	209	209		1886
378.146	2.931	GROUP	[GROUP LAUGHTER]	LAU				shared	confident	-122				3643
378.268	7.624	GROUP	(7.6)	SIL				shared	confident	-2809				6669
380.365	1.040	P2	mm-hmm	BCK				shared	confident	-5527				1901
381.256	0.500	P2	yeah	BCK				shared	confident	-149				649
382.799	2.320	P2	um, yeah	FP				shared	confident	1043				2320
385.892	2.101	P2	Barbecue and lawn games at a park.	SPK		0.038723	6.50	mic10	confident	773	7624	7624		
387.993	2.401	GROUP	(2.4)	SIL				shared	confident	0				1141
388.284	1.141	P2	um	FP				shared	confident	-2110				1141
390.394	4.262	P2	Easy access to parking and public transport for everyone.	SPK		0.022554	5.38	mic10	confident	969	2401	12126		
394.656	0.940	GROUP	(0.9)	SIL				shared	confident	0				
395.596	0.800	P2	Relatively cheap.	SPK		0.022889	4.99	mic10	confident	0	940	17328		
396.396	2.287	GROUP	(2.3)	SIL				shared	confident	0				1261
397.055	1.261	P2	um	FP				shared	confident	-1628				1261
398.683	1.161	P2	Day out in the sunshine.	SPK		0.019066	4.94	mic10	confident	367	2287	20415		
399.844	1.120	GROUP	(1.1)	SIL				shared	confident	0				902
400.062	2.562	P4	[SOFT LAUGHTER]	LAU				shared	confident	-902				3809
400.964	1.521	P2	So fun.	SPK		0.036298	1.77	mic10	confident	-1660	1120	22696		2629
401.377	1.461	P3	[SOFT LAUGHTER]	LAU				shared	confident	-1108				2708
402.485	0.721	GROUP	(0.7)	SIL				shared	confident	-353				492
403.206	1.661	P2	A masquerade silent disco night.	SPK		0.052744	6.52	mic10	confident	0	721	24938		
404.887	0.880	P2	I'm like, ooh.	SPK		0.060192	5.61	mic10	confident	20	20	26619		
405.767	1.361	GROUP	(1.4)	SIL				shared	confident	0				1143
405.985	1.531	P3	[SOFT LAUGHTER]	LAU				shared	confident	-1143				1531
407.128	0.940	P2	You don't have to pay for a DJ.	SPK		0.072404	4.03	mic10	confident	-388	1361	28860		388
408.088	3.102	P2	Okay, you have to pay for the headsets or rental, whatever.	SPK		0.071362	1.59	mic10	confident	20	20	29820		2461
408.526	2.461	P4	[LAUGHTER]	LAU				shared	confident	-2664				2461
411.190	0.080	GROUP	(.)	SIL				shared	confident	203				
411.270	2.081	P2	But, I mean, how fun.	SPK		0.034691	7.04	mic10	confident	0	80	33002		
413.371	2.462	P2	And then you're wearing a mask, so no one cares how crazy you dance.	SPK		0.035551	2.76	mic10	confident	20	20	35103		100
415.733	1.589	P4	[SOFT LAUGHTER]	LAU				shared	confident	-100				3302
415.833	2.741	GROUP	(2.7)	SIL				shared	confident	-1489				4711
416.080	1.499	P1	[SOFT LAUGHTER]	LAU				shared	confident	-2494				3469
416.851	2.019	P4	um	FP				shared	confident	-728				3218
418.574	1.061	P2	And then a board game event.	SPK		0.017708	5.96	mic10	confident	-296	2741	40306		296
419.635	0.800	GROUP	(0.8)	SIL				shared	confident	0				
420.435	0.160	P2	Yeah.	SPK		0.014530	4.54	mic10	confident	0	800	42167		
420.595	0.470	GROUP	(0.5)	SIL				shared	confident	0				0
421.065	1.064	P1	We do that already.	SPK		0.026767	6.56	mic9	confident	0	470	470		0
422.129	2.686	GROUP	(2.7)	SIL				shared	confident	0				3093
422.276	0.221	P2	Yeah.	BCK		0.021871	0.50	mic10	confident	-2539				221
422.645	1.672	P1	[SOFT LAUGHTER]	LAU				shared	confident	148				2872
423.076	1.200	P4	[SOFT LAUGHTER]	LAU				shared	confident	-1241				2400
424.815	2.341	P4	Yeah, I went for the GN Olympics.	SPK		0.034543	6.76	mic12	confident	539	2686	2686		
427.156	0.460	GROUP	(0.5)	SIL				shared	confident	0				
427.616	23.171	P4	I mean, that's definitely not, probably not a cheap event or something, but I mean, it just occurred to me that it's a good opportunity to show or to highlight the hobbies and the interests of different employees so they can form teams and then one is volleyball and they compete among each other and then there is a winner and then there is a party in the end and so on.	SPK		0.023938	6.23	mic12	confident	0	460	5487		500
431.909	0.500	P1	mm-hmm	BCK				shared	confident	-18878			4293	500
450.787	1.221	GROUP	(1.2)	SIL				shared	confident	18378				
452.008	8.606	P4	So when I think about an event with GN, I like when there is interaction between people who don't know each other.	SPK		0.026804	6.83	mic12	confident	0	1221	29879		
460.614	0.360	GROUP	(0.4)	SIL				shared	confident	0				
460.974	7.285	P4	Because, for example, if it's a loose party, then people just go to their groups and are not feeling motivated to interact with others.	SPK		0.020569	6.73	mic12	confident	0	360	38845		
468.259	0.560	GROUP	(0.6)	SIL				shared	confident	0				322
468.497	0.728	P2	mmh	BCK				shared	confident	-322				728
468.819	10.448	P4	So that's why I feel like when there is a little bit of structure and when they are set up in teams, like in the barbecue and long games or like here in the GN Olympics, then...	SPK		0.021107	4.78	mic12	confident	-406	560	46690		406
479.267	0.780	GROUP	(0.8)	SIL				shared	confident	0				
480.047	5.505	P4	Yeah, people have more of an option to feel comfortable among GN.	SPK		0.015094	4.23	mic12	confident	0	780	57918		
485.552	0.555	GROUP	(0.6)	SIL				shared	confident	0				220
485.887	0.500	P2	yeah	BCK				shared	confident	-220				500
486.107	4.680	P2	I like the Olympic idea.	SPK		0.033458	5.98	mic10	confident	-280	555	555		811
490.536	0.500	P4	yeah	BCK				shared	confident	-251			4429	780
490.647	8.609	P2	I think, and it doesn't have to be expensive. I mean, you can do things like potato sack racing or you could do lawn games, right?	SPK		0.033083	5.63	mic10	confident	-389	-140	5095		3857
490.647	0.140	P2	[OVL:smooth]	OVL	smooth			shared	confident	-8609				420
493.439	0.949	P4	No	BCK		0.037377	1.06	shared	confident	2652			2792	949
495.195	1.330	P4	[SOFT LAUGHTER]	LAU				shared	confident	807				1528
496.327	0.909	P4	yeah yeah	BCK				shared	confident	-198			5680	1107
499.256	0.830	GROUP	(0.8)	SIL				shared	confident	2020				
500.086	1.642	P4	And things like that.	SPK		0.027873	1.55	mic12	confident	0	830	830		
501.728	2.624	GROUP	(2.6)	SIL				shared	confident	0				1840
502.145	1.840	P2	um	FP				shared	confident	-2207				1840
504.352	1.301	P2	I would only be worried that people...	SPK		0.035156	5.35	mic10	confident	367	2624	2624		0
505.653	0.320	GROUP	(0.3)	SIL				shared	confident	0				
505.973	17.444	P2	would be like some people are very scared and introvert and to talk to new people but I think you could make it an option of like sign up to randomly be in a in a group with people you don't know to meet new people or form a group yourself um I think it'd be super cool and not super expensive	SPK		0.033528	2.04	mic10	confident	0	320	4245		5423
508.973	0.500	P4	mmh	BCK				shared	confident	-14444			3000	500
509.690	0.982	P4	mm-hmm	BCK				shared	confident	217			3717	982
513.682	1.051	P4	yeah	BCK				shared	confident	3010			7709	1051
515.021	1.069	P4	yeah, yeah	BCK				shared	confident	288			9048	1069
517.213	0.909	P4	mmh	BCK				shared	confident	1123			11240	909
518.791	0.912	P4	yeah yeah	BCK				shared	confident	669			12818	912
523.417	0.393	GROUP	(0.4)	SIL				shared	confident	3714				0
523.810	2.522	P1	I like the idea, and I will add esports.	SPK		0.038119	4.58	mic9	confident	0	393	393		0
526.332	0.307	GROUP	(0.3)	SIL				shared	confident	0				
